'a'shui'xiao'de 阿谁消得
'sheng'hua'fa 生华发
'sheng'ke'qing'yan'hui'yu'zhu 省可清言挥玉麈
'sheng'lai'bu'shi'chou'wei 生来不识愁味
'sheng'lan'yu 生兰玉
'sheng'li'ling'wo'qing'chou'chang 生离令我情惆怅
'sheng'min'he'zui'fu'he'you 生民何罪复何尤
'sheng'ming'wu'fang 生命无妨
'sheng'pa'cu'gui'lun 生怕促归轮
'sheng'rao'bi'shan'fei'qu'wan'yun'liu 声绕碧山飞去晚云留
'sheng'si'chan'tou'qian'jin'gong'cang'zhen 胜似缠头千锦共藏珍
'sheng'zha'zi'song'su'bo'gu 生查子送苏伯固
'shi'chang'shui'jia'qu 师唱谁家曲
'shi'dang'han'wu 时当汉武
'shi'fen'chun'tai 十分春态
'shi'fen'jiu 十分酒
'shi'fu'yu'gai'fang'yuan 势浮舆盖方圆
'shi'jian'shu'xing'du'he'han 时见疏星渡河汉
'shi'jiao'dan'zuo'gun'lei'sheng 试教弹作辊雷声
'shi'jie'qian'ding 事皆前定
'shi'jin'can'zhuang'fen 拭尽残妆粉
'shi'jiu'chen'nian'hua 诗酒趁年华
'shi'jiu'hang'hai'fu'dong'ying 十九航海赴东瀛
'shi'ju'duan'lai'mo'wo'dun 诗句端来磨我钝
'shi'jue'lun 势绝伦
'shi'jun'cai'qi'juan'bo'lan 使君才气卷波澜
'shi'jun'gao'hui 使君高会
'shi'jun'gao'hui'you'yu'qing 使君高会有馀清
'shi'jun'hai 使君还
'shi'jun'liu'ke'zui'yan'yan 使君留客醉厌厌
'shi'jun'mo'wang'zha'xi'nv 使君莫忘霅溪女
'shi'jun'neng'de'ji'hui'lai 使君能得几回来
'shi'jun'wei'chu'xiao'chan'juan 使君为出小婵娟
'shi'jun'xing'bu'gui 使君行不归
'shi'jun'yu'qu'hai'liu'zhu 使君欲去还留住
'shi'jun'yuan'shi'ci'zhong'ren 使君元是此中人
'shi'jun'zai'jiu'wei'hui'che 使君载酒为回车
'shi'kan'pi'he'chang 试看披鹤氅
'shi'lao'bu'zhi'mei'ge'zai 诗老不知梅格在
'shi'li'chun'feng'shui'zhi'si 十里春风谁指似
'shi'li'shen'xian'mi'hai'dao 十里神仙迷海岛
'shi'liu'ban'tu'hong'jin'cu 石榴半吐红巾蹙
'shi'liu'bei'shang'jin'guan'cheng 十六北上锦官城
'shi'lu'wu'qiong 世路无穷
'shi'nian'bu'jian'lao'xian'weng 十年不见老仙翁
'shi'nian'bu'jian'zi'yun'che 十年不见紫云车
'shi'nian'sheng'si'liang'mang'mang 十年生死两茫茫
'shi'nian'tui'wu'yi'can'bing 十年退伍一残兵
'shi'pai'zi'bai'jiu'xin'kai'jiu'yun 十拍子白酒新开九酝
'shi'ping'bu'yong'lu'lian'shu 时平不用鲁连书
'shi'qian'sheng 是前生
'shi'san'fu'ji'xia'jia'zhou 十三负笈下嘉州
'shi'shang'chao'ran'tai'shang'kan 试上超然台上看
'shi'shi'lao'jun'qin'bao'song 释氏老君亲抱送
'shi'shi'nian'lai'qian'wan'bian 世事年来千万变
'shi'shi'yi'chang'da'meng 世事一场大梦
'shi'tan'chun'qing 试探春情
'shi'tao'lao'ren'zhi'ci'ying'yi'xiao 石涛老人知此应一笑
'shi'tian'xiao'tiao'ye 是天萧条耶
'shi'ting'hui'wai'san'liang'xian 试听徽外三两弦
'shi'tou'cheng'xia 石头城下
'shi'wan'ba'qian'li 十万八千里
'shi'wei'jue'jiang 是谓倔强
'shi'wen'dang'lu'ren'zai'fou 试问当垆人在否
'shi'wen'fu'bo'san'wan'yu 试问伏波三万语
'shi'wen'jiang'nan'zhu'ban'lv 试问江南诸伴侣
'shi'wen'ling'nan'ying'bu'hao 试问岭南应不好
'shi'wen'qing'you'shou 试问清游首
'shi'wen'ye'ru'he 试问夜如何
'shi'wo'yi'qi'mi 是我意凄迷
'shi'wu'nian'jian'zhen'meng'li 十五年间真梦里
'shi'xia'ling'xiao'bai'chi'ying 时下凌霄百尺英
'shi'xin'ru'gui'mi'ru'zhu 湿薪如桂米如珠
'shi'you'he'fang 试又何妨
'shi'yu'shai'yu'suo 时与晒渔蓑
'shi'yu'shan 拭余潸
'shi'zhi'hua'dao'bu'ke'wu 始知画道不可侮
'shi'zhi'lu'chun'sun'xian'chang 十指露春笋纤长
'shi'zhong'huo 石中火
'shi'zhu'lai'yi'xiao 试著莱衣小
'shou'ba'mei'hua 手把梅花
'shou'hong'bing'wan'ou 手红冰碗藕
'shou'lei'chang'yang'guan 收泪唱阳关
'shou'nian'hua'zhi 手捻花枝
'shou'nong'sheng'xiao'bai'tuan'shan 手弄生绡白团扇
'shou'xiang'cheng'xia'zi'ran'lang 受降城下紫髯郎
'shou'yuan'hu'bao'shi'zi'wu 兽园虎豹狮子舞
'shou'zheng'bu'e 守正不阿
'shou'zhong'tang'qian'tao'li 手种堂前桃李
'shu'feng'qing 数峰青
'shu'ke'dao'jiang'nan 蜀客到江南
'shu'li'xiang'ming'bian 数里响鸣鞭
'shu'long'qing 暑笼晴
'shu'ri'bu'lai 数日不来
'shu'ying'wei'xiang 疏影微香
'shu'yong'zi'fang 疏慵自放
'shu'yu'guo 疏雨过
'shuai'bing'shao'cong 衰病少悰
'shuang'bin'bu'xu'cui'wo'lao 霜鬓不须催我老
'shuang'bin'zhen'kan'cha'ju'shuang 霜鬓真堪插拒霜
'shuang'fu'fei'qu'ren'qian'li 双凫飞去人千里
'shuang'gan'ku'nan'shuang 霜干苦难双
'shuang'ge'ba 双歌罢
'shuang'he'ye 双荷叶
'shuang'he'ye'shuang'xi'yue 双荷叶双溪月
'shuang'hua'bu'xiang'bie'ren'kai 双花不向别人开
'shuang'huan'lv'zhui 双鬟绿坠
'shuang'jiang'hong'jing 双桨鸿惊
'shuang'jiang'shui'hen'shou 霜降水痕收
'shuang'long'dui'qi 双龙对起
'shuang'miao'yi'feng'shang'zai 双庙遗风尚在
'shuang'pin'xiang'mei'wan'ru'jian 双颦相媚弯如剪
'shuang'que'fei'lai'zheng'zao'wan 双鹊飞来争噪晚
'shuang'ru'liang'wang'gu'yuan 霜入梁王故苑
'shuang'ting'an'wu'yue'juan'juan 霜庭按舞月娟娟
'shuang'xi'leng 霜溪冷
'shuang'xi'yue 双溪月
'shuang'ye'wei'shuai'chui'wei'luo 霜叶未衰吹未落
'shuang'yu'yi'shi'chang'huai'kuo 霜余已失长淮阔
'shui'bian'zhu'hu 水边朱户
'shui'bu'qian'jun'gui 谁不遣君归
'shui'dan 谁弹
'shui'dao'dong'yang'dou'shou'sun 谁道东阳都瘦损
'shui'dao'lian'li 谁道连理
'shui'dao'ren'sheng'wu'zai'shao 谁道人生无再少
'shui'de'si 谁得似
'shui'dian'feng'lai'an'xiang'man 水殿风来暗香满
'shui'diao'ge'gui'qu 水调歌归去
'shui'diao'ge'tou'an'shi'zai'dong'hai 水调歌头安石在东海
'shui'diao'ge'tou'luo'ri'xiu'lian'juan 水调歌头落日绣帘卷
'shui'diao'ge'tou'ming'yue'ji'shi'you 水调歌头明月几时有
'shui'diao'ge'tou'ni'ni'er'nv'yu 水调歌头昵昵儿女语
'shui'diao'shui'jia'chang 水调谁家唱
'shui'dong'liu 水东流
'shui'duo'gu'mi 水多菰米
'shui'feng'qing 水风清
'shui'gan'zheng'xian'jin 谁敢争先进
'shui'gou'he'ceng'xiang'shou 水垢何曾相受
'shui'guang'dou'yan'jing 水光都眼净
'shui'han'kong 水涵空
'shui'jia'qu 谁家去
'shui'jia'shui'diao'chang'ge'tou 谁家水调唱歌头
'shui'jia'zhu'jian'yi'cun'xiang 谁家煮茧一村香
'shui'jian'jin'si'nong'qing'zhou 谁见金丝弄晴昼
'shui'jian'you'ren'du'wang'lai 谁见幽人独往来
'shui'jiao'feng'jian'zai'chen'ai 谁教风鉴在尘埃
'shui'jing'gong'li 水晶宫里
'shui'jing'pan'ying'yu'lin'cheng 水晶盘莹玉鳞赪
'shui'jing'yan 水晶盐
'shui'ke'yu'tong 谁可与同
'shui'lian'fang'cao'yue'lian'yun 水连芳草月连云
'shui'lian'ji'zi'bi'diao'qiu 谁怜季子敝貂裘
'shui'lian'tian 水连天
'shui'liu 谁留
'shui'long'yin'gu'lai'yun'hai'mang'mang 水龙吟古来云海茫茫
'shui'long'yin'lu'han'yan'leng'jian'jia'lao 水龙吟露寒烟冷蒹葭老
'shui'long'yin'si'hua'hai'si'fei'hua 水龙吟似花还似非花
'shui'long'yin'xiao'gou'dong'jie'chang'jiang 水龙吟小沟东接长江
'shui'long'yin'xiao'zhou'heng'zai'chun'jiang 水龙吟小舟横载春江
'shui'long'yin'zeng'zhao'hui'zhi'chui'di'shi'er 水龙吟赠赵晦之吹笛侍儿
'shui'mian'wang'yang 水面汪洋
'shui'neng'jie'zhu 谁能借箸
'shui'nian'ying'sun'xiang'wang 谁念萦损襄王
'shui'pa 谁怕
'shui'qi'hua'tang 睡起画堂
'shui'qi'jiu'lan'hua'xie 睡起酒阑花谢
'shui'qi'yi'qian'chong 睡起意谦冲
'shui'ruo'you'shui'qiang 谁弱又谁强
'shui'shi'cai'ji'xian 谁识蔡姬贤
'shui'si'dong'po'lao 谁似东坡老
'shui'si'lin'ping'shan'shang'ta 谁似临平山上塔
'shui'si'wo 谁似我
'shui'tian'qing'ying'zhan'bo'ping 水天清影湛波平
'shui'ting'wan'ya'wu'ge'shi 睡听晚衙无个事
'shui'wei'gu'jin'ge 谁谓古今隔
'shui'xiang'qing'xiao'jin 谁向青霄近
'shui'xin'dao'xie'er'en'ai 谁信道些儿恩爱
'shui'you'shi'er'hui'chuan 水有时而回川
'shui'yun'jian 水云间
'shui'yun'xian'yi'yang'shuang'fu 水云先已漾双凫
'shui'zhi'ba'xia'lu 谁知巴峡路
'shui'zuo'huan'yi'san'nong 谁作桓伊三弄
'shun'feng'huan'pei'guo'qin'lou 顺风环佩过秦楼
'shun'kou'shuo'he'zong 顺口说合纵
'shuo'duan'lun'chang 说短论长
'shuo'yu'xian'zhi 说与贤知
'si'ci'qu'qu'zhang'xian'huan 似此区区长鲜欢
'si'da'cong'lai'dou'bian'man 四大从来都遍满
'si'dou'chan'juan 似斗婵娟
'si'er'lu'chu'lai'ju'shao'nian 似二陆初来俱少年
'si'gu'ren'xian'shou 似古人贤守
'si'hua'hai'si'fei'hua 似花还似非花
'si'hua'yan 肆华筵
'si'jia'ren'jian'he'ming'guang 似佳人兼合明光
'si'jun'xu'xiang'gu'ren'qiu 似君须向古人求
'si'kong'jian'guan 司空见惯
'si'kong'zi'lai'jian'guan 司空自来见惯
'si'liang 思量
'si'liang'hao'shi'nan'xie 思量好事难谐
'si'liang'que'shi 思量却是
'si'mian'chui'yang'shi'li'he 四面垂杨十里荷
'si'qiao'jin'shi 四桥尽是
'si'shi'liu'nian'yu'yi'si 四十六年余一死
'si'shi'san'nian'ru'dian'mo 四十三年如电抹
'si'wan'wan'ren'qi'dao'li 四万万人齐蹈厉
'si'weng'wu'sui'nian 思翁无岁年
'si'wu'yan'you'yi'cui'nong 似无言有意催侬
'si'xuan'mian'xiang'bi 似轩冕相逼
'si'yong'he'jie 似永和节
'si'yu'shi'ren'shu'lue 似与世人疏略
'si'yun'shou'chu'xia 似云收楚峡
'si'zhe'ru'shan'dui 死者如山堆
'si'zhi 四支
'si'zhi'jiu'qing 四至九卿
'si'zhu'huan'li'chou 丝竹缓离愁
'song'jian'sha'lu'jing'wu'ni 松间沙路净无泥
'song'jun'he'chu'gu'tai'xi 送君何处古台西
'song'ke'gui'lai'deng'huo'jin 送客归来灯火尽
'song'ting'ren'qiao 讼庭人悄
'song'xing'dan'yue'wei'yun 送行淡月微云
'sou'sou 飕飕
'su'e'jin'ye 素娥今夜
'su'er'zhi'zhi'fan'shou'bu'xu'dan 俗耳只知繁手不须弹
'su'mian'chang'xian'fen'yuan 素面常嫌粉涴
'su'mu'zhe'yong'xuan'xian'tu 苏幕遮咏选仙图
'su'su'wu'feng'hua'zi'duo 簌簌无风花自堕
'su'su'yi'jin'luo'zao'hua 簌簌衣巾落枣花
'su'zhong'qing'hai'tang'zhu'zhui'yi'chong'chong 诉衷情海棠珠缀一重重
'su'zhong'qing'qian'tang'feng'jing'gu'jin'qi 诉衷情钱塘风景古今奇
'su'zhong'qing'xiao'lian'chu'shang'pi'pa'xian 诉衷情小莲初上琵琶弦
'su'zi'lou'tou'qiu'se'yin 苏子楼头秋色殷
'suan'dang'nian'xu'lao'yan'ling 算当年虚老严陵
'suan'lai'zhe'shen'gan'mang 算来着甚干忙
'suan'shi'ren'xiang'de 算诗人相得
'suan'si'ci'jia'ming 算似此佳名
'suan'ying'fu'ni 算应负你
'suan'ying'wu'hen 算应无恨
'suan'zhi'jun'yu'chang'jiang 算只君与长江
'sui'bao'wen'zhang 虽抱文章
'sui'di'san'yue'shui'rong'rong 隋堤三月水溶溶
'sui'fei'wu'tu'qie'deng'lou 虽非吾土且登楼
'sui'han'song'bai'ken'jing'qiu 岁寒松柏肯惊秋
'sui'jun'qu 随君去
'sui'ke'ai 虽可爱
'sui'sui'deng'gao 岁岁登高
'sui'sui'nian'nian 岁岁年年
'sui'yuan'zhong'lian'he'chu 邃院重帘何处
'sui'yue'ru'suo 岁月如梭
'sui'yun'mu 岁云暮
'sun'wu'kong 孙悟空
'suo'ru'nan'ke'gong'gao'chu 所入难可供缟楮
'suo'yi'wu 蓑衣舞
'ta'nian'jing'guo'jiu 他年京国酒
'ta'nian'tao'li'a'shui'zai 他年桃李阿谁栽
'ta'san'fang'ying'luo'jiu'zhi 蹋散芳英落酒卮
'ta'shi'yi'zui'hua'tang'qian 他时一醉画堂前
'tai'shou'li'neng'shi 太守例能诗
'tai'yin'zhan'yun'mu'gao'zhang 苔茵展云幕高张
'tan'duo'wu'bo'cheng'cai'hua 贪多鹜博骋才华
'tan'mang'he'chu'zhui'you 贪忙何处追游
'tan'xi'zhong'ju 叹隙中驹
'tan'xiao'jian 谈笑间
'tan'zhi'lei'he'sheng 弹指泪和声
'tang'fa'yun'yu'yan'bai 汤发云腴酽白
'tang'fan'zhen 唐藩镇
'tang'mu'xu'ming'jun 汤沐须名郡
'tang'qian'yi'shu'chun 堂前一树春
'tang'tang'jiang'hai'chao 堂堂江海潮
'tao'hua'liu'shui'gui'yu'fei 桃花流水鳜鱼肥
'tao'jiang'yan'zhu'yi'shi'wu 涛江烟渚一时无
'tao'li'chu'hong'po 桃李初红破
'tao'li'xi'bian'zhu'hua'lun 桃李溪边驻画轮
'tao'ran'you'dan'piao 陶然友箪瓢
'tao'yuan'yi'gu'ren'hua'xu'meng'duan'ren'he'chu 桃源忆故人华胥梦断人何处
'te'gu'teng'teng'de 特故腾腾地
'ti'hu'xian'ming'ke'nai'he 鹈鹕先鸣可奈何
'ti'liu'hai'su'shan'shui'hua 题刘海粟山水画
'ti'liu'qing'ying'qian'wan'tai 体柳轻盈千万态
'ti'ren'jiao'xi'bang'zhi 殢人娇戏邦直
'ti'ren'jiao'xiao'wang'du'wei'xi'shang'zeng'shi'ren 殢人娇小王都尉席上赠侍人
'ti'ren'jiao'zeng'zhao'yun 殢人娇赠朝云
'ti'shi'qian'shou 题诗千首
'ti'zhu'you'bin 殢主尤宾
'tian'chui'yun'zhong'zuo'chun'yin 天垂云重作春阴
'tian'feng'chui 天风吹
'tian'gong'wei'xia'man'tuo'yu 天公为下曼陀雨
'tian'han'jiu'se'zhuan'tou'wu 天寒酒色转头无
'tian'ji'hong'shen'qian 天际红深浅
'tian'jiao'fen'fu'dian'su'niang 天教分付点酥娘
'tian'jiao'fu'zi'xiu'qiao'mu 天教夫子休乔木
'tian'lian'hao'jun'yao'jin'wan 天怜豪俊腰金晚
'tian'mo'shan'heng 天末山横
'tian'nv'ting'suo 天女停梭
'tian'qi'shang'qing'he 天气尚清和
'tian'qi'wu'qing 天岂无情
'tian'qi'zha'liang'ren'ji'mo 天气乍凉人寂寞
'tian'ran'de 天然地
'tian'ran'zhai'yuan 天然宅院
'tian'sun'shu'xi'lou 天孙梳洗楼
'tian'tai'jiu'lu 天台旧路
'tian'wai'zheng'hong'liao'li 天外征鸿寥唳
'tian'xian'wei'bi'xiang'si 天仙未必相思
'tian'xian'zi'zou'ma'tan'hua'hua'fa'wei 天仙子走马探花花发未
'tian'xiang'ran'mei 天香染袂
'tian'ya'he'chu'wu'fang'cao 天涯何处无芳草
'tian'ya'juan'ke 天涯倦客
'tian'ya'liu'luo'si'wu'qiong 天涯流落思无穷
'tian'ya'ta'jin'hong'chen 天涯踏尽红尘
'tian'ya'tong'shi'shang'lun'luo 天涯同是伤沦落
'tian'ye'jie'duo'qing'liu'ke 天也解多情留客
'tian'yi'jian 天易见
'tian'yu'hua'gong'zhi 天与化工知
'tian'yuan'xi'yang'duo 天远夕阳多
'tian'zhen'ya'li 天真雅丽
'tiao'xiao'ling'gui'yan 调笑令归雁
'tiao'xiao'ling'xiao'wei'ying'wu'ti 调笑令效韦应物体
'tie'lu'zhi'pang'xi 铁路之旁兮
'ting'bei'qie'ting'pi'pa'yu 停杯且听琵琶语
'ting'can'fang'gu'chi'chu 停骖访古踟蹰
'ting'cao'yao'feng'lv 庭草摇风绿
'ting'de'ying'ti'hong'shu 听得莺啼红树
'ting'guan'jing 庭馆静
'ting'hu'wu'sheng 庭户无声
'ting'ting 亭亭
'ting'xia'shui'lian'kong 亭下水连空
'ting'zhou'pin'lao'xiang'feng'du 汀洲蘋老香风度
'tong'xin'tong'de'yi'rong'yi 同心同德一戎衣
'tong'xue'shao'nian'duo'bu'jing 同学少年多不竞
'tong'yin'cong'lai'bie'you'chang 痛饮从来别有肠
'tong'yin'you'neng'shi 痛饮又能诗
'tong'zao'yang'jiu'e 同遭阳九厄
'tong'zuo'fei'suo'zhi 同作飞梭掷
'tou'bi'jiang'jun'yin'xiao'wo 投笔将军因笑我
'tou'chuan'gong'yang'wen 偷穿宫样稳
'tou'ti'zi'wen 偷啼自揾
'tou'wei'ji'di 投未及地
'tou'ying'bai 头应白
'tu'cheng'yi'bai'you'ba'hu 图成一百有八虎
'tu'de'jian'shi'shuo 图得见时说
'tu'xiang'mo'xi'lian'cheng'bu 涂香莫惜莲承步
'tuan'shan'bu'kan'ti'wang'shi 团扇不堪题往事
'tui'shou'cong'gui'qu 推手从归去
'tui'zhen'wang'ran'bu'jian 推枕惘然不见
'tuo'jun'shi'ju'ming'tong 托君诗句名通
'tuo'shen'qi'tai'dai 托身期泰岱
'wan'can'zhi'hou'xi 晚餐之后兮
'wan'chong'qian'die 万重千叠
'wan'chong'yun'wai 万重云外
'wan'dian'qian'hang 万点千行
'wan'gu'bu'neng'hui 万古不能灰
'wan'hu'jing'jian'xin'mo 晚湖净鉴新磨
'wan'hui'shuang'bin'mo'jiao'xiu 挽回霜鬓莫教休
'wan'jia'you'shang'shang'chun'tai 万家游赏上春台
'wan'jing'luo'qiong'bei 晚景落琼杯
'wan'ju'hua'qian'lian'cui'e 晚菊花前敛翠蛾
'wan'lai'ming'yue'he'yin'zhu 晚来明月和银烛
'wan'lai'qing'wei 晚来情味
'wan'lai'shou'sheng'tian'di'jing 万籁收声天地静
'wan'li'gui'lai'yan'yu'shao 万里归来颜愈少
'wan'li'gui'xin'du'shang'lai 万里归心独上来
'wan'li'jia'zai'min'e 万里家在岷峨
'wan'li'jiang'tuo'han'yang 万里江沱汉漾
'wan'li'yan'lang'yun'fan 万里烟浪云帆
'wan'liang'xin'yu 晚凉新浴
'wan'qi'diao'ying 纨绮貂缨
'wan'qing'feng'tao'bu'ji'su 万顷风涛不记苏
'wan'qing'pu'tao'zhang'lu'pei 万顷蒲萄涨渌醅
'wan'qing'tai'xie'zeng'ming'mei 晚晴台榭增明媚
'wan'ruo'di'suo'jun'tian 宛若帝所钧天
'wan'shi'cong'lai'feng'guo'er 万事从来风过耳
'wan'shi'dao'tou'dou'shi'meng 万事到头都是梦
'wan'shi'qing'cong'wei'shi'er 万事请从隗始耳
'wan'wan'qian'qian'lv 万万千千缕
'wan'xia'ming 晚霞明
'wan'yan'shou 晚烟收
'wan'yun'xian 晚云闲
'wan'zhuang'xin 晚妆新
'wang'chang'an'lu 望长安路
'wang'chang'qiao'shang 望长桥上
'wang'chuan'tu'shang'kan'chun'mu 辋川图上看春暮
'wang'duan'bi'yun'kong'ri'mu 望断碧云空日暮
'wang'duan'gao'tang'lu 望断高唐路
'wang'duan'gu'yuan'xin'yan 望断故园心眼
'wang'hu'lou'shang'an'xiang'piao 望湖楼上暗香飘
'wang'jiang'nan'chao'ran'tai'zuo 望江南超然台作
'wang'jiang'nan'chun'yi'lao 望江南春已老
'wang'jiao'ren'meng'duan'yao'tai'qu 枉教人梦断瑶台曲
'wang'que'cheng'du'lai'shi'zai 忘却成都来十载
'wang'shi'qian'duan 往事千端
'wang'zhong'yan'shu'li'li 望中烟树历历
'wang'zhong'yi'shi'qin'huai 望中疑是秦淮
'wei'ai'ri'gao'mian 惟爱日高眠
'wei'ai'zhuo'wen'jun 惟爱卓文君
'wei'bao'qing'cheng'sui'tai'shou 为报倾城随太守
'wei'bo'xian'ni'ren 微波先泥人
'wei'dao'bie'lai'xin'yu'xu 为道别来心与绪
'wei'dong'gong'shang'yi'yi'chuan 未动宫商意已传
'wei'gong'shao'zhi 为公少止
'wei'he'mu'zi'zao'qian'liu 为何母子遭虔刘
'wei'hua'xiao'se 苇花萧瑟
'wei'huo'yuan'xun'hou 卫霍元勋后
'wei'jian'shi'liu'xin'rui'yi'zhi'kai 惟见石榴新蕊一枝开
'wei'jie'jiang'xin'zhi'xia'chuan 未解将心指下传
'wei'jie'zhuang'sheng'tian'lai 未解庄生天籁
'wei'jin'yi'zun'xian'yan'lei 未尽一尊先掩泪
'wei'jiu'ke'wang'you 惟酒可忘忧
'wei'juan'chang'qing'you 未倦长卿游
'wei'jue'shuang'pao'leng 惟觉霜袍冷
'wei'lang'qiao'cui'que'xiu'lang 为郎憔悴却羞郎
'wei'leng 微冷
'wei'man'san'zhao'yi'shi'niu 未满三朝已食牛
'wei'mi'zhe'yao 为米折腰
'wei'mo'wu'ji 维摩无疾
'wei'ping'wai'zu'xian 韦平外族贤
'wei'qian'qing'zun'kong'bei'hai 未遣清尊空北海
'wei'qing'shen'xian'pa'duan'tou'yan 为情深嫌怕断头烟
'wei'ren'xu'zheng'di'yi'liu 为人须争第一流
'wei'shi'jun'xi'jin 为使君洗尽
'wei'shui'an 为谁安
'wei'shui'tian 为谁甜
'wei'shui'ying 为谁迎
'wei'shuo'xiang'si 为说相思
'wei'wei'da'zai'yao 巍巍大哉尧
'wei'wen'dong'feng'yu'ji'xu 为问东风余几许
'wei'wen'zan'tan'zhi'sheng'xuan 惟闻赞叹之声喧
'wei'weng'zui'zhong'zhi'qi'tian 惟翁醉中知其天
'wei'wo'liu'lian 为我留连
'wei'wo'xi'gu 为我西顾
'wei'wo'zhan'yi 为我沾衣
'wei'wu'xin'qu'liu'shui'ji 委吾心去留谁计
'wei'xi'he'dan'lao 为牺何惮劳
'wei'xiang'dong'po'chuan'yu 为向东坡传语
'wei'xiang'qing'lou'xun'jiu'shi 为向青楼寻旧事
'wei'xiao 微笑
'wei'xin'ci'qing'nan'xi'ban 未信此情难系绊
'wei'xiong'jia'meng 惟熊佳梦
'wei'yin'ba 微吟罢
'wei'ying'chun'ge'meng'duo'qing 未应春阁梦多情
'wei'you'jia'ren 惟有佳人
'wei'you'lei'qian'hang 惟有泪千行
'wei'you'luo'hua'fang'cao'duan'ren'chang 惟有落花芳草断人肠
'wei'you'xi'hu'bo'di'yue 惟有西湖波底月
'wei'you'xie'fu'ren 惟有谢夫人
'wei'you'yi'jiang'ming'yue'bi'liu'li 惟有一江明月碧琉璃
'wei'you'you'si'qian'zhang'niao'qing'kong 惟有游丝千丈袅晴空
'wei'yu'guo 微雨过
'wei'yu'hao'tan 为余浩叹
'wei'yu'ru'su 微雨如酥
'wei'yu'xian'yan 未语先咽
'wei'zhu'ai'xian 危柱哀弦
'wei'zhuan'tou'shi'jie'meng 未转头时皆梦
'wen'chou'he'chu'lai 问愁何处来
'wen'ci'hua'zao'zhuang'shan'hai 文辞华藻壮山海
'wen'dao'cheng'xi 闻道城西
'wen'dao'fen'si'kuang'yu'shi 闻道分司狂御史
'wen'dao'ling'nan'tai'shou 闻道岭南太守
'wen'dao'shuang'xian'feng'dai 闻道双衔凤带
'wen'dao'si'zhou'gu'xian 闻道司州古县
'wen'feng'dao'leng'hui 温风到冷灰
'wen'gong'he'shi 问公何事
'wen'he'shi'ren'jian 问何事人间
'wen'jiu'qu 闻旧曲
'wen'jun'xu'zhi'fou 文君婿知否
'wen'jun'zhong'ri 问君终日
'wen'ke'hua'ci'yi'duo'shi 问客画此已多时
'wen'ke'su'ba'fei'xu'heng 闻客诉罢费盱衡
'wen'qian'tang'jiang'shang 问钱塘江上
'wen'qiu'chang'sun'qi 问囚长损气
'wen'rou 温柔
'wen'ru'sheng'he'ru'he'rong 问儒生何辱何荣
'wen'wei'shui'jian'dong 问为谁减动
'wen'wo'he'nian 问我何年
'wen'wo'he'nian'gui'dei'qu 问我何年归得去
'wen'wu'jiu 问无酒
'wen'xiang'qian'you'you'ji'duo'chun 问向前犹有几多春
'wen'xiang'shu'mei 温香熟美
'wen'yan'dou'ye'ji'shi'huang 问言豆叶几时黄
'wen'yu'he'suo'ai 问余何所爱
'wen'yun'he'chu'zui'hua'duo 问云何处最花多
'weng'jin'wei'fei'xian 翁今为飞仙
'wo'bei'qing'zhong 我辈情钟
'wo'di'li'ling'shi'jiu'xian'xiong'nu 我弟李陵失救陷匈奴
'wo'du'he'ren 我独何人
'wo'fu'si'yu'chou 我父死于仇
'wo'ge'jun'luan 我歌君乱
'wo'hen'bu'yu'yin'ru'xue'qi'ru'tou 我恨不欲饮汝血漆汝头
'wo'hong'dui'bi 卧红堆碧
'wo'jiao'xu'ming 蜗角虚名
'wo'jin'wang'wo'jian'wang'shi 我今忘我兼忘世
'wo'jin'wu'shi'jun'nian'wu 我今五十君廿五
'wo'kan'cui'bi'hong'lou'qi 卧看翠壁红楼起
'wo'meng'pian'zhou'fu'zhen'ze 我梦扁舟浮震泽
'wo'quan'ran'zhang'gui'qu'hao 我劝髯张归去好
'wo'shi'feng'liu'shuai 我是风流帅
'wo'shi'shi'jian'xian'ke'ci'xian'xing 我是世间閒客此閒行
'wo'si'jun'chu'jun'si'wo 我思君处君思我
'wo'wei'jian'wai'si'gui'ke 我为剑外思归客
'wo'wei'wen'zhang'jun'zuo'hua 我为文章君作画
'wo'wu'ru'deng'er 我误汝等耳
'wo'ye'feng'chang'zuo'xi'mo'xiang'yi 我也逢场作戏莫相疑
'wo'yi'duo'qing'wu'nai'jiu'lan'shi 我亦多情无奈酒阑时
'wo'yi'shi'xing'ren 我亦是行人
'wo'yi'wei'jun'de'zui 我已为君德醉
'wo'yi'wu'chang'duan 我已无肠断
'wo'ying'gui'qu'dan'quan'shi 我应归去耽泉石
'wo'yu'cheng'feng'gui'qu 我欲乘风归去
'wo'yu'duo'zhi'zeng'bi'shu 我欲掇之赠彼姝
'wo'yu'shi'jun'jie'bai'shou 我与使君皆白首
'wo'yu'zi'jie'hai'bu'gan 我欲自嗟还不敢
'wo'yu'zui'mian'fang'cao 我欲醉眠芳草
'wo'zi'han'liu'ya'qi 我自汗流呀气
'wo'zi'shu'kuang'yi'qu 我自疏狂异趣
'wo'zu'si'yu'shi 我祖死于是
'wo'zui'ge'shi'jun'he 我醉歌时君和
'wo'zui'pai'shou'kuang'ge 我醉拍手狂歌
'wo'zuo'dong'xiao'jun'zuo'shou 我作洞霄君作守
'wu'ba'yu'long'yun'hai'wan 舞罢鱼龙云海晚
'wu'bing'huo'ran'wang'suo'ku 吾病霍然忘所苦
