'ai'ba'jiu 爱把酒
'you'he'shi'cui'shi'yu'ji 又何事催诗雨急
'you'he'xu'you'fen'cai'shi 又何须幽愤裁诗
'you'he'zhi'ting'yu 有鹤止庭隅
'you'ji'ge'sheng'ge'wan'sui 有几个笙歌晚岁
'you'ji'hong'qi'qing'ye 犹记红旗清夜
'you'jian'shu'zhi'yue'xia'mei 又见疏枝月下梅
'you'jiang'you'gan'si'wen 又将有感斯文
'you'jiao'mang 又教忙
'you'jiu'wang'bei 有酒忘杯
'you'jiu'ying'zun 有酒盈尊
'you'ke'can'luan'bing'feng 有客骖鸾并凤
'you'ke'lai'guan'du'de'ji 有客来观杜德机
'you'ke'shu'lai 有客书来
'you'ke'wen'hong'he 有客问洪河
'you'lai'zhi'le 由来至乐
'you'li'hua'ru'xue 有梨花如雪
'you'mei'ren'ke'yu 有美人可语
'you'pa'ge'jiang'nan'hua'luo 又怕个江南花落
'you'pan'le'yi'chang'xiao'shou 又拚了一场消瘦
'you'piao'bo 又飘泊
'you'que'guai'xian'sheng'duo'qu 又却怪先生多取
'you'ran'hu'jian 悠然忽见
'you'ran'qian'gu 悠然千古
'you'ran'zheng'xu'liang'zi 悠然政须两字
'you'ren'meng'duan'guan'he 有人梦断关河
'you'ren'yi'yang'ru'ming'guang 有人依样入明光
'you'ren'zhan'que'yan'zhong'wu 游人占却岩中屋
'you'ren'zhi 有人知
'you'shi'qi'ma'qu 有时骑马去
'you'shi'shang'shan'hao 又识商山皓
'you'shi'sui'wu'gong'fang'ru'xiang 又十岁武公方入相
'you'shi'yu'lun'shui'gong 幽事欲论谁共
'you'shi'zui'li'huan'qing'qing 有时醉里唤卿卿
'you'shou'bei 右手杯
'you'shou'lin'lang'cai'you'yong 右手淋浪才有用
'you'shou'xie'ming'yue 右手挟明月
'you'shu'hui'zhi'bai'mu 又树蕙之百亩
'you'shui'lai'gong'ting'chan'chan 有谁来共听潺潺
'you'shuo'yu'yang'qi'yi 又说于羊弃意
'you'si'feng'liu'jing'zhang'guan 又似风流靖长官
'you'si'shen'dong'yang 又似沈东阳
'you'si'zhu'lin'kuang 又似竹林狂
'you'tan'gong'tan'ming'zhe'wu 有谈功谈名者舞
'you'tong'dui'ying'ming'yue 有同对影明月
'you'wang'gu'ru'yun 有网罟如云
'you'wu'neng'ji 有无能几
'you'wu'yi'li'shui'cha'bie 有无一理谁差别
'you'wu'yin'xin'jing'nian 又无音信经年
'you'xi'chen 又西沉
'you'xiao'ge'jin'ling'qu 又小舸金陵去
'you'xie'xie 又斜斜
'you'xin'qiao'qiao 忧心悄悄
'you'xin'xiong'tai'hua 有心雄泰华
'you'yao'yan'miao'dao 有要言妙道
'you'you 悠悠
'you'you'dang'nian'biao'ge 犹有当年标格
'you'you'dao'ying 悠悠倒影
'you'you'jin'gu'shi 悠悠今古事
'you'you'wan'shi'gong 悠悠万世功
'you'you'xing'fei'bu'guan'xin 悠悠兴废不关心
'you'yu'wei'shan'ji 又欲为山计
'you'zheng'ru'tian'ren'you'xin 又争如天人有信
'yu'ban'ju 玉版局
'yu'bian'wang'yan'dang'nian'yi 欲辨忘言当年意
'yu'bian'yi'chun'xiu 雨便一春休
'yu'chan'feng'zhou 雨僝风僽
'yu'chun'yue'shu'fen'ming 与春约束分明
'yu'ci'li 喻此理
'yu'da'feng'chui'qu 雨打风吹去
'yu'dian'he'xu'nong'qu 玉殿何须侬去
'yu'dian'qiong'lou 玉殿琼楼
'yu'gao'fu 馀膏馥
'yu'ge'hai'zhi 欲歌还止
'yu'gong'chou'wei 与公臭味
'yu'gui'wei'de 欲归未得
'yu'guo'que'xun'gui'lu'chu 雨过却寻归路处
'yu'he 遇合
'yu'hu'die'gui'jian'ou'ran'hun'si 玉蝴蝶贵贱偶然浑似
'yu'hu'die'zhui'bie'du'shu'gao 玉蝴蝶追别杜叔高
'yu'hua'tong'cao'mu 与花同草木
'yu'ji'shou'ruo 玉肌瘦弱
'yu'ji'zhi'zuo'bie'chu 与济之作别处
'yu'ji'zi'lan'jiu'wan 余既滋兰九畹
'yu'jia'ao'feng'yue'xiao'zhai'mo'hua'fang 渔家傲风月小斋模画舫
'yu'jie'sheng 玉阶升
'yu'jie'zhi'xia'yan'yan'li 玉阶之下岩岩立
'yu'jin'xi'shui 于今喜睡
'yu'jun'ming'zi'qian'lian 与君名字牵连
'yu'jun'yu'fu'xi'lou'yue 与君欲赴西楼约
'yu'ke'chao'can'yi'xiao 与客朝餐一笑
'yu'ke'xie'hu'lian'ye'yin 与客携壶连夜饮
'yu'ke'xie'hu'qie'zui 与客携壶且醉
'yu'lang'jin'du'zui'qing'zhen 庾郎襟度最清真
'yu'li'jin'zhao'tui'wu'ji 玉历今朝推戊己
'yu'long'can 鱼龙惨
'yu'lou'chun'feng'qian'yu'quan'chun'guang'zhu 玉楼春风前欲劝春光住
'yu'lou'chun'he'ren'ban'ye'tui'shan'qu 玉楼春何人半夜推山去
'yu'lou'chun'jiang'tou'yi'dai'xie'yang'shu 玉楼春江头一带斜阳树
'yu'lou'chun'jun'ru'jiu'yun'tai'nian'zhan 玉楼春君如九酝台黏盏
'yu'lou'chun'ke'lai'di'shi'feng'ying'wan 玉楼春客来底事逢迎晚
'yu'lou'chun'kuang'ge'ji'sui'cun'lao'zhan 玉楼春狂歌击碎村醪盏
'yu'lou'chun'pi'pa'ting'pan'duo'fang'cao 玉楼春琵琶亭畔多芳草
'yu'lou'chun'qing'shan'bu'jie'cheng'yun'qu 玉楼春青山不解乘云去
'yu'lou'chun'ren'jian'fan'fu'cheng'yun'yu 玉楼春人间反复成云雨
'yu'lou'chun'san'san'liang'liang'shui'jia'nv 玉楼春三三两两谁家女
'yu'lou'chun'shan'xing'ri'ri'fang'feng'yu 玉楼春山行日日妨风雨
'yu'lou'chun'shao'nian'cai'ba'sheng'ge'zhan 玉楼春少年才把笙歌盏
'yu'lou'chun'shou'qiong'juan'zuo'deng'gao'qu 玉楼春瘦筇倦作登高去
'yu'lou'chun'wu'xin'yun'zi'lai'hai'qu 玉楼春无心云自来还去
'yu'lou'chun'you'wu'yi'li'shui'cha'bie 玉楼春有无一理谁差别
'yu'ma'huai 余马怀
'yu'mei'ren'dang'nian'de'yi'ru'fang'cao 虞美人当年得意如芳草
'yu'pan'yu'yang'xian'cheng 玉盘盂样先呈
'yu'pei'yi'kong'kuo 玉佩揖空阔
'yu'qian'xi'feng 欲倩西风
'yu'ren'jin'ye'xiang'si'bu 玉人今夜相思不
'yu'ru'cheng'yan 与汝成言
'yu'shang'gao'lou'qu'bi'chou 欲上高楼去避愁
'yu'shi'hai'wang'shui 鱼适还忘水
'yu'shi'yan'he'bo'xin'ran'xi 于是焉河伯欣然喜
'yu'tang'yuan'zi'yao'lun'si 玉堂元自要论思
'yu'ting'gong'yan 欲听公言
'yu'tuo'chang'xie'cai'bi'xing 玉唾长携彩笔行
'yu'wang'he'cong 欲往何从
'yu'wei'lan 玉为栏
'yu'wei'rong 玉为容
'yu'wu'hai'lian'shan'xiu'duan 欲舞还怜衫袖短
'yu'xia'qian'xi'qu 欲下前溪去
'yu'xian'qing'zhai 玉纤轻摘
'yu'yan'gong 语言工
'yu'yang'pi'gu'bian'feng'ji 渔阳鼙鼓边风急
'yu'yi'qi'zhi 于蚁弃知
'yu'you'chong'tong 羽又重瞳
'yu'zhang'cong'cong 玉帐匆匆
'yu'zhe'yun'hu 雨者云乎
'yu'zhi'wei'ji'zi'yan'zhi 鱼之为计子焉知
'yu'zhong'ge'xi'meng'jue 欲重歌兮梦觉
'yu'zhong'hua'man'jiu'yu'chang'lai 雨中花慢旧雨常来
'yu'zhong'hua'man'ma'shang'san'nian 雨中花慢马上三年
'yu'zhong'yin 欲重吟
'yu'zhong'zai 雨中栽
'yu'zi'ru'shen'yuan 鱼自入深渊
'yuan'fu'tu 远浮屠
'yuan'gong'qing'shan'xiang'er'ru 元共青山相尔汝
'yuan'he'sheng'de'yao'jun'shi 元和圣德要君诗
'yuan'jia'cao'cao 元嘉草草
'yuan'jing'yu'yue 渊静鱼跃
'yuan'long'bai'chi'gao'lou'li 元龙百尺高楼里
'yuan'long'lao'yi 元龙老矣
'yuan'ming'ba'ju'dui'qiu'feng 渊明把菊对秋风
'yuan'ming'chong'jiu 渊明重九
'yuan'ming'si'sheng'wo'long'xie 渊明似胜卧龙些
'yuan'ming'zui'ai'ju 渊明最爱菊
'yuan'tiao'wei'shui'fu 怨调为谁赋
'yuan'xiao'guo'ye 元宵过也
'yuan'zi'yao'tong'ru 元自要通儒
'yuan'zi'you'jin'pan'hua'wu 元自有金盘华屋
'yue'hua'ru'xi 月华如洗
'yue'lue'xi'shi'wei'jia 约略西施未嫁
'yue'ming'shui'ban 月明谁伴
'yue'ming'xing'dan 月明星淡
'yue'ming'zhong'ye 月明中夜
'yue'qing'chou'yang'liu'an'bian'xiang'hou 约清愁杨柳岸边相候
'yue'xia'ping'jian 月下凭肩
'yun'cao'qu'chen'gen 芸草去陈根
'yun'dong'ti'shi 云洞题诗
'yun'he'jian'jian'ru'gou 云何渐渐如钩
'yun'he'xiang'jian'jiu'bian'shi 云何相见酒边时
'yun'hong'dong 云澒洞
'yun'meng'ze 云梦泽
'yun'sheng'xian'feng'piao'miao 韵胜仙风缥缈
'yun'wo'yi'shang'leng 云卧衣裳冷
'yun'xiu'ru'zan 云岫如簪
'yun'yan'cao'ji 云烟草棘
'yun'yan'cao'shu 云烟草树
'yun'yu'qing'shan'chi'bi 云遇青山赤壁
'yun'yu'zhu'lian'hua'dong 云雨珠帘画栋
'yun'zhao'xi 云朝夕
'yun'zhe'wang'yan 云遮望眼
'yun'zheng'chu 云正出
'yun'zi'fan 云子饭
'yun'zi'wu'xin'chu'xiu 云自无心出岫
'zai'gu'you'qing'ren'guo 再顾又倾人国
'zai'jing'chun'feng 再竞春风
'zai'long'she'ying'wai 在龙蛇影外
'zai'qiu'he 在丘壑
'zai'san'zhe'zhu 再三遮住
'zan'wang'she'li'chou'shen'qu 暂忘设醴抽身去
'zao'chen'cui'ke'le'na 早趁催科了纳
'zao'ge'chi'er'huan'ge'yue'er'lai 凿个池儿唤个月儿来
'zao'gua'ru'ke'dan 枣瓜如可啖
'zao'jiao'bai'cao'fang'chun'gui 早教百草放春归
'zen'de'shen'si'zhuang'zhou 怎得身似庄周
'zen'jiao'a'du'liu'lian 怎教阿堵留连
'zen'jin'ta 怎禁他
'zen'nai'xiang 怎奈向
'zen'nai'xiang'er'cao'di'si 怎奈向儿曹抵死
'zen'sheng'jin'de 怎生禁得
'zen'xiao'chu 怎消除
'zen'ya'de'yi'qian'yu'li 怎睚得一千馀里
'zen'zuo'jing'zhong'jing 怎做静中境
'zha'ke'ting'bei'qiang'chi'fan 乍可停杯强吃饭
'zhai'gong'men'wai'ren'xi 翟公门外人稀
'zhai'yang'jin'bei'jiao'huan'le 窄样金杯教换了
'zhan'de'jia'ming'jiu 占得佳名久
'zhan'duan'diao'lan'zhi'yi'zhu 占断雕栏只一株
'zhan'duan'duo'qing'feng'tiao 占断多情风调
'zhan'ling'tai'yi'dian 湛灵台一点
'zhan'qiu'chu'gui'hua'san'cai 占秋初桂花散彩
'zhan'tui'ye'kong'liu 战退夜空飂
'zhan'zheng'chang 战争场
'zhan'zheng'duo 战争多
'zhang'ju'dang'shi 杖屦当时
'zhang'ju'xiao'shuang'nong 杖屦晓霜浓
'zhang'li'hu'bi'xing'ren'qu 杖藜忽避行人去
'zhang'mu'qiao'bian'jiu'shu'bei 樟木桥边酒数杯
'zhang'ni'xi'ma 障泥系马
'zhang'nuan'jin'si 帐暖金丝
'zhang'zai'yu'jin'bian 长在玉津边
'zhao'gu'cun 赵孤存
'zhao'hu'xiao'san 招呼萧散
'zhao'ren'bu'xia'shuang'yue 照人不下霜月
'zhao'wo'man'huai'bing'xue 照我满怀冰雪
'zhao'yi'xu'lai 招亦须来
'zhao'ying'du'hun'zhuo 照影都昏浊
'zhao'zhao'mu'mu 朝朝暮暮
'zhe'ban'ting'yuan 这般庭院
'zhe'ge'mao'ting 着个茅亭
'zhe'gu'tian'bing'rao'mei'hua'jiu'bu'kong 鹧鸪天病绕梅花酒不空
'zhe'gu'tian'chu'chu'cong'lai'zi'bu'qi 鹧鸪天出处从来自不齐
'zhe'gu'tian'cui'gai'ya'qian'ji'bai'zhu 鹧鸪天翠盖牙签几百株
'zhe'gu'tian'dian'jin'cang'tai'se'yu'kong 鹧鸪天点尽苍台色欲空
'zhe'gu'tian'fa'di'qing'qing'wu'xian'chun 鹧鸪天发底青青无限春
'zhe'gu'tian'han'mo'zhu'gong'jiu'shan'chang 鹧鸪天翰墨诸公久擅场
'zhe'gu'tian'jian'zhu'xi'chuang'ye'wei'lan 鹧鸪天剪烛西窗夜未阑
'zhe'gu'tian'ju'li'chun'feng'zheng'jian'cai 鹧鸪天句里春风正剪裁
'zhe'gu'tian'lao'bing'na'kan'sui'yue'qin 鹧鸪天老病那堪岁月侵
'zhe'gu'tian'lao'tui'he'ceng'shuo'zhe'guan 鹧鸪天老退何曾说着官
'zhe'gu'tian'lv'bin'dou'wu'bai'fa'qin 鹧鸪天绿鬓都无白发侵
'zhe'gu'tian'mo'bi'chun'yin'shang'ma'chi 鹧鸪天莫避春阴上马迟
'zhe'gu'tian'mo'ti'chun'guang'hua'xia'you 鹧鸪天莫殢春光花下游
'zhe'gu'tian'nong'zi'shen'huang'yi'hua'tu 鹧鸪天浓紫深黄一画图
'zhe'gu'tian'pao'que'shan'zhong'shi'jiu'ke 鹧鸪天抛却山中诗酒窠
'zhe'gu'tian'qi'zhen'po'suo'liang'bin'shuang 鹧鸪天欹枕婆娑两鬓霜
'zhe'gu'tian'qiu'shui'chang'lang'shui'shi'jian 鹧鸪天秋水长廊水石间
'zhe'gu'tian'qu'sui'jun'jia'ba'jiu'bei 鹧鸪天去岁君家把酒杯
'zhe'gu'tian'quan'shang'chang'yin'wo'du'qing 鹧鸪天泉上长吟我独清
'zhe'gu'tian'shan'shang'fei'quan'wan'hu'zhu 鹧鸪天山上飞泉万斛珠
'zhe'gu'tian'shang'si'feng'guang'hao'fang'huai 鹧鸪天上巳风光好放怀
'zhe'gu'tian'shi'bi'xu'yun'ji'jian'gao 鹧鸪天时壁虚云积渐高
'zhe'gu'tian'shi'chu'yi'hua'shi'chu'kai 鹧鸪天是处移花是处开
'zhe'gu'tian'shui'gong'chun'guang'guan'ri'hua 鹧鸪天谁共春光管日华
'zhe'gu'tian'shui'xing'cen'ci'dong'lv'bo 鹧鸪天水荇参差动绿波
'zhe'gu'tian'tan'xi'pin'nian'lin'wei'gao 鹧鸪天叹息频年廪未高
'zhe'gu'tian'tao'li'man'shan'guo'yan'kong 鹧鸪天桃李漫山过眼空
'zhe'gu'tian'wan'shi'fen'fen'yi'xiao'zhong 鹧鸪天万事纷纷一笑中
'zhe'gu'tian'wan'sui'gong'geng'bu'yuan'pin 鹧鸪天晚岁躬耕不怨贫
'zhe'gu'tian'yan'bi'ren'jian'chou'fu'chang 鹧鸪天掩鼻人间臭腐场
'zhe'gu'tian'yi'ye'qing'shuang'bian'bin'si 鹧鸪天一夜清霜变鬓丝
'zhe'gu'tian'yu'shang'gao'lou'qu'bi'chou 鹧鸪天欲上高楼去避愁
'zhe'gu'tian'zhan'duan'diao'lan'zhi'yi'zhu 鹧鸪天占断雕栏只一株
'zhe'gu'tian'zhi'dian'zhai'zun'te'di'kai 鹧鸪天指点斋尊特地开
'zhe'gu'tian'zhuang'sui'jing'qi'yong'wan'fu 鹧鸪天壮岁旌旗拥万夫
'zhe'gu'tian'zi'gu'gao'ren'zui'ke'jie 鹧鸪天自古高人最可嗟
'zhe'hua'gui'qu 折花归去
'zhe'pao'yi'dian'wan'hong'jin 赭袍一点万红巾
'zhe'qing'huai'zhi'shi 这情怀只是
'zhe'shuai'weng 着衰翁
'zhe'wo'zui'fan'zhi 折我最繁枝
'zhe'xian'ren'zi 谪仙人字
'zhe'yi'zhen'sha'shi'jian'di'xue 着一阵霎时间底雪
'zhe'yu'jin 遮欲尽
'zhei'li'cai'shi'hua'bie'li 这里裁诗话别离
'zhei'li'che'lun'zhuan'bie'chang 这里车轮转别肠
'zhen'de'gui'lai'xiao'yu 真得归来笑语
'zhen'de'gui'lai'ye 真得归来也
'zhen'ge'hen 真个恨
'zhen'ge'shi'fen'qi'jue 真个十分奇绝
'zhen'pan'qi'xun'shuang'yu'feng 枕畔起寻双玉凤
'zhen'shao'en'zai 真少恩哉
'zheng'bu'jin'feng'se 正不禁风色
'zheng'che'ji'liang 征车几辆
'zheng'chu'shan'lai 争出山来
'zheng'de'yun'lei 正得云雷
'zheng'er'heng'kan'cheng'ling 政尔横看成岭
'zheng'er'kan'tan 政尔堪叹
'zheng'er'liang'nan'jun'chen'shi 政尔良难君臣事
'zheng'er'xiang'guan 正尔相关
'zheng'hu'yue'yun'qing 正护月云轻
'zheng'jia'zheng'ying'qiu'si'shu 郑贾正应求死鼠
'zheng'jing'tuan'zhi'xia 正惊湍直下
'zheng'meng'meng'mo'shang'duo'ling'yu 正濛濛陌上多零雨
'zheng'ping'song'jian'wu'shi 政平讼简无事
'zheng'qian'kun 整乾坤
'zheng'ran'yi'ye 铮然一叶
'zheng'ren'huan'ye'qi 郑人缓也泣
'zheng'ru'bu'jian 争如不见
'zheng'shang'jin'di'qu 争上金堤去
'zheng'shang'lue'yi'pian 正商略遗篇
'zheng'si'qun'xian 争似群贤
'zheng'wan'lai'dou'chen 正万籁都沉
'zheng'wo'shui'ting'yan'xie 正卧水亭烟榭
'zheng'wu'liao'chu'guan'xian'hua 正无聊处管弦哗
'zheng'xia'xiang'you'ren'quan'shi 正遐想幽人泉石
'zheng'xian'jian'mian'chong'chong 争先见面重重
'zheng'yao'qian'zhong'jiao'jiu 正要千钟角酒
'zheng'zai'yi'qiu'he 正在一丘壑
'zheng'zhi'chun'guang'er'san'yue 正值春光二三月
'zheng'zhuang'shi'bei'ge'wei'che 正壮士悲歌未彻
'zhi'chi'dong'jia'hai'you'you 咫尺东家还又有
'zhi'chi'jiao'long'yun'yu 咫尺蛟龙云雨
'zhi'chi'xi'feng'shi'jiu'she 咫尺西风诗酒社
'zhi'chou'feng'yu'chong'yang 只愁风雨重阳
'zhi'chou'hua'jiao'lou'tou'qi 只愁画角楼头起
'zhi'chou'jiu'jin'ge'xi'dong 只愁酒尽各西东
'zhi'dai'xi'feng'yi'ye'shuang 直待西风一夜霜
'zhi'dao'er'jin'ge'wu'mang 直到而今歌舞忙
'zhi'dian'zhai'zun'te'di'kai 指点斋尊特地开
'zhi'dong'li'sao'shou'yi'feng'liu 只东篱搔首亦风流
'zhi'er'chong'you'he'zhi 之二虫又何知
'zhi'fou 知否
'zhi'he'hua 只合化
'zhi'hu'li'yi 止乎礼义
'zhi'ji'dou'jiu'ju'bi'lin 只鸡斗酒聚比邻
'zhi'jiang'lv'bin'di'xi'e 只将绿鬓抵羲娥
'zhi'jin'cao'mu'yi'ying'xiong 只今草木忆英雄
'zhi'jin'ci'yi'wu'ren'xiao 至今此意无人晓
'zhi'jin'dan'gui'xiang'nong 只今丹桂香浓
'zhi'jin'diao'zhuo 至今雕琢
'zhi'jin'feng'zhao'gui'lai 只今凤诏归来
'zhi'jin'gu'guo'ren'wang 至今故国人望
'zhi'jin'hai'you'gong'wu 只今还有公无
'zhi'jin'he'chu'xiang'ren'kai 只今何处向人开
'zhi'jin'huai'shu'geng'huai'ren 只今怀树更怀人
'zhi'jin'jian'lv 只今剑履
'zhi'jin'jiao'qi 只今胶漆
'zhi'jin'ming'yue'fei'zhao'yao 只今明月费招邀
'zhi'jin'ming'yue'xiang'sui 只今明月相随
'zhi'jin'mu'luo'jiang'leng 只今木落江冷
'zhi'jin'you'ju'luo'ren'jian 至今有句落人间
'zhi'jin'yu'ji 只今馀几
'zhi'jun'xun'ye'wei'liao 知君勋业未了
'zhi'jun'zhi 只君知
'zhi'kan'lv'tai'yuan 只看绿苔圆
'zhi'kong'gong'ming'geng'bi'ren 只恐功名更逼人
'zhi'kong'mu'dan'liu'bu'zhu 只恐牡丹留不住
'zhi'nen'chou'jue 直恁愁绝
'zhi'pa'bei'ren'tiao'xi 只怕被人调戏
'zhi'pa'jiao'long'yun'yu 只怕蛟龙云雨
'zhi'pa'pin'pin'yu'niao'juan 只怕频频鱼鸟倦
'zhi'pa'shi'ren'liang'bin'shuang 只怕诗人两鬓霜
'zhi'pa'you'deng'gao 只怕又登高
'zhi'qian'xiang'zhan'xiu 只欠香沾袖
'zhi'rao'wei'mian 直饶未免
'zhi'ri'an'xin'sheng 指日按新声
'zhi'san'shi 只三事
'zhi'shang 直上
'zhi'sheng'qiu'yu'zhi'dao'jin 跖圣丘愚直到今
'zhi'shi'chang'jiang'ru'dai 直使长江如带
'zhi'shou'yan'lai 炙手炎来
'zhi'song'lao'xie 制松醪些
'zhi'wei'ping'di 指为平地
'zhi'weng'zhi'jiu 知翁止酒
'zhi'wo'zhe 知我者
'zhi'xia'jiang'tao'bai 直下江涛白
'zhi'xiao'dei'ba'bi'qing'qing'qu 只消得把笔轻轻去
'zhi'xu'dai 直须待
'zhi'xu'dou'sou'chen'ai 直须抖擞尘埃
'zhi'xu'dou'sou'jin'chen'ai 直须抖擞尽尘埃
'zhi'xu'lan'zui'shao'yin'zhu 直须烂醉烧银烛
'zhi'xu'shi'ju'yu'tui'pai 直须诗句与推排
'zhi'xu'yao'xia'tian'jin'yin 直须腰下添金印
'zhi'xun'gu'miao'na'bian'xing 只寻古庙那边行
'zhi'yao'jin'bei'man 只要金杯满
'zhi'yao'niao 枝夭袅
'zhi'yi'chang'ban'bing'seng'zhai 只宜长伴病僧斋
'zhi'yi'jiu'wu'nai'chou'he 只依旧无奈愁何
'zhi'yi'ming'wei'xi 直以命为嬉
'zhi'yi'song'dong'yao'lai'fu 只疑松动要来扶
'zhi'yin'duo'bing'chang'xian 只因多病长闲
'zhi'yin'shu'lan'qu'ming'duo 只因疏懒取名多
'zhi'ying'jin'ri'shi 只应今日是
'zhi'ying'zhi 只莺知
'zhi'you'huang'hua'ru'jiu 只有黄花如旧
'zhi'you'liang'peng 只有良朋
'zhi'you'tao'peng'ze 只有陶彭泽
'zhi'yu'huang'mei'jie 直与黄梅接
'zhi'yu'mi'an'qi 直欲觅安期
'zhi'yuan'duo'bing'you'fei'cai 只缘多病又非才
'zhi'zai'li'hua'feng'yu'chu 只在梨花风雨处
'zhi'zai'nan'yuan 只在南园
'zhi'zhang'mei'hua'gui'meng'jue 纸帐梅花归梦觉
'zhi'zhang'qie'yun'zi 植杖且耘耔
'zhong'cheng'xiang'cao 种成香草
'zhong'dou'nan'shan 种豆南山
'zhong'gan'yi'dan 忠肝义胆
'zhong'hua'man'xian'que'dong'gui 种花满县却东归
'zhong'jian'geng'you'yu'pan'yu 中间更有玉盘盂
'zhong'liu'ren'jin'tian'shang 种柳人今天上
'zhong'liu'yi'cheng'tao'ling'zhai 种柳已成陶令宅
'zhong'ni'qu'wei'you'zhi'chen 仲尼去卫又之陈
'zhong'nian'ru'ci 中年如此
'zhong'niao'xin'you'tuo 众鸟欣有托
'zhong'quan'zhi'le 终全至乐
'zhong'shan'yu'dong 众山欲东
'zhong'shu'zhen'cheng'guo'tuo'tuo 种树真成郭槖驼
'zhong'si'dang'nian'bi 冢似当年笔
'zhong'tan'xi'dou'qi'jian'zheng'qi 重叹息豆萁煎正泣
'zhong'xin'chang'er 中心怅而
'zhong'xu'shi 终须是
'zhong'you'ju 中有句
'zhong'yu'fa 种鱼法
'zhong'zhong'kan'yu'fa 种种看余发
'zhong'zhou'yi'hen 中州遗恨
'zhou'gong'bai'shou 周公拜手
'zhou'hou'e'sheng'liu 肘后俄生柳
'zhou'jia'shu'fu 周家叔父
'zhou'jia'wu'shi'jiang'jun'hou 周家五世将军后
'zhou'ren'hao'kan'ke 舟人好看客
'zhou'you'shang'xia 周游上下
'zhu'chu'gong'ren'wu 贮楚宫人物
'zhu'chuang'neng'ji'chi 竹床能几尺
'zhu'ge'chu'lai'wei'shou 逐个出来为寿
'zhu'gong'chang'si 祝公长似
'zhu'lang 诸郎
'zhu'li'mao'she'yao'shi'weng 竹篱茅舍要诗翁
'zhu'li'ming'qin'xun'wei'jian 竹里鸣禽寻未见
'zhu'lian'ying'li 朱帘影里
'zhu'ren'chao'yu'jing 主人朝玉京
'zhu'ren'he'shi'tai'chen'ai 主人何事太尘埃
'zhu'ren'lian'ru'ru'lian'yu 主人怜汝汝怜鱼
'zhu'ren'qing'yi'shen 主人情意深
'zhu'ren'xiang'ai'ken'liu'wu 主人相爱肯留无
'zhu'ren'zhang'de'zui'gong'fu 主人长得醉工夫
'zhu'ren'zhi'shi'jiu'qing'huai 主人只是旧情怀
'zhu'wai'heng'xie'hao 竹外横斜好
'zhu'wu'xi'tou 筑屋溪头
'zhu'xian'ni 住衔泥
'zhu'yao'qiu'shan'zuo'zhong'ting 烛摇秋扇坐中庭
'zhu'ying'tai'jin'shui'zong'heng 祝英台近水纵横
'zhu'yu'zuo'ni'sha 珠玉作泥沙
'zhu'yun'gao'xie 煮云膏些
'zhu'zhang'chong'lai'yue 拄杖重来约
'zhu'zhang'er'jin 拄杖而今
'zhu'zhang'qiao'men 拄杖敲门
'zhu'zhang'wan'huan 拄杖弯环
'zhu'zhang'wei'ting'fu'wei'dao 拄杖危亭扶未到
'zhu'zhang'zhan'qian'qing 拄杖占千顷
'zhu'zhu'fen'fen'ye'hao'hua 朱朱粉粉野蒿花
'zhuan'mian'yi'cheng'feng 转面已成峰
'zhuan'pan'wan'hua'xiu'luo 转盼万花羞落
'zhuan'tou'chen'ji 转头陈迹
'zhuan'tou'chun'jin 转头春尽
'zhuan'tou'tian'qi'hai'xin 转头天气还新
'zhuan'xin'sheng'ling'ling'shan'liu 转新声泠泠山溜
'zhuang'sui'jing'qi'yong'wan'fu 壮岁旌旗拥万夫
'zhuang'ye'bu'ru'ren 壮也不如人
'zhuang'zhou'wu'meng'jian'zhi 庄周吾梦见之
'zhuang'zhou'zheng'tan'liang'shi 庄周正谈两事
'zhui'can'hong 坠残红
'zhui'wang'shi 追往事
'zhun'bei'ta'nian'zhou'jin'tang 准备他年昼锦堂
'zhun'bei'ting'yun'tang'shang 准备停云堂上
'zhuo'fa'cang'lang'du'hao'ge 濯发沧浪独浩歌
'zhuo'jiu'yuan'bei'dou 酌酒援北斗
'zhuo'lao'zheng'kan'chang'zui 浊醪正堪长醉
'zhuo'yi'zheng'yan 着意争妍
'zhuo'yu'ren'chu'qiao'yu'tian 拙于人处巧于天
'zi'cong'lai'zhu'yun'yan'pan 自从来住云烟畔
'zi'cong'yi'yu'hua'ling'luo 自从一雨花零落
'zi'duan'ci'sheng'tian'xiu'wen 自断此生天休问
'zi'gu'ci'shan'yuan'you 自古此山元有
'zi'gu'fei'yu 子固非鱼
'zi'gu'gao'ren'zui'ke'jie 自古高人最可嗟
'zi'jia'yue'yang'biao'ge 自家越样标格
'zi'jin'luan 自金銮
'zi'ju'luo'zhao'qian'tou 字居罗赵前头
'zi'lian'shi 自怜是
'zi'lian'zhuo'zhe 自怜拙者
'zi'mei'an'pai'chu 自没安排处
'zi'mo'fei'chen 紫陌飞尘
'zi'ni'feng 紫泥封
'zi'sao'luo'ying'can'ba 自扫落英餐罢
'zi'shi'bu'ri'tong'zhou 自是不日同舟
'zi'shi'san'shan'yan'se'hao 自是三山颜色好
'zi'shi'xi'huang'yi'shang'ren 自是羲皇以上人
'zi'tan'nian'lai 自叹年来
'zi'wei'biao'zhi 紫微标致
'zi'xi'ru 子奚如
'zi'xiang'chan'fu 自相缠缚
'zi'xiao'hao'shan'ru'hao'se 自笑好山如好色
'zi'you'pai'fu'qian'hu'niang 自有拍浮千斛酿
