'ai'hao 爱好
'yi'jiao'jin'e 已交金额
'yi'jie'biao'zhi 已结标志
'yi'jie'e 已结额
'yi'jie'jin'e 已结金额
'yi'jie'shu 已结数
'yi'jie'shu'liang 已结数量
'yi'jie'suan'e 已结算额
'yi'jie'suan'shu 已结算数
'yi'jie'xiao'shou'e 已结销售额
'yi'jing'chu'li'jin'e 已经处理金额
'yi'jing'jin'e 已经金额
'yi'kou'jin'e 已扣金额
'yi'ling'yong'shu'liang 已领用数量
'yi'pei'shu 已配数
'yi'pei'shu'liang 已配数量
'yi'pin'duo'men'dian'cang'wei'shi'tu 一品多门店仓位视图
'yi'qian'shou'shi'jian 已签收时间
'yi'ru'cang'wei 移入仓位
'yi'ru'shu'liang 移入数量
'yi'sheng'cheng'shu'liang 已生成数量
'yi'sheng'xiao 已生效
'yi'shou'kuan 已收款
'yi'shou'kuan'jin'e 已收款金额
'yi'ti'huo'jin'e 已提货金额
'yi'ti'huo'shu'liang 已提货数量
'yi'tui'huo'jin'e 已退货金额
'yi'tui'huo'shu'liang 已退货数量
'yi'tui'shu'liang 已退数量
'yi'yu'cheng'ben 溢余成本
'yi'yu'dan 溢余单
'yi'yu'dan'ming'xi 溢余单明细
'yi'yu'dan'pi'ci'ming'xi 溢余单批次明细
'yi'yu'jin'e 溢余金额
'yi'yu'shu 溢余数
'yi'yu'shu'liang 溢余数量
'yi'zhu'ce'duan'xin'shu'liang 已注册短信数量
'yin'hang'dai'ma 银行代码
'yin'hang'dang'an 银行档案
'yin'hang'ka'dan'ka'zhe'kou'zong'e 银行卡单卡折扣总额
'yin'hang'ka'hao 银行卡号
'yin'hang'ka'zhe'kou'ding'yi 银行卡折扣定义
'yin'hang'ka'zhe'kou'ka'xin'xi 银行卡折扣卡信息
'yin'hang'ka'zhe'kou'qing'qiu'xiao'fei'ji'lu 银行卡折扣请求消费记录
'yin'hang'ka'zhe'kou'shua'ka'ci'shu'ding'yi 银行卡折扣刷卡次数定义
'yin'hang'ka'zhe'kou'shua'ka'ci'shu'ji'lu 银行卡折扣刷卡次数记录
'yin'hang'ka'zhe'kou'xiao'fei'ji'lu 银行卡折扣消费记录
'yin'hang'ka'zhe'kou'zong'e 银行卡折扣总额
'yin'hang'ke'mu'ming'cheng 银行科目名称
'yin'hang'tong'yi'dai'ma 银行统一代码
'yin'hang'tong'yi'zhang'hao 银行统一帐号
'yin'hang'xie'yi'hao 银行协议号
'yin'hang'zhang'hao 银行账号
'yin'ru'ren'yuan 引入人员
'yin'ru'ri'qi 引入日期
'ying'bu'cha'e 应补差额
'ying'bu'cha'jin'e 应补差金额
'ying'bu'cha'shu 应补差数
'ying'fu'jin'e 应付金额
'ying'fu'kuan'dan'hao 应付款单号
'ying'fu'kuan'dan'lei'xing 应付款单类型
'ying'fu'kuan'yu'e 应付款余额
'ying'jiao'e 应交额
'ying'jiao'jin'e 应缴金额
'ying'jiao'kou'e 应交扣额
'ying'jiao'kuan 应缴款
'ying'jie'e 应结额
'ying'jie'jin'e 应结金额
'ying'jie'shu 应结数
'ying'jie'tiao'zheng'e 应结调整额
'ying'jie'tiao'zheng'shu 应结调整数
'ying'kui'he'shou'e 盈亏核售额
'ying'kui'he'suan'e 盈亏核算额
'ying'kui'qu'shui'he'suan'e 盈亏去税核算额
'ying'kui'shu 盈亏数
'ying'li'xiao'shou'e 盈利销售额
'ying'pei'shu'liang 应配数量
'ying'shou'jin'e 应收金额
'ying'shou'kuan'jin'e 应收款金额
'ying'shou'kuan'shu'liang 应收款数量
'ying'shou'qing'dan'hui'zong 应收清单汇总
'ying'shou'qing'dan'ming'xi 应收清单明细
'ying'tui'shu'liang 应退数量
'ying'wen'jian'cheng 英文简称
'ying'wen'ming'cheng 英文名称
'ying'wen'shuo'ming 英文说明
'ying'xiang'dan'hao 影响单号
'ying'xiao'fang'shi 营销方式
'ying'xiao'fang'shi'lei'xing 营销方式类型
'ying'xiao'fang'shi'tiao'zheng'dan 营销方式调整单
'ying'xiao'fang'shi'tiao'zheng'dan'ming'xi 营销方式调整单明细
'ying'xiao'fang'shi'tiao'zheng'dan'ri'zhi 营销方式调整单日志
'ying'xiao'fang'shi'tiao'zheng'dan'sheng'xiao'ming'xi 营销方式调整单生效明细
'ying'xiao'huo'dong 营销活动
'ying'ye'deng'ji 营业等级
'ying'ye'shi'jian'xiao'shi 营业时间小时
'ying'ye'yuan 营业员
'ying'ye'zhi'zhao 营业执照
'ying'ye'zhi'zhao'hao'ma 营业执照号码
'ying'yun'shen'he'ren 营运审核人
'yong'hu 用户
'yong'hu'bian'hao 用户编号
'yong'hu'biao'ge'she'zhi 用户表格设置
'yong'hu'dai'ma 用户代码
'yong'hu'fei'yong'lei'xing'dai'ma 用户费用类型代码
'yong'hu'ming'cheng 用户名称
'yong'hu'nei'ma 用户内码
'yong'hu'zi'ding'yi'shu'ju'biao'zi'duan 用户自定义数据表字段
'yong'tu 用途
'you'bian 邮编
'you'er'zi 右儿子
'you'fou'qi'ta'ye'wu 有否其他业务
'you'hui'biao'zhi 优惠标志
'you'hui'e 优惠额
'you'hui'fang'an 优惠方案
'you'hui'fang'an'hao 优惠方案号
'you'hui'fen'tan'bi'li 优惠分摊比例
'you'hui'jie'suan'e 优惠结算额
'you'hui'jie'suan'fen'tan'bi'li 优惠结算分摊比例
'you'hui'jin'e 优惠金额
'you'hui'lei'xing 优惠类型
'you'hui'lv 优惠率
'you'hui'quan'cu'xiao'dan'li'wai'shang'pin'ming'xi 优惠券促销单例外商品明细
'you'hui'quan'huo'dong'qu'dao'dang'qian'zhi 优惠券活动渠道当前值
'you'hui'quan'huo'dong'qu'dao'tiao'zheng'dan 优惠券活动渠道调整单
'you'hui'quan'huo'dong'qu'dao'tiao'zheng'dan'qu'dao'ming'xi 优惠券活动渠道调整单渠道明细
'you'hui'quan'huo'dong'qu'dao'tiao'zheng'dan'ri'zhi 优惠券活动渠道调整单日志
'you'hui'quan'ma 优惠券码
'you'hui'quan'ti'huo'tiao'zheng'dan 优惠券提货调整单
'you'hui'quan'ti'huo'tiao'zheng'dan'ming'xi 优惠券提货调整单明细
'you'hui'quan'ti'huo'tiao'zheng'dan'ri'zhi 优惠券提货调整单日志
'you'hui'ri'bao 优惠日报
'you'hui'zong'e 优惠总额
'you'jian'dian'hua 邮件电话
'you'jian'kou'ling 邮件口令
'you'jian'zhang'hao 邮件账号
'you'jian'zhang'hu 邮件账户
'you'pin'dai'ma 油品代码
'you'qiang'dai'ma 油枪代码
'you'xian'ding'huo'lei'xing 优先定货类型
'you'xian'ji 优先级
'you'xian'ji'bie 优先级别
'you'xian'pei'huo'lei'xing 优先配货类型
'you'xian'zhi 优先值
'you'xiao'qi 有效期
'you'xiao'qi'jie'shu'shi'jian 有效期结束时间
'you'xiao'qi'kai'shi'shi'jian 有效期开始时间
'you'xiao'tian'shu 有效天数
'you'zheng'bian'ma 邮政编码
'yu'cun'kuan'hua'kou'yin'hang 预存款划扣银行
'yu'cun'kuan'shang'xian 预存款上限
'yu'cun'kuan'xia'xian 预存款下限
'yu'ding'tian'shu 预定天数
'yu'e 余额
'yu'fu'kuan 预付款
'yu'fu'kuan'dan 预付款单
'yu'fu'kuan'dan'shen'he'ri'zhi 预付款单审核日志
'yu'fu'kuan'dan'shi'tu 预付款单视图
'yu'fu'kuan'jin'e 预付款金额
'yu'fu'kuan'zong'e 预付款总额
'yu'gou'dan'hao 预购单号
'yu'jiao'shang'pin'kuan 预交商品款
'yu'ju 语句
'yu'liu'ku'cun 预留库存
'yu'liu'tian'shu 预留天数
'yu'ming 域名
'yu'pei'shu 预配数
'yu'pei'shu'zong'he 预配数总和
'yu'qi'shou'jia 预期售价
'yu'shen'ren 预审人
'yu'shen'ri'qi 预审日期
'yu'shen'shi'jian 预审时间
'yu'shou'jin'e 预收金额
'yu'shou'kuan'jin'e 预收款金额
'yu'yue'ri'qi 预约日期
'yuan'dan'hao 原单号
'yuan'dan'jia 原单价
'yuan'dan'ju'lai'yuan'dan'wei 原单据来源单位
'yuan'dan'ju'lei'xing 原单据类型
'yuan'dao'xiao'qi 原到效期
'yuan'dao'xiao'ri'qi 原到效日期
'yuan'gong 员工
'yuan'gong'dai'ma 员工代码
'yuan'gong'fei'yong'lei'xing'wei'hu'biao 员工费用类型维护表
'yuan'gong'ke'ling'yong'shang'pin 员工可领用商品
'yuan'gong'lei'bie'biao 员工类别表
'yuan'gong'quan'xian 员工权限
'yuan'gong'ren'shu 员工人数
'yuan'gong'shang'pin'hui'shou'dan 员工商品回收单
'yuan'gong'shang'pin'hui'shou'dan'ming'xi 员工商品回收单明细
'yuan'gong'shang'pin'hui'shou'dan'ri'zhi 员工商品回收单日志
'yuan'gong'shang'pin'ling'yong'dan 员工商品领用单
'yuan'gong'shang'pin'ling'yong'dan'ming'xi 员工商品领用单明细
'yuan'gong'shang'pin'ling'yong'dan'ri'zhi 员工商品领用单日志
'yuan'gong'te'shu'quan'xian 员工特殊权限
'yuan'gong'ti'cheng'bi'li 员工提成比例
'yuan'gong'xing'ming 员工姓名
'yuan'gong'ying'shang 原供应商
'yuan'gong'yuan'gong'zu 员工员工组
'yuan'gong'zhuan'huan'biao 员工转换表
'yuan'gong'zong'biao 员工总表
'yuan'gong'zu 员工组
'yuan'gong'zu'quan'xian 员工组权限
'yuan'gong'zu'te'shu'quan'xian 员工组特殊权限
'yuan'han'shui'dan'jia 原含税单价
'yuan'han'shui'jin'e 原含税金额
'yuan'hang'hao 原行号
'yuan'he'suan'shou'jia 原核算售价
'yuan'hui'yuan'jia 原会员价
'yuan'ji'fen 原积分
'yuan'jia'ge'shang'xian 原价格上限
'yuan'jia'ge'xia'xian 原价格下限
'yuan'jin'e 原金额
'yuan'jing'ying'shu'xing 原经营属性
'yuan'ka'hao 原卡号
'yuan'ke'jiang'li'ji'fen 原可奖励积分
'yuan'liao'cang'wei 原料仓位
'yuan'liao'chan'pin 原料产品
'yuan'liao'cheng'ben 原料成本
'yuan'liao'ji'lu'shu 原料纪录数
'yuan'liao'ji'lu'shu 原料记录数
'yuan'nei'rong 原内容
'yuan'pei'huo'e 原配货额
'yuan'pei'huo'fang'shi 原配货方式
'yuan'pei'huo'jia 原配货价
'yuan'pi'fa'jia 原批发价
'yuan'que'sheng'gong'ying'shang 原缺省供应商
'yuan'shi'ka'xin'xi 原始卡信息
'yuan'shi'wen'jian'ming 原始文件名
'yuan'shou'jia 原售价
'yuan'shu'ju'yuan 原数据元
'yuan'shu'liang 原数量
'yuan'shui'e 原税额
'yuan'wei'jie'jin'e 原未结金额
'yuan'wei'jie'shu'liang 原未结数量
'yuan'wei'jie'xiao'shou'jin'e 原未结销售金额
'yuan'xian'zhi'ye'wu 原限制业务
'yuan'xiang'shu 原箱数
'yuan'xiao'fei'lei'ji 原消费累计
'yuan'xiao'shou'e 原销售额
'yuan'xiao'shou'shu 原销售数
'yuan'yin 原因
'yuan'ying'xiao'fang'shi 原营销方式
'yuan'you'huo'wei'cun'shu 原有货位存数
'yuan'you'huo'wei'ku'cun 原有货位库存
'yuan'you'ku'cun'shu 原有库存数
'yuan'you'ku'cun'zong'shu 原有库存总数
'yuan'you'shi'ji'ku'cun 原有实际库存
'yuan'you'shi'ji'ku'cun'shu 原有实际库存数
'yuan'you'zong'ku'cun'shu 原有总库存数
'yuan'yu'e 原余额
'yuan'zhuang'tai 原状态
'yuan'zui'di'shou'jia 原最低售价
'yuan'zui'gao'shou'jia 原最高售价
'yue'cang'wei'xiao'shou'ji'hua 月仓位销售计划
'yue'ding'ji'hua'huo'liang 月定计划货量
'yue'fen 月份
'yue'gong'ying'shang'xiao'shou'ji'hua 月供应商销售计划
'yue'jie'zhuan'cha'yi 月结转差异
'yue'jie'zhuan'qi 月结转期
'yue'jie'zhuan'qi'hao 月结转期号
'yue'lei'bie'xiao'shou'ji'hua 月类别销售计划
'yue'shu 约束
'yue'xiao'shou'ji'hua'an'bu'men 月销售计划按部门
'yue'xiao'shou'ji'hua'an'men'dian 月销售计划按门店
'yue'yi'ding'huo'liang 月已定货量
'yue'yuan'gong'xiao'shou'ji'hua 月员工销售计划
'yun'xing'bao'xin'xi 运行包信息
'yun'xing'huan'jing 运行环境
'yun'xing'ri'zhi 运行日志
'yun'xu'cang'wei 允许仓位
'yun'xu'fa'song 允许发送
'yun'xu'fu'ku'cun 允许负库存
'yun'xu'gou'mai'shang'pin'zui'da'shu'liang 允许购买商品最大数量
'yun'xu'shang'pin'pin'zhong'shu 允许商品品种数
'yun'xu'ti'huo'shang'pin'lei'bie 允许提货商品类别
'yun'xu'xiao'fei 允许消费
'yun'xu'xuan'ze'chong'fu'shang'pin 允许选择重复商品
'yun'xu'xuan'ze'chong'fu'zu 允许选择重复组
'zai'dan'liang 在单量
'zai'dan'liang'zong'he 在单量总和
'zan'ting'shi'jian 暂停时间
'zeng'ji'mi'shu 赠吉米数
'zeng'ma'jie'guo 赠码结果
'zeng'ma'jie'guo'ming'xi 赠码结果明细
'zeng'ma'jie'guo'ming'xi'duan'xin'ma'ming'xi 赠码结果明细短信码明细
'zeng'ma'jie'guo'ming'xi'duan'xin'ma'ming'xi'zhong'jian'biao 赠码结果明细短信码明细中间表
'zeng'ma'jie'guo'ming'xi'zhong'jian'biao 赠码结果明细中间表
'zeng'ma'jie'guo'zhong'jian'biao 赠码结果中间表
'zeng'pin 赠品
'zeng'pin'bei'zhu 赠品备注
'zeng'pin'bi'li 赠品比例
'zeng'pin'biao'ji 赠品标记
'zeng'pin'biao'zhi 赠品标志
'zeng'pin'cang'wei 赠品仓位
'zeng'pin'chang'jia 赠品偿价
'zeng'pin'cheng'ben'jia 赠品成本价
'zeng'pin'cu'xiao'dan 赠品促销单
'zeng'pin'cu'xiao'dan'ming'xi 赠品促销单明细
'zeng'pin'cu'xiao'dan'ri'zhi 赠品促销单日志
'zeng'pin'cu'xiao'dan'sheng'xiao'dan'wei'ming'xi 赠品促销单生效单位明细
'zeng'pin'cu'xiao'gui'ze 赠品促销规则
'zeng'pin'cu'xiao'gui'ze'hu'chi 赠品促销规则互斥
'zeng'pin'cu'xiao'gui'ze'ri'zhi 赠品促销规则日志
'zeng'pin'cu'xiao'gui'ze'shang'pin'ming'xi 赠品促销规则商品明细
'zeng'pin'cu'xiao'gui'ze'yue'shu 赠品促销规则约束
'zeng'pin'cu'xiao'gui'ze'yue'shu'can'shu'ming'xi 赠品促销规则约束参数明细
'zeng'pin'cu'xiao'gui'ze'zeng'pin'zu'he 赠品促销规则赠品组合
'zeng'pin'cu'xiao'gui'ze'zeng'pin'zu'he'ming'xi 赠品促销规则赠品组合明细
'zeng'pin'cu'xiao'huo'dong'ma 赠品促销活动码
'zeng'pin'dai'ma 赠品代码
'zeng'pin'fa'fang'dan 赠品发放单
'zeng'pin'fa'fang'dan'gui'ze'ming'xi 赠品发放单规则明细
'zeng'pin'fa'fang'dan'ri'zhi 赠品发放单日志
'zeng'pin'fa'fang'dan'xiao'shou'dan'ju'ming'xi 赠品发放单销售单据明细
'zeng'pin'fa'fang'dan'xiao'shou'ming'xi 赠品发放单销售明细
'zeng'pin'fa'fang'dan'zeng'pin'ming'xi 赠品发放单赠品明细
'zeng'pin'fa'fang'ri'zhi 赠品发放日志
'zeng'pin'gong'huo'cang'wei 赠品供货仓位
'zeng'pin'gong'huo'dan'wei 赠品供货单位
'zeng'pin'hang'hao 赠品行号
'zeng'pin'huan'gou'jia 赠品换购价
'zeng'pin'hui'shou'dan 赠品回收单
'zeng'pin'hui'shou'dan'ming'xi 赠品回收单明细
'zeng'pin'hui'shou'dan'ming'xi'ming'xi 赠品回收单明细明细
'zeng'pin'hui'shou'dan'ri'zhi 赠品回收单日志
'zeng'pin'ji'lu 赠品记录
'zeng'pin'ji'lu'shu 赠品记录数
'zeng'pin'lei'xing 赠品类型
'zeng'pin'men'dian'fen'tan'bi'li 赠品门店分摊比例
'zeng'pin'shu 赠品数
'zeng'pin'shu'liang 赠品数量
'zeng'pin'shu'liang'xian'zhi 赠品数量限制
'zeng'pin'shu'ru'ma 赠品输入码
'zeng'pin'shu'xian'zhi 赠品数限制
'zeng'pin'shuo'ming 赠品说明
'zeng'pin'xie'yi 赠品协议
'zeng'pin'xie'yi'hui'zong 赠品协议汇总
'zeng'pin'xie'yi'ming'xi 赠品协议明细
'zeng'pin'xie'yi'sheng'xiao'dan'wei'ming'xi 赠品协议生效单位明细
'zeng'pin'xin'xi 赠品信息
'zeng'pin'xu'hao 赠品序号
'zeng'pin'xu'lie'hao 赠品序列号
'zeng'pin'you'hui'fen'tan'bi'li 赠品优惠分摊比例
'zeng'pin'zeng'song'pin'xiang'shu 赠品赠送品项数
'zeng'pin'zu'he 赠品组合
'zeng'quan'tui'huo'jin'e 赠券退货金额
'zeng'quan'zhe'kou'shang'xian 赠券折扣上限
'zeng'song'ji'fen 赠送积分
'zeng'song'ji'mi'shu 赠送吉米数
'zeng'song'shu'liang 赠送数量
'zeng'song'shu'liang'zeng'liang 赠送数量增量
'zeng'zhi'shui'fa'piao 增值税发票
'zeng'zhi'shui'fa'piao'hao 增值税发票号
'zeng'zhi'shui'fa'piao'lai'yuan'ming'xi 增值税发票来源明细
'zeng'zhi'shui'fa'piao'ming'xi 增值税发票明细
'zeng'zhi'shui'lei'xing 增值税类型
'zeng'zhi'suo'shu'ping'tai 增值所属平台
'zhan'yong'xiao'shou'jin'e 占用销售金额
'zhang'hao 帐号
'zhang'hu'suo'ding 帐户锁定
'zhang'kuan'xiang'mu'biao 帐款项目表
'zhang'kuan'xiang'mu'shu'ju'lai'yuan'biao 帐款项目数据来源表
'zhang'kuan'xin'xi'bei'zhu 帐款信息备注
'zhang'kuan'xin'xi'ji'suan'jie'zhi'ri'qi 帐款信息计算截至日期
'zhang'kuan'xin'xi'ji'suan'kai'shi'ri'qi 帐款信息计算开始日期
'zhang'kuan'xin'xi'ji'suan'shi'jian 帐款信息计算时间
'zhang'mian'jin'e 帐面金额
'zhang'mian'jin'e'kuai'zhao 帐面金额快照
'zhang'mian'jin'e'pan'ru 帐面金额盘入
'zhang'mian'shu'kuai'zhao 帐面数快照
'zhang'mian'shu'pan'ru 帐面数盘入
'zhang'qi 帐期
'zhang'qi'lei'xing 帐期类型
'zhao'ling 找零
'zhao'ling'jing'que'du 找零精确度
'zhe'jia'jin'e 折价金额
'zhe'kou 折扣
'zhe'kou'e'ji'ru'xiao'shou 折扣额计入销售
'zhe'kou'jin'e 折扣金额
'zhe'kou'lv 折扣率
'zhe'kou'shui'e 折扣税额
'zhe'kou'zong'e 折扣总额
'zhe'shang'zhe'biao'zhi 折上折标志
'zhen'qu 镇区
'zheng'bi'zhe'kou 整笔折扣
'zheng'chang'zhe'kou 正常折扣
'zheng'jian'ming'cheng 证件名称
'zheng'jian'qu'zong'jian'shu 整件区总件数
'zheng'shi'biao'dan'hao 正式表单号
'zheng'ti'pan'dian'biao'zhi 整体盘点标志
'zheng'wen 正文
'zheng'xiang'shu 整箱数
'zhi'da'yin'yi'tiao'ming'xi 只打印一条明细
'zhi'dao'yuan 指导员
'zhi'dao'yuan'dian'hua 指导员电话
'zhi'dao'yuan'qian'dao'biao 指导员签到表
'zhi'ding'cheng'ben'biao'zhi 指定成本标志
'zhi'ding'cheng'ben'jia 指定成本价
'zhi'ding'dai'xiao'jia 指定代销价
'zhi'ding'ku'cun'jia 指定库存价
'zhi'ding'lian'xiao'lv 指定联销率
'zhi'fu'fang'shi 支付方式
'zhi'fu'lei'xing 支付类型
'zhi'jian'bao'gao'you'xiao'ri'qi 质检报告有效日期
'zhi'lei'xing 值类型
'zhi'liu'lai'yuan'ding'dan'ming'xi 直流来源定单明细
'zhi'pei'cheng'ben 直配成本
'zhi'pei'dan 直配单
'zhi'pei'dan'ming'xi 直配单明细
'zhi'pei'dan'pi'ci'ming'xi 直配单批次明细
'zhi'pei'jin'huo'tiao'zheng'dan 直配进货调整单
'zhi'pei'jin'huo'tiao'zheng'dan'ming'xi 直配进货调整单明细
'zhi'pei'jin'huo'tiao'zheng'dan'ri'zhi 直配进货调整单日志
'zhi'pei'jin'ji'lu'hui'zong 直配进记录汇总
'zhi'pei'jin'ji'lu'ming'xi 直配进记录明细
'zhi'pei'qu'shui'e 直配去税额
'zhi'pei'qu'shui'he'suan'e 直配去税核算额
'zhi'pei'shang'pin'fa'song'biao 直配商品发送表
'zhi'pei'shu 直配数
'zhi'pei'shui'e 直配税额
'zhi'pei'tui'huo'cheng'ben 直配退货成本
'zhi'pei'tui'huo'e 直配退货额
'zhi'pei'tui'huo'qu'shui'e 直配退货去税额
'zhi'pei'tui'huo'qu'shui'he'suan'e 直配退货去税核算额
'zhi'pei'tui'huo'shu 直配退货数
'zhi'pei'tui'huo'shui'e 直配退货税额
'zhi'piao'biao 支票表
'zhi'piao'hao 支票号
'zhi'piao'jin'e 支票金额
'zhi'wu 职务
'zhi'xing'jie'guo 执行结果
'zhi'xing'wen'jian'ming 执行文件名
'zhi'xing'yuan'gong'dai'ma 执行员工代码
'zhi'xing'yuan'gong'xing'ming 执行员工姓名
'zhi'xing'zhuang'tai 执行状态
'zhi'ye'dian'zhang 职业店长
'zhi'zao'chang 制造厂
'zhi'zuo'ren 制作人
'zhi'zuo'ri'qi 制作日期
'zhi'zuo'shi'jian 制作时间
'zhong'duan'liu'shui'hao 终端流水号
'zhong'lei'shang'pin 中类商品
'zhong'liang 重量
'zhong'liang'dan'wei 重量单位
'zhong'wen'jian'cheng 中文简称
'zhong'wen'ming'cheng 中文名称
'zhong'wen'shuo'ming 中文说明
'zhong'zhi'ri'qi 终止日期
'zhong'zhi'shi'jian 中止时间
'zhong'zhi'shi'jian 终止时间
'zhou'qi 周期
'zhou'qi'chang'du 周期长度
'zhou'qi'lei'xing 周期类型
'zhou'qi'miao'shu 周期描述
'zhou'qi'nei'jie'shu 周期内结束
'zhou'qi'nei'kai'shi 周期内开始
'zhou'zhuan'xiang'hao 周转箱号
'zhou'zhuan'xiang'kou'guan'xi 周转箱扣关系
'zhou'zhuan'xiang'shu 周转箱数
'zhu'bian'ma 主编码
'zhu'biao'bian'hao 主表编号
'zhu'ce'biao 注册表
'zhu'ce'duan'xin'cu'xiao'ma 注册短信促销码
'zhu'ce'xin'xi 注册信息
'zhu'dong'jiao'fei'biao'zhi 主动缴费标识
'zhu'gong'ying'shang 主供应商
'zhu'hui'yuan 主会员
'zhu'ka'bu'ka'jia 主卡补卡价
'zhu'ka'xiao'shou'jia 主卡销售价
'zhu'ka'xu'ka'jia'mei'nian 主卡续卡价每年
'zhu'shang'pin 主商品
'zhu'shang'pin'hang'hao 主商品行号
'zhu'shi'shuo'ming 注释说明
'zhu'shu'ju'ku'ming 主数据库名
'zhu'ti 主题
'zhu'zeng'pin'hang'hao 主赠品行号
'zhuan'chu'e 转出额
'zhuan'chu'he'shou'e 转出核售额
'zhuan'chu'he'suan'e 转出核算额
'zhuan'chu'shang'pin 转出商品
'zhuan'chu'shang'pin'cang'wei 转出商品仓位
'zhuan'chu'shang'pin'he'suan'jia 转出商品核算价
'zhuan'chu'shang'pin'he'suan'shou'jia 转出商品核算售价
'zhuan'chu'shu 转出数
'zhuan'hua'fang'xiang 转化方向
'zhuan'rang'fei 转让费
'zhuan'ru'dan'jia 转入单价
'zhuan'ru'e 转入额
'zhuan'ru'he'shou'e 转入核售额
'zhuan'ru'he'suan'e 转入核算额
'zhuan'ru'shang'pin 转入商品
'zhuan'ru'shang'pin'cang'wei 转入商品仓位
'zhuan'ru'shang'pin'he'suan'jia 转入商品核算价
'zhuan'ru'shang'pin'he'suan'shou'jia 转入商品核算售价
'zhuan'ru'shu 转入数
'zhuan'ru'shu'liang 转入数量
'zhuan'ru'xiang'shu 转入箱数
'zhuan'yi'yuan'yin 转移原因
'zhuan'yun'ri'qi 转运日期
'zhuan'yun'tong'zhi'dan 转运通知单
'zhuan'yun'tong'zhi'dan'men'dian'ming'xi 转运通知单门店明细
'zhuan'yun'tong'zhi'dan'ming'xi 转运通知单明细
'zhuan'yun'wu'liu 转运物流
'zhuang'che'yuan 装车员
'zhuang'pan'biao'zhun 装盘标准
'zhuang'pan'jian'shu 装盘件数
'zhuang'tai 状态
'zhuang'tai'biao'zhi 状态标志
'zhuang'tai'hao 状态号
'zhuang'tai'ming'cheng 状态名称
'zhuang'xiang'jin'e 装箱金额
'zhuang'xiang'shu 装箱数
'zhuang'xiu'dui'ming'cheng 装修队名称
'zhun'ru'jin'e 准入金额
'zhun'ru'man'shu'liang 准入满数量
'zi'bian'ma 自编码
'zi'dian 字典
'zi'ding'yi'shu'xing 自定义属性
'zi'ding'yi'shu'xing'jie'mian'she'zhi 自定义属性界面设置
'zi'ding'yi'zi'duan 自定义字段
'zi'dong'bu'huo 自动补货
'zi'dong'ji'suan 自动计算
'zi'dong'jiao'zheng'suan'fa'kai'shi'jian'ge'shi'jian 自动校正算法开始间隔时间
'zi'duan 字段
'zi'duan'bian'hao 字段编号
'zi'duan'lei'xing 字段类型
'zi'duan'ming 字段名
'zi'fu'chuan 字符串
'zi'he'yue'ban'ben 子合约版本
'zi'he'yue'bian'hao 子合约编号
'zi'liao'ban'ben 资料版本
'zi'liao'lei'xing 资料类型
'zi'ran'qi'hao 自然期号
'zi'ying'cang'wei 自营仓位
'zi'ying'e 自营额
'zi'ying'he'shou'e 自营核售额
'zi'ying'he'suan'e 自营核算额
'zi'ying'jin'huo'dan'hao 自营进货单号
'zi'ying'qu'shui'e 自营去税额
'zi'ying'qu'shui'he'suan'e 自营去税核算额
'zi'ying'shu 自营数
'zi'ying'shui'e 自营税额
'zi'ying'tui'huo'qu'shui'e 自营退货去税额
'zi'ying'tui'huo'qu'shui'he'suan'e 自营退货去税核算额
'zi'ying'tui'huo'shui'e 自营退货税额
'zong'bu'cheng'dan 总部承担
