'ai'ai'feng'yan'wan 暧暧风烟晚
'yue'guang'yu'dao'chang'men'dian 月光欲到长门殿
'yue'jiang'lian 越江莲
'yue'jiang'nv 越江女
'yue'jiao'feng'leng'leng 月皎风冷冷
'yue'jiao'zhao'yang'dian 月皎昭阳殿
'yue'luo'shi'gui'chuan 月落始归船
'yue'luo'xing'wei'wu'gu'sheng 月落星微五鼓声
'yue'ming'chang'xin'du'deng'lou 月明长信独登楼
'yue'ming'fang'shu'qun'niao'fei 月明芳树群鸟飞
'yue'ming'feng'ba'zhang 月明风拔帐
'yue'ming'ge'chui'zai'zhao'yang 月明歌吹在昭阳
'yue'ming'gong'dian'qiu 月明宫殿秋
'yue'ming'wu'ye'shu 月明无叶树
'yue'nv'zuo'gui'zhou 越女作桂舟
'yue'qin'he'chu'fei 越禽何处飞
'yue'sheng'fang'jian'shu 月生方见树
'yue'shuo'chao'zhu'hou 月朔朝诸侯
'yue'sui'bo'dong'sui'lin'lin 月随波动碎潾潾
'yue'xuan'san'que'guan 月悬三雀观
'yue'yi'shen'dian'zao 月移深殿早
'yue'zhao'han'bo'bai'yan'qi 月照寒波白烟起
'yue'zhao'hua'lin'jie'si'xian 月照花林皆似霰
'yun'bo'heng'dong'fang 云波横洞房
'yun'che'yu'pei'yu'xiang'ying 云车雨旆欲相迎
'yun'che'zhu'bo'kai 云车珠箔开
'yun'hun'wu'fu'ying 云昏无复影
'yun'jian'ri'yue'chu'sheng'shi 云见日月初生时
'yun'long'feng'hu'jin'jiao'hui 云龙风虎尽交回
'yun'ming'jiang'yu'chu 云明江屿出
'yun'mu'kong'chuang'xiao'yan'bo 云母空窗晓烟薄
'yun'ning'shui'dong'mai'hai'lu 云凝水冻埋海陆
'yun'shan'can'wu'hong'zhi'hua 云衫残污红脂花
'yun'shi'qin'wang'zhu'cheng'zu 云是秦王筑城卒
'yun'tai'kai'ge'ru 云台凯歌入
'yun'xing'chu'shan'yi 云行出山易
'yun'xing'ping'yang'gong'zhu'jia 云幸平阳公主家
'yun'yang'shang'zheng'qu 云阳上征去
'yun'yao'jin'geng'jie 云摇锦更节
'yun'yue'tu'zi'hao 云月徒自好
'zai'dao'wei'wei'hong 在道未为弘
'zan'du'bu'rong'shou 暂妒不容收
'zan'jiang'tuan'shan'gong'pei'hui 暂将团扇共裴回
'zan'shi'en'qu'yi'nan'liu 暂时恩去亦难留
'zan'xiang'hua'jian'yu 暂向花间语
'zao'chi'long'jie'jing'bian'chen 早持龙节静边尘
'zao'chi'tun'luo'yang 凿齿屯洛阳
'zao'duo'sang'shu'xi 枣多桑树稀
'zao'hong'wen'shang'yuan 早鸿闻上苑
'zao'luo'yu'zhang'shan 早落豫章山
'zao'wan'bian'hou'kong 早晚边候空
'zao'wen'jin'gou'yuan 早闻金沟远
'zao'zhi'chao'you'xin 早知潮有信
'zao'zhi'jun'ai'xie 早知君爱歇
'ze'ren'you'suo'cheng 则人有所惩
'ze'ze'ye'tian'que 啧啧野田雀
'zeng'jun'biao'xiang'si 赠君表相思
'zeng'qie'huang'jin'mai'shao'nian 赠妾黄金买少年
'zeng'qie'yuan'jun'qing 增妾怨君情
'zeng'zi'tong'xin'hua 赠子同心花
'zha'ke'wei'tian'shang'qian'niu'zhi'nv'xing 乍可为天上牵牛织女星
'zha'ke'yu'diao'e 乍可遇雕鹗
'zhai'he'kong'zhai'ye 摘荷空摘叶
'zhai'lian'hua 摘莲花
'zhai'qu'fu'rong'hua 摘取芙蓉花
'zhai'ye'wei'chun'can 摘叶喂春蚕
'zhan'dao'jie'wei'luan 栈道接危峦
'zhan'lu'su'bu'xian 斩虏素不闲
'zhan'ma'he'xing'cao 战马龁腥草
'zhan'qing'gu 湛清酤
'zhang'fu'bu'li'yi 丈夫不立义
'zhang'fu'hao'xin'duo'yi'xin 丈夫好新多异心
'zhang'gong'liang'long'jian 张公两龙剑
'zhang'hong'yuan'shi 张汯怨诗
'zhang'hu'ba'pu'ge 张祜拔蒲歌
'zhang'hu'chang'men'yuan 张祜长门怨
'zhang'hu'du'qu'ge'wu'shou 张祜读曲歌五首
'zhang'hu'mo'chou'le 张祜莫愁乐
'zhang'hu'sai'shang'qu 张祜塞上曲
'zhang'hu'tuan'shan'lang 张祜团扇郎
'zhang'hu'wu'ye'ti 张祜乌夜啼
'zhang'hu'xiang'yang'le 张祜襄阳乐
'zhang'hu'yan'men'tai'shou'xing 张祜雁门太守行
'zhang'hu'yu'shu'hou'ting'hua 张祜玉树后庭花
'zhang'hua'gong'ren'ye'shang'lou 章华宫人夜上楼
'zhang'ji'bai'tou'yin 张籍白头吟
'zhang'ji'cai'lian'qu 张籍采莲曲
'zhang'ji'dong'tao'xing 张籍董逃行
'zhang'ji'jia'ke'le 张籍贾客乐
'zhang'ji'jiang'nan'qu 张籍江南曲
'zhang'ji'wu'qi'qu 张籍乌栖曲
'zhang'jian'zhi'da'di'qu 张柬之大堤曲
'zhang'li'cheng'en'jian'yao'zhen 帐里承恩荐瑶枕
'zhang'mu'qin'xi'jie 帐幕侵奚界
'zhang'ren'qie'an'zuo 丈人且安坐
'zhang'ruo'xu'chun'jiang'hua'yue'ye 张若虚春江花月夜
'zhang'sun'zuo'fu'gong'yuan 长孙佐辅宫怨
'zhang'sun'zuo'fu'long'xi'xing 长孙佐辅陇西行
'zhang'wen'cong'shu'dao'nan 张文琮蜀道难
'zhang'xiong'xing'bu'zai 长兄行不在
'zhang'xiu'zhi'chang'men'yuan 张修之长门怨
'zhang'xuan'jie'yu'yuan 张烜婕妤怨
'zhang'zai'shi'cheng'tou 长在石城头
'zhang'zhong'su'sai'shang'qu 张仲素塞上曲
'zhang'zhong'wu'li'wu'yi'qing 掌中无力舞衣轻
'zhang'zi'rong'chun'jiang'hua'yue'ye'er'shou 张子容春江花月夜二首
'zhao'chong'guo 赵充国
'zhao'nv'shi'yin'gou 棹女饰银钩
'zhao'qie'bo'mu'nian 照妾薄暮年
'zhao'wei'ming'wan'ge 赵微明挽歌
'zhao'xi'wu'rong'yu 朝夕无荣遇
'zhao'xia'gao'ge'xi'qing'yun 朝霞高阁洗晴云
'zhao'xin'sheng'zhao'jing 照心胜照井
'zhao'yang'geng'lou'bu'kan'wen 昭阳更漏不堪闻
'zhao'yang'wu'fen'li 昭阳无分理
'zhao'yun'chu'shi'shang'chao'kong 朝云触石上朝空
'zhao'zhao'lei'ru'yu 朝朝泪如雨
'zhao'zhao'wu'qie'qi 朝朝误妾期
'zhe'bei'shi'ren 折碑石人
'zhe'han'qian'jin'ma 赭汗千金马
'zhe'kan'ying'feng'zhi'jin'zai 折槛英风至今在
'zhe'ou'ai'lian'si 折藕爱连丝
'zhe'ou'si'neng'cui 折藕丝能脆
'zhe'zhe'huang'he'qu 折折黄河曲
'zhen'dian'hua'deng'xi'yang'hou 珍簟华灯夕阳后
'zhen'gong'shui'zhu'dai'shui'sheng 枕弓睡著待水生
'zhen'xi'kong'yu'xiang 枕席空馀香
'zhen'xi'liang'feng'sheng 枕席凉风生
'zhen'xi'lin'chuang'xiao 枕席临窗晓
'zhen'xin'bi'gu'song 真心比古松
'zhen'zhuo'hong'yan'jin 斟酌红颜尽
'zheng'bu'lao'tian'ya 争不老天涯
'zheng'chang'ling'ge'bu'ken'xiu 争唱菱歌不肯休
'zheng'dui'xie'guang'ru 正对斜光入
'zheng'duo'zhu'sheng'fen'xiang'xiang 争多逐胜纷相向
'zheng'feng'hao'dang'jiang'shang'feng 正逢浩荡江上风
'zheng'gu'chang'men'yuan'er'shou 郑谷长门怨二首
'zheng'ke'guan'shan'geng'ji'chong 征客关山更几重
'zheng'ke'qu'lai'yin'xin'duan 征客去来音信断
'zheng'nong'lian'zhou'shui'shi'yi 争弄莲舟水湿衣
'zheng'qian'jing'zhe'dang'yang'bo 争前竞折荡漾波
'zheng'ren'qiao'xiao'ming 争人巧笑名
'zheng'ren'xin'li'jin 征人心力尽
'zheng'ren'yin'ma'chou'bu'hui 征人饮马愁不回
'zheng'ren'yuan'zao'kong 征人远凿空
'zheng'shi'fu'zheng'fei 争食复争飞
'zheng'tu'you'xi'duo 争途游戏多
'zheng'zhi'wei'de'fei'shang'wu 争枝未得飞上屋
'zhi'ai'fan'wu'lei 至哀反无泪
'zhi'bei'kong'zi'shuai 至悲空自衰
'zhi'de'mei'fan'ming 只得没蕃名
'zhi'guo'shan'bian'ji'qian'lv 直过山边及前侣
'zhi'he'yan'du 职何严毒
'zhi'hui'chu'han'ru'xuan'peng 指挥楚汉如旋蓬
'zhi'jin'lian'yu'zi 至今怜玉姿
'zhi'jin'shao'zuo'yang'yang'wa 至今烧作鸯鸯瓦
'zhi'jin'wei'jian'qing'ling'tai 只今惟见青陵台
'zhi'jin'wei'you'qing'ling'tai 只今惟有青陵台
'zhi'jin'you'wei'cheng 织锦犹未成
'zhi'lang'jiu'shi'yi 知郎旧时意
'zhi'nian'jing'he'ci 指辇竞何辞
'zhi'nv'bie'huang'gu 织女别黄姑
'zhi'qian'hui'chu'mu'mian'hua 纸钱灰出木绵花
'zhi'qie'jie'qin'zheng 知妾解秦筝
'zhi'qu'jiao'bu'duo 知渠脚不多
'zhi'shi'duo'ku'yan 志士多苦言
'zhi'shi'en'bo'bie'chu'liu 只是恩波别处流
'zhi'shi'jiang'jun'ye'lie'hai 知是将军夜猎还
'zhi'su'bie'li'xin 织素别离心
'zhi'wei'jun'qing'ye'xiang'hui 直为君情也相会
'zhi'ye'wan'li'chang 枝叶万里长
'zhi'zhe'ke'juan'yu'zhe'hao 智者可卷愚者豪
'zhi'zhi'jian'zai 枝枝健在
'zhi'zou'ji'cheng'bang 直走蓟城傍
'zhong'bu'cheng'chan'yuan 终不成潺湲
'zhong'fu'nong'ming'dang 中妇弄明珰
'zhong'guo'you'qi'sheng 中国有七圣
'zhong'jun'sha'bai'ma 中军杀白马
'zhong'men'yu'you'shi 中门逾有时
'zhong'nian'jing'sui'bei'xing'lu 终年竟岁悲行路
'zhong'niao'ge'gui'zhi 众鸟各归枝
'zhong'shang'ru'ji'que'gan'tu 终伤如荠却甘荼
'zhong'ting'han'yue'bai'ru'shuang 中庭寒月白如霜
'zhong'xiao'yi'zuo'xian 中宵易左贤
'zhong'yin'zhen'qu'he'qing'chui 重吟真曲和清吹
'zhong'yuan'qi'neng'can'zhao'hu 重远岂能惭沼鹄
'zhong'zhong'bu'gan'fen'ming'yu 众中不敢分明语
'zhou'chang'shu'wei'fan 洲长殊未返
'zhou'chen'shen'si'hui'nan'zhui 舟沉身死悔难追
'zhou'pu'sai'shang'qu 周朴塞上曲
'zhu'bei'dai'mao'chuang 珠被玳瑁床
'zhu'bian'bu'ji 著鞭不及
'zhu'bo'juan'qing'han 珠箔卷轻寒
'zhu'bo'qu'qiong'gou 珠箔曲琼钩
'zhu'cui'ding'xing'fu'ming'mie 珠翠丁星复明灭
'zhu'fu'nong'fang'fei 朱服弄芳菲
'zhu'hou'xi'xing'bu'gan'shi 诸侯膝行不敢视
'zhu'jing'hui'ge 驻景挥戈
'zhu'kou'fa'yan'ge 朱口发艳歌
'zhu'lian'bei'juan'dai'liang'feng 珠帘北卷待凉风
'zhu'lian'bu'juan'ye'lai'shuang 珠帘不卷夜来霜
'zhu'lian'dai'mao'gou 珠帘玳瑁钩
'zhu'lian'zhi'zi'chui 珠帘只自垂
'zhu'lou'bi'yan'li 珠楼碧烟里
'zhu'lou'tong'shui'mo 朱楼通水陌
'zhu'lu'ru'ming'jia 朱鹭入鸣笳
'zhu'luo'sheng'bi'yan 苎罗生碧烟
'zhu'men'jin'yu'gou 朱门近御沟
'zhu'men'man'lin'shui 朱门漫临水
'zhu'ming'pu'fan'ru'yi'fu 渚暝蒲帆如一幅
'zhu'qian'di'jin'wu'xin'yu 珠铅滴尽无心语
'zhu'tian'qi'bu'fei 渚田岂不肥
'zhu'wang'yi'e 珠网亦恶
'zhu'xiong'jin'bai'hou 诸兄近拜侯
'zhu'ye'huo'jing'yu'shui'yin 铸冶火精与水银
'zhu'yu'bie'qiu'zi 茱萸别秋子
'zhu'yu'wei'xin'yi'feng'jun 珠玉为心以奉君
'zhu'yuan'xing'yao'jiu'qian'li 筑怨兴徭九千里
'zhuan'hua'ri'yi'ying 转化日已盈
'zhuan'zhan'du'huang'he 转战渡黄河
'zhuang'jing'ling'hua'an 妆镜菱花暗
'zhuang'nan'jie'yan'men'tai'shou'xing 庄南杰雁门太守行
'zhuang'nan'jie'yang'chun'qu 庄南杰阳春曲
'zhuang'shi'hui'ge'hui'bai'ri 壮士挥戈回白日
'zhui'dao'ji'wu'qi 锥刀既无弃
'zhuo'bo'yang'yang'xi'ning'xiao'wu 浊波洋洋兮凝晓雾
'zhuo'shui'ling'ye'fei 浊水菱叶肥
'zhuo'xia'mao'tou'xing 斫下旄头星
'zi'ben'pin'fan'xi 子本频蕃息
'zi'bi'chang'men'jing'ji'qiu 自闭长门经几秋
'zi'cui'yan'fang'zhou'bu'kai 紫翠岩房昼不开
'zi'dian'qiu'feng'leng 紫殿秋风冷
'zi'gong'fu'ren'jue'shi'ge 紫宫夫人绝世歌
'zi'gu'di'wang'zhai 自古帝王宅
'zi'jin'hong'nang'xiang'man'feng 紫锦红囊香满风
'zi'jun'yi'gua'wu'you'pi 自君一挂无由披
'zi'lan'yin'ma'chang'cheng'ku'xing 子兰饮马长城窟行
'zi'lang'shi'cheng'chu 自郎石城出
'zi'lian'zhuan'wan'mu 自怜转晚暮
'zi'ling'ru'jin'cai'luan'xiang 紫菱如锦彩鸾翔
'zi'liu'si'ru'luo'hua'qu 紫骝嘶入落花去
'zi'lu'xiang'yan'miao'nan'tuo 紫露香烟眇难托
'zi'nong'fu'rong'hai'dang'jiang 自弄芙蓉还荡桨
'zi'ran'hu'wu'ren 自然胡无人
'zi'ran'tian'xia'zhi'rong'ku 自然天下之荣枯
'zi'sai'san'chun'bu'jian'hua 紫塞三春不见花
'zi'shou'bu'gua'shen 紫绶不挂身
'zi'tai'mian'wang'jue 紫台绵望绝
'zi'wei'er'ba'shi 自谓二八时
'zi'xi'jian'yang'zhou 子细见扬州
'zi'xi'yan'hua'san'wu'sui 自惜妍华三五岁
'zi'xi'yan'mei'zhen'wu'gu 子西掩袂真无辜
'zi'ye'zui'ke'lian 子夜最可怜
'zi'yi'zhuan'fang'chong 自忆专房宠
'zi'zhen'xin'chui'ye'lai'lei 渍枕新垂夜来泪
'zi'zhuan'fang'jiu'yuan'hong'xiu 自传芳酒涴红袖
'zi'zi'xiang'jiang'qu 自兹相将去
'zong'shi'yu'guan'qing 总是玉关情
'zong'xiang'chun'yuan'li 总向春园里
'zong'xin'jiao'lv'se 综新交缕涩
'zong'you'ying'zhan'nai'ruo'he 纵有鹰鹯奈若何
'zou'ma'dong'xi'qu 走马东西去
'zou'ma'wei'jun'xi'ji'hu 走马为君西击胡
'zou'quan'liu'yu'zuo'tian'zi 走劝刘虞作天子
'zou'yu'bu'zhe'sheng'cao'jing 驺虞不折生草茎
'zu'die'li'ning 足跌力狞
'zu'ling'jiu'bu'de'ben 足令久不得奔
'zui'ta'da'di'xiang'ying'ge 醉踏大堤相应歌
'zui'wo'xian'yang'lou 醉卧咸阳楼
'zuo'chou'hua'fa'qin 坐愁华发侵
'zuo'di'nan'xiang'xun 作底难相寻
'zuo'ke'lun'bei'xin 坐客论悲辛
'zuo'lai'zhu'yan'zi 昨来朱颜子
'zuo'lang'wu'hua'jing'bu'qi 作浪舞花惊不起
'zuo'ming'dou'nan'ling 昨暝逗南陵
'zuo'mu'yu'xi'chou'kong'shan 作暮雨兮愁空山
'zuo'qi'qiu'feng'shi 坐起秋风时
'zuo'ye'xian'tan'meng'luo'hua 昨夜闲潭梦落花
