'ai'ai'ding'men'wai 蔼蔼鼎门外
'yue'yang'cheng'tou'mu'jiao'jue 岳阳城头暮角绝
'yue'ye'ge'yao'you'yu'fu 月夜歌谣有渔父
'yue'ye'yi'le'tian'jian'ji'wei'zhi 月夜忆乐天兼寄微之
'yue'zhao'han'bo'bai'yan'qi 月照寒波白烟起
'yun'bin'wei'qiu'si'zi'xi 云鬓未秋私自惜
'yun'bo'xi'lin'sheng 云薄细鳞生
'yun'han'tian'lai'su'zhai'shi 韵含天籁宿宅时
'yun'han'you'xi'yue'tian'leng 云含幽兮月添冷
'yun'ji'rong'rong'xue'shui'lai 云际溶溶雪水来
'yun'jian'yan'huo'shi'ren'jia 云间烟火是人家
'yun'jin'jin'bo'yi 晕尽金波溢
'yun'jin'yuan'sha'ming 云锦远沙明
'yun'lu'yuan'luan'xiang'tui'chao 云路鸳鸾想退朝
'yun'pi'wu'lie'hong'ni'duan 云披雾裂虹蜺断
'yun'pin'yu'xia'xing'dou'dong 云拼欲下星斗动
'yun'qing'bu'zuo'yin 云轻不作阴
'yun'qu'nian'qian'lv 云衢念前侣
'yun'san'chu'tai'qing 云散楚台倾
'yun'xian'ri'jiao'cheng'shan'yu 云衔日脚成山雨
'yun'ying'tan 云英潭
'yun'yu'gui'shi'dai'yi'xiang 云雨归时带异香
'yun'yu'jiang'xiang'qi'wo'long 云雨江湘起卧龙
'zai'chen'wei'pei'guan'yao'bi 宰臣委佩观摇笔
'zai'jing'gu'yuan'jiu'xiang'gong'zhai'chi'shang'zuo 再经故元九相公宅池上作
'zai'lai'cheng'bai'tou 再来成白头
'zai'ren'sui'wan'da 在人虽晚达
'zai'san'zhen'zhong'zhu'shan'seng 再三珍重嘱山僧
'zai'shang'xiang'jiang 再上湘江
'zai'shou'lian'zhou'zhi'heng'yang'chou'liu'liu'zhou'zeng'bie 再授连州至衡阳酬柳柳州赠别
'zai'you'xuan'du'guan 再游玄都观
'zan'chuo'jin'diao'shi'cong'cai 暂辍金貂侍从才
'zan'chuo'qing'zhai'chu'tai'chang 暂辍清斋出太常
'zan'ping'bei'jiu'zhang'jing'shen 暂凭杯酒长精神
'zan'ru'nan'gong'pan'xiang'rui 暂入南宫判祥瑞
'zan'zhe'xian'guan'shou'bai'cheng 暂谪仙官守百城
'zang'ke'nan'xia'shui'ru'tang 牂牁南下水如汤
'zao'chun'dui'xue'feng'ji'li'zhou'yuan'lang'zhong 早春对雪奉寄澧州元郎中
'zao'qiu'ji'xian'yuan'ji'shi 早秋集贤院即事
'zao'shi'cao'wang'zeng'shang'ji 早事曹王曾赏激
'zao'shi'wo'long'ying'you'fen 早识卧龙应有分
'zao'si'yi'he'qi 藻思一何绮
'zao'sui'tian'hua'sheng 早岁忝华省
'zao'zao'shi'feng'lai 早早使风来
'zei'tu'beng'teng'wang'qi'bai 贼徒崩腾望旗拜
'zeng'le'tian 赠乐天
'zeng'li'si'kong'ji 赠李司空妓
'zeng'yuan'jiu'shi'yu'wen'shi'zhen'yi'shi'jiang'zhi 赠元九侍御文石枕以诗奖之
'zha'yi'qian'mian'li 乍疑芊绵里
'zha'zha'lei'si'sheng 札札耒耜声
'zhai'ri'duo'jia'zhou'tai'chang 斋日多加周太常
'zhan'bu'lin'zhong'huang'tu'dui 薝卜林中黄土堆
'zhan'chang'geng'jin'ye'hua'xi 战场耕尽野花稀
'zhan'hui'er'ji'zhong'wei'lang 邅回二纪重为郎
'zhan'jia'xu'huan'bian'dao'lai 蘸甲须欢便到来
'zhan'qiu'jun'chang'ying'feng'ju 毡裘君长迎风惧
'zhan'zhuan'xiang'yi'xin 辗转相忆心
'zhang'fu'wu'te'da 丈夫无特达
'zhang'jiang'nan'qu'ru'yun'yan 瘴江南去入云烟
'zhang'ju'can'fei'di'yi'liu 章句惭非第一流
'zhang'ju'ci'kong'liu 章句此空留
'zhang'luo'yi'dao'kou 张罗依道口
'zhang'wang'ri'ri'gao 张王日日高
'zhang'yan'zhan'fei'yu 瘴烟跕飞羽
'zhang'yun'shen'chu'shou'gu'cheng 瘴云深处守孤城
'zhang'yun'si'mian'qi 瘴云四面起
'zhang'zai'jing'men'ying'shu'yan 长在荆门郢树烟
'zhang'zhong'lu'xue'liu'man'di 帐中虏血流满地
'zhao'jun'fang'zhong'duo'nv'ban 昭君坊中多女伴
'zhao'mao'wen'xue'bai'niao'shi 爪毛吻血百鸟逝
'zhao'qu'ting'qian'shui'dong'zhu 招屈亭前水东注
'zhao'shu'xu'zhu'yang'he'zhi 诏书许逐阳和至
'zhao'tan'chu'lao'jiao 照潭出老蛟
'zhao'xia'chu'pi'wen'shi'shu 诏下初辟温室树
'zhao'zhui'fu'dou'er'yue'zhi'ba'ting'shang 诏追赴都二月至灞亭上
'zhe'gu'jing'qi'rao'li'ti 鹧鸪惊起绕篱啼
'zhe'ju'chou'ji'si'you'qi 谪居愁寂似幽栖
'zhe'shan'han'shui'zhong 赭山寒水中
'zhe'xian'nian'yue'jin'ying'man 谪仙年月今应满
'zhe'zai'san'xiang'zui'yuan'zhou 谪在三湘最远州
'zhe'zhi'ben'chu'chu'wang'jia 柘枝本出楚王家
'zhen'bi'you'kan'hu'yi'zhi 振臂犹堪呼一掷
'zhen'ren'xi'lai'you 真人昔来游
'zhen'xi'ru'fei'bai'zu'qing 振锡如飞白足轻
'zhen'xiu'qing'huan'feng'lu'qian 振袖倾鬟风露前
'zhen'xun'fu'hua'lin 振迅拂华林
'zhen'yuan'liao'wu'qu 真源了无取
'zhen'zhe'chun'qian'zhi 振蛰春潜至
'zhen'zhong'he'shi'cheng'jin'xiu 珍重贺诗呈锦绣
'zheng'bi'ri'yue'guang 争蔽日月光
'zheng'duo'zhu'sheng'fen'xiang'xiang 争多逐胜纷相向
'zheng'fu'du'yao'jin 征夫渡要津
'zheng'hai'jing'shi'jian'jiu'fan'guan'feng'shu'da 征还京师见旧番官冯叔达
'zheng'lai'zhi'ci'he'zhi'ci 争来致辞何至此
'zheng'nan'jiang'jun'deng'li'qiao 征南将军登丽谯
'zheng'shi'tang'dong'you'jiu'cong 政事堂东有旧丛
'zheng'si'chui'yang'wu'xian'shi 争似垂杨无限时
'zheng'tu'chu'ba'si 征途出霸涘
'zheng'yue'kan'deng'hu'bu'jiong 正月看灯户不扃
'zheng'zhi'zhang'xia'bu'cheng'lu 争知掌下不成卢
'zhi'chuan'jia'xue'yu'qing'xiang 知传家学与青箱
'zhi'chuan'rang'qi'wei 支川让其威
'zhi'dao'kai'yuan'wang'zhang'shi 直到开元王长史
'zhi'dao'san'chun'hua'jin'shi 直到三春花尽时
'zhi'huan'zhao'gu'ming 指环照骨明
'zhi'jiang'lan'pu'xian'wu'liang 芷江兰浦限无梁
'zhi'jin'bei'you'yu 至今悲有余
'zhi'jin'ren'dao'jiang'jia'zhai 至今人道江家宅
'zhi'jin'shui'liu'shan'chong'chong 至今水流山重重
'zhi'jin'you'zi'xi'yao'duo 至今犹自细腰多
'zhi'jun'dang'ci'xi 知君当此夕
'zhi'jun'ji'yang'si'huan'yan 知君技痒思欢宴
'zhi'jun'wen'zi'gong 知君文字工
'zhi'jun'yi'de'qian'shen'shi 知君忆得前身事
'zhi'kong'ming'zou'cui'shang'dao 只恐鸣驺催上道
'zhi'lang'tian'yan'ding'zhong'guan 支郎天眼定中观
'zhi'ling'wei'jin'shi 致令委金石
'zhi'ling'wen'zi'chuan'qing'jian 只令文字传青简
'zhi'liu'ri'fei'sa 支流日飞洒
'zhi'nv'fen'ming'yin'han'qiu 织女分明银汉秋
'zhi'qian'li 至千里
'zhi'qing 至清
'zhi'qing'fu'gui'zhong'qing'cai 知轻富贵重清才
'zhi'shi'qing'yun'xi'yu'han 指示青云惜羽翰
'zhi'si'dang'shi'chu'wang'shi 只似当时初望时
'zhi'sui'zhu'jiao'fang 志遂贮椒房
'zhi'xin'jiao'fu'ji'yu'dao 支心搅腹戟与刀
'zhi'yan'sheng'zi'zhi 只言绳自直
'zhi'yi'yong'shu'zhao'wu'yi 直以慵疏招物议
'zhi'yin'bu'jian'si'cang'ran 知音不见思苍然
'zhi'ying'chang'zai'han'yang'du 只应长在汉阳渡
'zhi'ying'chang'zuo'long'cheng'shou 只应长作龙城守
'zhi'yu'ge'zhe'lao 知余歌者劳
'zhi'yuan'yi'qu'hou'ting'hua 只缘一曲后庭花
'zhi'zai'an'xiao'sa 志在安萧洒
'zhi'zhu'zheng'nan'guan'chu'cai 知逐征南冠楚才
'zhong'chao'dui'zun'jiu 终朝对尊酒
'zhong'ci'ru'zhong'yu 种此如种玉
'zhong'gu'si'ye'ming 钟鼓四野鸣
'zhong'guan'qun'li'san 重关群吏散
'zhong'gui'yao'bian'li'qing'jiu 中贵腰鞭立倾酒
'zhong'guo'shu'liu'rang'huang'xiang 中国书流让皇象
'zhong'lang'qi'sheng'bei'qiu'qi 中郎骑省悲秋气
'zhong'liu'liu'jiang'bian 种柳柳江边
'zhong'liu'xi'ti 种柳戏题
'zhong'mu'hu'hua 种木槲花
'zhong'nan'qiu'xue 终南秋雪
'zhong'qi'nan'yuan'dai'cheng'qi 种漆南园待成器
'zhong'qi'pao'yin'shou 终期抛印绶
'zhong'qin'xuan'hu'du'ning'ji 众禽喧呼独凝寂
'zhong'qing'shi'jian'li 众情嗜奸利
'zhong'ri'ou'zhong'ren 终日偶众人
'zhong'ri'rao'ren'sun'ji'ge 终日饶人损机格
'zhong'ri'wang'fu'fu'bu'gui 终日望夫夫不归
'zhong'shi'ti'dao'chu'jin'lai 中使提刀出禁来
'zhong'tao'dao'shi'gui'he'chu 种桃道士归何处
'zhong'wen'tian'le'bu'sheng'qing 重闻天乐不胜情
'zhong'xin'mo'xue'tai'hang'shan 中心莫学太行山
'zhong'xu'jing'pei'sao'yun'lei 终须旌旆扫云雷
'zhong'ye'qi'wang'xi'yuan'zhi'yue'shang 中夜起望西园值月上
'zhong'yi'wang'zheng'hai 众意望征还
'zhong'you'shi'pian'jue'shi'cai 中有诗篇绝世才
'zhong'you'xiao'yao'ren 中有逍遥人
'zhong'zhi'heng'yang'shang'liu'yi'cao 重至衡阳伤柳仪曹
'zhou'jiu'you'yu'le 啁啾有余乐
'zhou'ju'chi'shang'ting'du'yin 昼居池上亭独吟
'zhou'lang'yi'hui'gu 周郎一回顾
'zhou'nan'liu'zhi'shang'shan'lao 周南留滞商山老
'zhou'yu'song'sheng'ru'ding'lai 骤雨松声入鼎来
'zhu'cong'shen'hou'chang 竹丛身后长
'zhu'dao'gao'shan'wei'deng'chu 柱到高山未登处
'zhu'di'yang'qian'jing 朱邸扬前旌
'zhu'ge'tu'ling'long 珠蛤吐玲珑
'zhu'gong'you'mu'fang'gao'bu 渚宫油幕方高步
'zhu'hong'wei'jiao'yi 渚鸿未矫翼
'zhu'jing'niao'mian'man 竹径鸟绵蛮
'zhu'jing'ying'yu'ru 竹径萦纡入
'zhu'jun'zhang'you'meng'xiong'shi 祝君长有梦熊诗
'zhu'ke'qiao'cui'jiu 逐客憔悴久
'zhu'lou'yuan'an'shang 竹楼缘岸上
'zhu'lun'shang'yi'qun'fei'zhi 朱轮尚忆群飞雉
'zhu'lun'zi'di'you 朱轮兹地游
'zhu'men'jiao'bi'xun 朱门交碧浔
'zhu'men'tui'gong'hou 朱门退公后
'zhu'que'qiao'bian'ye'cao'hua 朱雀桥边野草花
'zhu'ren'chao'ye'zao 主人朝谒早
'zhu'ren'zai'xi'jing 主人在西京
'zhu'ru'tuan'yuan'chu 注入团圆处
'zhu'shu'ceng'xue'zheng'si'nong 注书曾学郑司农
'zhu'xian'geng'ku'tong 朱弦縆枯桐
'zhu'xian'yi'jue'wei'zhi'yin 朱弦已绝为知音
'zhu'xian'yu'qing'yun'nan'ru 朱弦玉磬韵难如
'zhu'yong'jin'chui'li 筑用金锤力
'zhu'zhi'ci'er'shou 竹枝词二首
'zhu'zhi'ci'jiu'shou 竹枝词九首
'zhu'zhi'wu'xian'qing 竹枝无限情
'zhuan'dao'qu'qian'cheng 转道趋前程
'zhuan'jing'tong'lu'sun'biao'ge 砖井铜炉损标格
'zhuang'lian'chong'wang'hou'ru'jian 妆奁虫网厚如茧
'zhuang'qu'bi'you'sui 壮躯闭幽隧
'zhuang'xin'wa'jie'kong'lei'qiu 壮心瓦解空缧囚
'zhui'er'yao'ji'he'shui'wen 坠珥妖姬和睡闻
'zhui'si'wang'shi'zi'jie'jiu 追思往事咨嗟久
'zhui'si'yi'luo'bin 追思伊洛滨
'zhuo'jin'jiang'bian'liang'an'hua 濯锦江边两岸花
'zi'bang'fang'cong'zhai'ying'zui 自傍芳丛摘鹰嘴
'zi'cheng'dui'ce'ming'guang'gong 自称对策明光宫
'zi'cheng'san'pi'weng 自称三癖翁
'zi'ci'ceng'zhan'xuan'shi'zhao 自此曾沾宣室召
'zi'cong'shan'ren'yu'qiao'zi 自从山人遇樵子
'zi'cong'xi'hu'wei'yuan'shuai 自从郤縠为元帅
'zi'cong'xue'li'chang'xin'qu 自从雪里唱新曲
'zi'cong'yun'san'ge'dong'xi 自从云散各东西
'zi'de'ben'wu'zuo 自得本无作
'zi'fu'ba'wang'lue 自负霸王略
'zi'gu'feng'qiu'bei'ji'liao 自古逢秋悲寂寥
'zi'gu'ru'jin'yao'lu'jin 自古如今要路津
'zi'gu'xiang'men'hai'chu'xiang 自古相门还出相
'zi'jiang'ling'yan'liu'dao'zhong 自江陵沿流道中
'zi'li'cong'lai'shi'bu'tong 资历从来事不同
'zi'lian'bu'shi'ping'jin'ge 自怜不识平津阁
'zi'lie'gan'dan'heng 眦裂肝胆横
'zi'ling'ru'jin'cai'yuan'xiang 紫菱如锦彩鸳翔
'zi'mo'hong'chen'fu'mian'lai 紫陌红尘拂面来
'zi'mo'ye'lai'yu 紫陌夜来雨
'zi'shi'zao'hua'yi'you'wu 自是造化一尤物
'zi'sun'ri'yi'chang 子孙日已长
'zi'wei'hai'kan'yang'lao'fu 滋味还堪养老夫
'zi'xin'zhu'ming'dang 恣心注明珰
'zi'yan'mai'xiao'zhi'huang'jin 自言买笑掷黄金
'zi'yan'shang'ji'li 自言上计吏
'zi'yan'shao'xiao'xue'chui'di 自言少小学吹笛
'zi'yan'tai'ge'you'zhi'yin 自言台阁有知音
'zi'yan'wo'jin'ren 自言我晋人
'zi'yin'bai'xue'quan'ci'fu 自吟白雪铨词赋
'zi'you'yuan'gong'zi'zhi'lv 自有园公紫芝侣
'zi'zhai'zhi'jian'e'qing'yu 自摘至煎俄顷余
'zi'zuo'feng'gui'luo'xia'chou'le'tian'jian'cheng'pei'ling'gong 自左冯归洛下酬乐天兼呈裴令公
'zong'guan'yun'wei'jiang'zhi'mei 纵观云委江之湄
'zong'ling'wu'yue'ye 纵令无月夜
'zong'shi'liang'biao'sheng'dan'xi 纵使凉飙生旦夕
'zong'yan'bu'zong'tan 纵言不纵谈
'zong'you'lin'ren'jie'chui'di 纵有邻人解吹笛
'zou'shang'fan'ji'mu 走上樊姬墓
'zou'shang'gao'qiao'zhe'hua'xi 走上皋桥折花戏
'zuan'gui'de'yu'gua 钻龟得雨卦
'zui'gao'ge 最高格
'zui'li'feng'qing'di'shao'nian 醉里风情敌少年
'zui'ta'da'di'xiang'ying'ge 醉踏大堤相应歌
'zuo'jue'zhong'bin'yu 坐绝众宾语
'zuo'lai'bu'wei'shi 昨来补卫士
'zuo'ma'yin'shuang'jing 筰马引双旌
'zuo'qian'fan'er'ji 左迁凡二纪
'zuo'qiu'you'you'chi 左丘犹有耻
'zuo'ri'bie'zhu'lun 昨日别朱轮
'zuo'ri'tong'han'ji'she'xiang 昨日同含鸡舌香
'zuo'shi'qing'tian'mu 坐使青天暮
'zuo'wen'kai'ge'xuan 昨闻凯歌旋
'zuo'wo'kan'qing'shan 坐卧看青山
'zuo'ye'hua'tang'ge'wu'ren 昨夜华堂歌舞人
