'ai'san'ba 艾三把
'xi'jing'teng'fan 膝胫疼烦
'xi'lang'liu'fen'ao 蟋螂六分熬
'xi'qian 喜欠
'xi'ran'zhe 淅然者
'xi'tai'xi 喜太息
'xi'xi'fa're 翕翕发热
'xi'xi'shao'qi 吸吸少气
'xi'xin 细辛
'xi'xin'er'fen 细辛二分
'xi'xin'er'liang 细辛二两
'xi'xin'liu'liang 细辛六两
'xi'xin'san'fen 细辛三分
'xi'xin'san'liang 细辛三两
'xi'xin'yi'liang'qian'jin'zuo'ren'shen 细辛一两千金作人参
'xi'yao'jian'zhe 息摇肩者
'xi'yi 洗已
'xi'yin'xiong'zhong 息引胸中
'xi'zhi'qi'bing'ye 悉致其病也
'xia'bai'wu 下白物
'xia'bu'shi'xin 夏不食心
'xia'gen'qi'jie 下根气街
'xia'jiao'jiao'ruo 下焦脚弱
'xia'jiao'jie 下焦竭
'xia'li'bu'yin'shi'zhe 下利不饮食者
'xia'li'qu'da'huang 下利去大黄
'xia'san'yue'jia'sheng'jiang'san'fen 夏三月加生姜三分
'xia'wu'gen'zhe 下无根者
'xia'wu'han 下无汗
'xia'wu'xu'ji'fu'xia'tong'hei 虾无须及腹下通黑
'xia'xue 下血
'xia'xue'zhan'yu'zhe 下血谵语者
'xia'you'chen'han'zhe'jia'xi'xin'san'fen 下有陈寒者加细辛三分
'xia'yu'xue'tang'fang 下瘀血汤方
'xia'yue'da'zui'han'liu 夏月大醉汗流
'xia'zhi'bu'ken'zhi 下之不肯止
'xia'zhi'hou'zhe 下之后者
'xia'zhi'huang'zi'qu 下之黄自去
'xia'zhi'ji'xiong'man'duan'qi 下之即胸满短气
'xia'zhi'yu 下之愈
'xia'zhi'ze'jing 下之则痉
'xian'bian'hou'xue 先便后血
'xian'chi'zhe'duo'han 弦迟者多寒
'xian'chi'zhe'ke'wen'zhi 弦迟者可温之
'xian'cuo'bai'pu'xi'ban'ling 先銼败蒲席半领
'xian'dao'da'huang'gan'jiang'wei'mo 先捣大黄干姜为末
'xian'er'bu'qi'zhe 陷而不起者
'xian'he'cheng'zhi 先和成汁
'xian'jin'zhe'ke'fa'han'zhen'jiu'ye 弦紧者可发汗针灸也
'xian'ke'hou'ou 先渴后呕
'xian'mo'zhi 涎沫止
'xian'shi'fu'yi'wan 先食服一丸
'xian'shi'jiu'yin'xia'san'wan 先食酒饮下三丸
'xian'shi'yin'fang'cun'bi 先食饮方寸匕
'xian'shi'yin'fu'shi'wan 先食饮服十丸
'xian'shi'yin'fu'yi'wan 先食饮服一丸
'xian'shu'zhe'duo're 弦数者多热
'xian'shu'zhe'feng'fa'ye 弦数者风发也
'xian'wei'ku'shi 先未苦时
'xian'xiao'jin'zhe'xia'zhi'cha 弦小紧者下之差
'xian'xue'hou'bian 先血后便
'xian'you'han 先有寒
'xian'yu'yang'zhe 现于阳者
'xian'ze'shang'gu 咸则伤骨
'xian'ze'wei'jian 弦则为减
'xian'ze'wei'qi'bu'xing 弦则卫气不行
'xian'zhi'xin'bing 先治新病
'xian'zhu'ba'mei'qu'san'sheng 先煮八昧取三升
'xian'zhu'er'wei 先煮二味
'xian'zhu'er'wu 先煮二物
'xian'zhu'fei'da'zao'shi'mei 先煮肥大枣十枚
'xian'zhu'fu'ling 先煮茯苓
'xian'zhu'gan'cao 先煮甘草
'xian'zhu'ma'huang 先煮麻黄
'xian'zhu'ma'huang'ge'gen 先煮麻黄葛根
'xian'zhu'ma'huang'liang'fei 先煮麻黄两沸
'xian'zhu'shu'qi 先煮蜀漆
'xian'zhu'shu'qi'ma'huang 先煮蜀漆麻黄
'xian'zhu'si'mei 先煮四昧
'xian'zhu'wei'jing'de'wu'sheng 先煮苇茎得五升
'xian'zhu'xiao'mai'shu 先煮小麦熟
'xian'zhu'yin'chen 先煮茵陈
'xian'zhu'zhi'shi'hou'pu 先煮枳实厚朴
'xiang'chi'er'liang 香豉二两
'xiang'gang'xun'zhi 向肛熏之
'xiang'he 相和
'xiang'ru'shen'ling'suo'zuo 象如神灵所作
'xiang'ruo'ben'tun 象若奔豚
'xiang'shi'qian'ren'shen'zhong'jiao'tang 想是前妊娠中胶汤
'xiang'wu'zang'ge'you'zhong'feng'zhong'han 详五藏各有中风中寒
'xiao'ban'xia'jia'fu'ling'tang 小半夏加茯苓汤
'xiao'ban'xia'jia'fu'ling'tang'fang 小半夏加茯苓汤方
'xiao'ban'xia'jia'fu'ling'tang'zhu'zhi 小半夏加茯苓汤主之
'xiao'ban'xia'jia'fu'ling'tang'zhu'zhi'fang'jian'shang 小半夏加茯苓汤主之方见上
'xiao'ban'xia'tang'fang 小半夏汤方
'xiao'ban'xia'tang'zhu'zhi 小半夏汤主之
'xiao'ban'xia'tang'zhu'zhi'qian'jin'yun 小半夏汤主之千金云
'xiao'bian'bi'nan 小便必难
'xiao'bian'bu'li 小便不利
'xiao'bian'bu'li'er'chi 小便不利而赤
'xiao'bian'bu'li'yi'yun'li 小便不利一云利
'xiao'bian'bu'li'zhe 小便不利者
'xiao'bian'bu'tong 小便不通
'xiao'bian'chi 小便赤
'xiao'bian'dang'li 小便当利
'xiao'bian'dang'xia 小便当下
'xiao'bian'fan'duo 小便反多
'xiao'bian'ji'nan 小便即难
'xiao'bian'ji'shu 小便即数
'xiao'bian'li'shu 小便利数
'xiao'bian'li'yi'yun'bu'li'zhe'si 小便利一云不利者死
'xiao'bian'li'ze'yu 小便利则愈
'xiao'bian'nan 小便难
'xiao'bian'ru'su'zhuang 小便如粟状
'xiao'bian'se'bu'bian 小便色不变
'xiao'bian'shu 小便数
'xiao'bian'shu'zhe 小便数者
'xiao'bian'tong'li 小便通利
'xiao'bian'wei'li'ze'yu 小便微利则愈
'xiao'bian'wei'nan'er'bu'ke 小便微难而不渴
'xiao'bian'xu'tong 小便续通
'xiao'bian'yi 小便已
'xiao'bian'yi'dou 小便一斗
'xiao'bian'ze'li 小便则利
'xiao'bian'zheng'huang 小便正黄
'xiao'bian'zi'li 小便自利
'xiao'bian'zi'li'zhe 小便自利者
'xiao'bian'zi'tiao 小便自调
'xiao'chai'hu'tang'zhu'zhi 小柴胡汤主之
'xiao'chang'you'han'zhe 小肠有寒者
'xiao'chuang'ji'fen'zhi 小疮即粉之
'xiao'er'fu'si'he 小儿服四合
'xiao'er'gan'chong'shi'chi'fang'yi'fei'zhong'jing'fang 小儿疳虫蚀齿方疑非仲景方
'xiao'fu'man'yu'tu 小腹满欲吐
'xiao'fu'xian'ji 小腹弦急
'xiao'gu 消谷
'xiao'jian'zhong'tang'fang 小建中汤方
'xiao'jian'zhong'tang'jian'qian'xu'lao'zhong 小建中汤见前虚劳中
'xiao'jian'zhong'tang'zhu'zhi 小建中汤主之
'xiao'ke 消渴
'xiao'ke'xiao'bian'bu'li'lin'bing'mai'zheng'bing'zhi'shi'san 消渴小便不利淋病脉证并治十三
'xiao'mai'yi'jin 小麦一斤
'xiao'mai'yi'sheng 小麦一升
'xiao'mai'zhi'fu'zhi 小麦汁服之
'xiao'nan'ye 小难也
'xiao'pin'yun 小品云
'xiao'qing'long'jia'shi'gao'tang'fang'qian'jin'zheng'zhi'tong 小青龙加石膏汤方千金证治同
'xiao'qing'long'jia'shi'gao'tang'zhu'zhi 小青龙加石膏汤主之
'xiao'qing'long'tang'fang 小青龙汤方
'xiao'qing'long'tang'fang'jian'fei'yong'zhong 小青龙汤方见肺痈中
'xiao'qing'long'tang'fang'jian'ke'sou'men'zhong 小青龙汤方见咳嗽门中
'xiao'qing'long'tang'yi'zhu'zhi 小青龙汤亦主之
'xiao'qing'long'tang'zhu'zhi 小青龙汤主之
'xiao'qing'long'tang'zhu'zhi'fang'jian'shang'wen'fei'yong'zhong 小青龙汤主之方见上文肺痈中
'xiao'shi 硝石
'xiao'shi'fan'shi'san'fang 硝石矾石散方
'xiao'shi'ge'si'liang 硝石各四两
'xiao'suan'duo'shi 小蒜多食
'xiao'tan'qi 消痰气
'xiao'xie'zhong'li 小邪中里
'xiao'you'lao 小有劳
'xie'bai'ban'jin 薤白半斤
'xie'bai'san'liang 薤白三两
'xie'bu'ke'gong'niu'rou'zuo'geng'shi'zhi 薤不可共牛肉作羹食之
'xie'dao'zhi 薤捣汁
'xie'ku'shi'hun'po'bu'an'zhe 邪哭使魂魄不安者
'xie'mu'xiang'xiang 蟹目相向
'xie'qi'fan'huan 邪气反缓
'xie'qi'nei'cang'yu'xin 邪气内藏于心
'xie'qi'ru'zhong 邪气入中
'xie'qi'zhong'jing 邪气中经
'xie'ru'yu'cang 邪入于藏
'xie'ru'yu'fu 邪入于府
'xie'xia'fu'tong 胁下腹痛
'xie'xia'ji'tong 胁下急痛
'xie'xia'ni'qiang'xin 胁下逆抢心
'xie'xia'pian'tong 胁下偏痛
'xie'xia'tong 胁下痛
'xie'xia'tong'yin'que'pen 胁下痛引缺盆
'xie'xia'zhi'man 胁下支满
'xie'xin'tang'fang'jian'jing'ji'zhong 泻心汤方见惊悸中
'xie'xin'tang'fang'yi'zhi'huo'luan 泻心汤方亦治霍乱
'xie'xin'tang'zhu'zhi 泻心汤主之
'xie'zai'pi'fu 邪在皮肤
'xie'zai'yu'jing 邪在于经
'xie'zai'yu'luo 邪在于络
'xie'zheng'xiang'bo 邪正相搏
'xin'bing'jin'xian 心病禁咸
'xin'chan'fu'ren'you'san'bing 新产妇人有三病
'xin'chan'xue'xu'duo'chu'han'xi'zhong'feng 新产血虚多出汗喜中风
'xin'fan'tu'tong 心烦吐痛
'xin'fu'jian'man'tong'zhi'zhi'fang 心腹坚满痛治之方
'xin'fu'zhang'man 心腹胀满
'xin'ge'jian'bing 心膈间病
'xin'ji'fa're 心急发热
'xin'jiang'shao'xu 新绛少许
'xin'qi'bu'zu 心气不足
'xin'qi'xu'zhe 心气虚者
'xin'qi'zhe 馨气者
'xin're'jia'da'huang'er'fen 心热加大黄二分
'xin'ren'zhi'xie 馨饪之邪
'xin'shang'zhe 心伤者
'xin'shui'zhe 心水者
'xin'si'cang 心死藏
'xin'tong'che'bei 心痛彻背
'xin'tong'che'bei'zhe 心痛彻背者
'xin'tong'fa'zuo'you'shi 心痛发作有时
'xin'xia'du'tong 心下毒痛
'xin'xia'ji 心下悸
'xin'xia'ji'pi 心下即痞
'xin'xia'ji'zhe 心下悸者
'xin'xia'jian 心下坚
'xin'xia'jian'da'ru'pan 心下坚大如盘
'xin'xia'jian'huo'fu'zhang 心下坚或腹胀
'xin'xia'jian'zhu 心下坚筑
'xin'xia'men 心下闷
'xin'xia'pi 心下痞
'xin'xia'pi'jian 心下痞坚
'xin'xia'ruo'wei'wen'zhe 心下若微温者
'xin'xia'xu'jian'man 心下续坚满
'xin'xia'you'shui 心下有水
'xin'xia'you'tan'yin 心下有痰饮
'xin'xia'you'zhi'yin 心下有支饮
'xin'xia'you'zhi'yin'gu'ye 心下有支饮故也
'xin'xia'ze'pi'ye 心下则痞也
'xin'xiong'bu'an 心胸不安
'xin'xiong'jian'xu 心胸间虚
'xin'xiong'zhong'da'han'tong 心胸中大寒痛
'xin'xue'xia'ru'tun'gan 新血下如豚肝
'xin'zhong'ao'nao'er're 心中懊憹而热
'xin'zhong'ao'nao'huo're'tong 心中懊憹或热痛
'xin'zhong'e'han'bu'zu'zhe 心中恶寒不足者
'xin'zhong'feng'zhe 心中风者
'xin'zhong'han'zhe 心中寒者
'xin'zhong'ji 心中饥
'xin'zhong'jian 心中坚
'xin'zhong'pi 心中痞
'xin'zhong're 心中热
'xin'zhong'ru'dan'suan'qi'zhuang 心中如啖蒜薺状
'xin'zhong'teng're 心中疼热
'xin'zhong'tong'er'zi'fan 心中痛而自烦
'xin'zhong'wen'wen'ye'ye'zhe'fang'jian'xu'lao'zhong 心中温温液液者方见虚劳中
'xing'dai'yu 行带伛
'xing'dong'ru'chang 行动如常
'xing'lao'bu'shou 杏酪不熟
'xing'qi'zhen'yao 行其针药
'xing'ren'ban'sheng 杏仁半升
'xing'ren'ban'sheng'qu'pi'jian 杏仁半升去皮尖
'xing'ren'er'mei 杏仁二枚
'xing'ren'ge'liu'fen 杏仁各六分
'xing'ren'qi'shi'ge'qu'pi'jian 杏仁七十个去皮尖
'xing'ren'qu'pi'jian 杏仁去皮尖
'xing'ren'san'liang 杏仁三两
'xing'ren'shi'ge'qu'pi'jian 杏仁十个去皮尖
'xing'ren'si'shi'ge'qu'pi'jian 杏仁四十个去皮尖
'xing'ren'si'shi'mei 杏仁四十枚
'xing'ren'wu'shi'ge 杏仁五十个
'xing'ren'yi'fen 杏仁一分
'xing'ren'yi'sheng 杏仁一升
'xing'ru'shui'zhuang 形如水状
'xing'ru'zui'ren 形如醉人
'xing'ti'sun'fen 形体损分
'xiong'bei'tong 胸背痛
'xiong'bi 胸痹
'xiong'bi'bu'de'wo 胸痹不得卧
'xiong'bi'huan'ji'zhe 胸痹缓急者
'xiong'bi'xin'tong'duan'qi'bing'mai'zheng'zhi'jiu 胸痹心痛短气病脉证治九
'xiong'bi'xin'zhong'pi 胸痹心中痞
'xiong'bi'zhi'bing 胸痹之病
'xiong'gui'jiao'ai'tang'fang'yi'fang'jia'gan'jiang'yi'liang 芎归胶艾汤方一方加干姜一两
'xiong'huang 雄黄
'xiong'huang'ban'liang'yan'bie'jia'shou'zhi'da'yi'pian'zhi 雄黄半两研鳖甲手指大一片炙
'xiong'huang'xun'fang 雄黄熏方
'xiong'huang'xun'zhi 雄黄熏之
'xiong'ji'guan 雄鸡冠
'xiong'man 胸满
'xiong'man'kou'jin 胸满口噤
'xiong'man'kou'zao'zhe 胸满口燥者
'xiong'man'zhe 胸满者
'xiong'qiong 芎穷
'xiong'qiong'ban'jin'yi'zuo'san'liang 芎窮半斤一作三两
'xiong'qiong'er'liang 芎穷二两
'xiong'qiong'ge'yi'jin 芎穷各一斤
'xiong'shang'you'han 胸上有寒
'xiong'shu'shi'er'qi'li 雄鼠屎二七粒
'xiong'xie'ku'tong 胸胁苦痛
'xiong'xie'man 胸胁满
'xiong'xie'ni'man 胸胁逆满
'xiong'xie'zhi'man 胸胁支满
'xiong'zhong'han'shi'er'li'bu'zhi'zhe 胸中寒实而利不止者
'xiong'zhong'jia'cuo 胸中甲错
'xiong'zhong'qi'sai 胸中气塞
'xiong'zhong'ru'man 胸中如满
'xiong'zhong'tong 胸中痛
'xiong'zhong'you'liu'yin 胸中有留饮
'xiong'zhong'zhi 胸中窒
'xu'de'xia'li'qing'gu'bu'zhi 续得下利清谷不止
'xu'han'xiang'bo 虚寒相搏
'xu'jie'yong'nong 蓄结痈脓
'xu'lai'han're 续来寒热
'xu'lao'li'ji 虚劳里急
'xu'lao'xu'fan'bu'de'mian 虚劳虚烦不得眠
'xu'lao'yao'tong 虚劳腰痛
'xu'lao'zhu'bu'zu 虚劳诸不足
'xu'nan'xiang'bo 虚难相搏
'xu'ruo'fu're'han'chu'zhe 虚弱浮热汗出者
'xu'shi'jin'xian 虚实紧弦
'xu'xu'bao'jie 徐徐抱解
'xu'xu'shi'shi 虚虚实实
'xu'yu 须臾
'xu'yu'dang'chai 须臾当差
'xu'yu'fu'zhi 须臾复止
'xu'yu'li'su 须臾立苏
'xu'yu'yin're'xi'zhou'yi'sheng'yu 须臾饮热稀粥一升余
'xu'ze'wei'qi'bu'zu 虚则卫气不足
'xu'ze'yi'niao 虚则遗尿
'xu'zhe'bu'zhi 虚者不治
'xu'zhe'ji'yu 虚者即愈
'xu'zhi'qie'ji'zhe'yi 须知切忌者矣
'xu'zhi'shu'shi'ri'bu'jie 续之数十日不解
'xu'zi'han'chu 续自汗出
'xuan'fu'hua'san'liang 旋复花三两
'xuan'fu'hua'tang'fang 旋复花汤方
'xuan'fu'hua'tang'zhu'zhi 旋复花汤主之
'xuan'ji'zhe 眩悸者
'xuan'yin'nei'tong 悬饮内痛
'xue'bi 血痹
'xue'bi'bing'cong'he'de'zhi 血痹病从何得之
'xue'bi'xu'lao'bing'mai'zheng'bing'zhi'liu 血痹虚劳病脉证并治六
'xue'bu'li'ze'wei'shui 血不利则为水
'xue'han'ji'jie'bao'men 血寒积结胞门
'xue'mai'xiang'chuan 血脉相传
'xue'qi'ru'zang'ji'si 血气入藏即死
'xue'qi'shao'ye 血气少也
'xue'qi'shao'zhe'shu'yu'xin 血气少者属于心
'xue'wei'zhi'ning'zhi 血为之凝滞
'xue'xu'er'jue 血虚而厥
'xun'xi 熏洗
'ya'luan'bu'ke'he'bie'rou'shi'zhi 鸭卵不可合鳖肉食之
'yan'ba'dou'nei'zhong 研巴豆内中
'yan'deng'fen 盐等分
'yan'duo'shi 盐多食
'yan'gan'bu'he 咽干不喝
'yan'gan'bu'ke 咽干不渴
'yan'gan'kou'zao 咽干口燥
'yan'hou'bu'li 咽喉不利
'yan'hou'tong 咽喉痛
'yan'hu'xuan'mao 奄忽眩冒
'yan'rou'wu'shi 燕肉勿食
'yan'ru'zhi 研如脂
'yan'yi'sheng'shui'san'sheng 盐一升水三升
'yan'zao'bu'ke 咽燥不渴
'yan'zao'er'ke 咽燥而渴
'yan'zao'yu'yin'shui 咽燥欲饮水
'yan'zhong'zhan'zhan 咽中占占
'yang'bing'shi'ba'he'wei'ye 阳病十八何谓也
'yang'bu 阳部
'yang'dan'zheng'xu'zai'er 阳旦证续在耳
'yang'du'zhi'wei'bing 阳毒之为病
'yang'gan'gong'sheng'jiao'shi'zhi 羊肝共生椒食之
'yang'ming'bing 阳明病
'yang'qi'bu'tong'ji'shen'leng 阳气不通即身冷
'yang'qi'du'fa 阳气独发
'yang'qi'du'sheng 阳气独盛
'yang'qi'shuai'zhe'wei'kuang 阳气衰者为狂
'yang'qian'tong'ze'e'han 阳前通则恶寒
'yang'rou'bu'ke'gong'sheng'yu'lao'shi'zhi 羊肉不可共生鱼酪食之
'yang'rou'qi'you'su're'zhe 羊肉其有宿热者
'yang'rou'yi'jin 羊肉一斤
'yang'shi'sheng 阳始生
'yang'shuai'zhi'hou 阳衰之后
'yang'sun'yin'sheng 阳损阴盛
'yang'ti'jia'zhong'you'zhu'zi'bai'zhe 羊蹄甲中有珠子白者
'yang'wei'xie'feng 痒为泄风
'yang'wei'yin'xian 阳微阴弦
'yang'zhong'you'yin 阳中有阴
'yao'cheng'ru'nao 药成入脑
'yao'kuan'chi'tong 腰髋弛痛
'yao'teng 腰疼
'yao'tong'bei'qiang'bu'neng'xing 腰痛背强不能行
'yao'xia'fu'zeng'qu'yi'sheng 药下复增取一升
'yao'yi'shang'zhong 腰以上肿
'yao'yi'xia'dang'zhong'ji'yin 腰以下当肿及阴
'yao'yi'xia'leng'tong 腰以下冷痛
'yao'yi'xia'zhong 腰以下肿
'yao'yun'yu'da'xu'ming'tong 姚云与大续命同
'yao'zhong'ji'wen 腰中即温
'yao'zhong'jie'bu'ke'yong 药中皆不可用
'yao'zhong'leng 腰中冷
'ye'ji'zai'xia'yue 暍既在夏月
'ye'ju'bu'ke'tong'mi'shi'zhi 野苣不可同蜜食之
'ye'sai'xi'xi'ru'yang 噎塞习习如痒
'ye'shi'sheng'cai 夜食生菜
'ye'shi'ye 暍是也
'ye'shi'zhu'jiang'suan'cong'deng 夜食诸姜蒜葱等
'ye'yi'fu 夜一服
'ye'you'leng 叶尤冷
'ye'yuan'er'guang 叶圆而光
'yi'bai'fen'shao'xu 以白粉少许
'yi'bai'wan'wei'ji 一百丸为剂
'yi'bao'xi'le'li 以胞系了戾
'yi'bei'gai'fu 衣被盖覆
'yi'ben'yun'yin'chen'tang'ji'wu'ling'san'bing'zhu'zhi 一本云茵陈汤及五苓散并主之
'yi'bie'jia'jian'he'zhu'yao'wei'wan 以鳖甲煎和诸药为丸
'yi'bie'jia'jian'wan 宜鳖甲煎丸
'yi'bing'fa'shi'huo'jie'qi'han 以病发时火劫其汗
'yi'bing'ren'zhi'nei'zhong 以病人栉内中
'yi'bu'ke'he'kui'shi'zhi 亦不可合葵食之
'yi'bu'pi'qi 亦补脾气
'yi'bu'yi'shi 亦不宜食
'yi'chai'hu'yang 宜柴胡杨
'yi'chang'fu'dang'gui'san'zhu'zhi 宜常服当归散主之
'yi'cheng'ye'yu 亦成野芋
'yi'ci'bie'zhi 以此别之
'yi'ci'xiang'zhi 以此详之
'yi'ci'zhi'wei 以此致危
'yi'cu'jiang'shui'fu'zhi 以醋浆水服之
'yi'da'chai'hu'tang 宜大柴胡汤
'yi'da'cheng'qi'tang 宜大承气汤
'yi'da'cheng'qi'tang'zhu'zhi 宜大承气汤主之
'yi'da'huang'fu'zi'tang 宜大黄附子汤
'yi'da'huang'xiao'shi'tang 宜大黄硝石汤
'yi'da'mai'zhou'zhi'he'fu'fang'cun'bi 以大麦粥汁和服方寸匕
'yi'dan'tian'you're 以丹田有热
'yi'dao'shai 异捣筛
'yi'de 亦得
'yi'de'jia'zi 以得甲子
'yi'fan'xia'zhi 医反下之
'yi'fang'cun'bi 以方寸匕
'yi'fang'si'liang 一方四两
'yi'fang'you'ren'shen 一方有人参
'yi'fang'yun'mu'zuo'yun'shi 一方云母作云实
'yi'fei'tang'san'sheng'he'qu'zhi 以沸汤三升和取汁
'yi'fei'tang'wu'he 以沸汤五合
'yi'fei'zhong'jing'fang 疑非仲景方
'yi'fu'jue'shen'bi 一服觉身痹
'yi'fu'xiao'han 一服小汗
'yi'gan'bu'zhi'jia 以肝补之佳
'yi'gan'jiang'dai'zhi 以干姜代之
'yi'gan'lan'shui'yi'dou 以甘澜水一斗
'yi'gan'xi'tou 以泔洗头
'yi'gu'wen'jian'luan'ji'duo 以古文简乱极多
'yi'gua'di'san 宜瓜蒂散
'yi'gui'zhi'jia'huang'qi'tang'zhu'zhi 宜桂枝加黄芪汤主之
'yi'gui'zhi'tang'wu'he'jie'zhi 以桂枝汤五合解之
'yi'han'chu'ru'shui'zhong'yu 以汗出入水中浴
'yi'hou'ke'zhe 已后渴者
'yi'hui'wei'si'pang 以灰围四旁
'yi'ji'zi'bai'bing'jiu'he 以鸡子白并酒和
'yi'jia'shui'wu'sheng 亦加水五升
'yi'jiang'shui'yi'dou'wu'sheng 以浆水一斗五升
'yi'jiao'li'huang'wan'zhu'zhi 已椒苈黄丸主之
'yi'jin'shui 亦禁水
'yi'jin'yin'zhe'er'bian 以金银着耳边
'yi'jing'qi 益精气
'yi'jiu'qi'sheng 以酒七升
'yi'jiu'yi'bei 以酒一杯
'yi'jiu'yi'da'sheng 以酒一大升
'yi'jiu'yi'sheng 以酒一升
'yi'ke'kou'wa'wan'di 亦可扣瓦碗底
'yi'ke'yong're'ni'he'qu'cao 亦可用热泥和屈草
'yi'ke'yong'ye 亦可用也
'yi'ku'jiu'yi'sheng 以苦酒一升
'yi'ku'jiu'zi'wu'mei'yi'xiu 以苦酒渍乌梅一宿
'yi'kuai'tu'wei'du'er'zhi 以快吐为度而止
'yi'leng'yin'zhi 宜冷饮之
'yi'li'wei'du 以利为度
'yi'li'xiao'bian'fa'han 宜利小便发汗
'yi'li'xu'ye 以里虚也
'yi'li'yao'xia'zhi 宜利药下之
'yi'ling'lin'mi'bu'tong 亦令淋秘不通
'yi'mai'ren 以埋人
'yi'mai'zhou'xia'zhi 以麦粥下之
'yi'mei'qing'jiu'wu'sheng 以美清酒五升
'yi'mi'ban'sheng'he'yao'zhi 以蜜半升和药汁
'yi'mi'er'jin 以蜜二斤
'yi'mi'er'sheng 以蜜二升
'yi'mian'chan 以绵缠
'yi'mian'chan'jin'ru'jian 以绵缠筋如茧
'yi'mo'ji'shang 已摩疾上
'yi'neng'fu'zhou 亦能覆舟
'yi'neng'hai'wan'wu 亦能害万物
'yi'nuan'shui'ku'jiu'fu'da'dou'xu'san'si'wan 以暖水苦酒服大豆许三四丸
'yi'qi'ren'xue'xu 以其人血虚
'yi'qi'ren'zhu'bi 以其人逐痹
'yi'qi'shao'gui'jiu'tang'zhu'zhi 宜芪芍桂酒汤主之
'yi'qi'yin'xian'gu'ye 以其阴弦故也
'yi'qiong'qiong'dai'zhi 以穹穷代之
'yi'qu'qi'shui 以去其水
'yi'ren'mo'luo'bi'jing 一人摩捋臂胫
'yi'ren'yi'jiao'ta'qi'liang'jian 一人以脚踏其两肩
'yi'ren'yi'shou'an'ju'xiong'shang 一人以手按据胸上
'yi'ri'ling'jin 一日令尽
'yi'ri'yi'shang 一日以上
'yi'shang'xu'bu'neng'zhi'xia'gu'ye 以上虚不能制下故也
'yi'shao'yang'zhi 以勺扬之
'yi'shen'jin'fa're'er'huang 一身尽发热而黄
'yi'shen'jin'teng'tong 一身尽疼痛
'yi'shen'jin'teng'yi'yun'teng'dun 一身尽疼一云疼顿
'yi'shen'mian'mu'fu'zhong 一身面目浮肿
'yi'shen'mian'mu'huang'zhong 一身面目黄肿
'yi'shen'qi'wan'zhu'zhi 宜肾气丸主之
'yi'shen'xi'zhong 一身悉肿
'yi'sheng'jiang'zhi'hu'wei'wan 以生姜汁糊为丸
'yi'shi'zao'tang'fang'jian'shang 宜十枣汤方见上
'yi'shou'yan'zhong'shang 以手掩肿上
'yi'shui'ba'sheng 以水八升
'yi'shui'er'dou 以水二斗
'yi'shui'er'sheng 以水二升
'yi'shui'fu 以水服
'yi'shui'jiu'sheng 以水九升
'yi'shui'liu'sheng 以水六升
'yi'shui'lu'he 以水六合
'yi'shui'qi'sheng 以水七升
'yi'shui'san'sheng 以水三升
'yi'shui'sheng 以水升
'yi'shui'si'sheng 以水四升
'yi'shui'wu'sheng 以水五升
'yi'shui'yi'da'sheng 以水一大升
'yi'shui'yi'dou 以水一斗
'yi'shui'yi'dou'ban'zhu'xiao 以水一斗半煮消
'yi'shui'yi'dou'er'sheng 以水一斗二升
'yi'shui'yi'dou'zhu'zhi 以水一斗煮之
'yi'shui'yi'sheng'wu'he 以水一升五合
'yi'si 亦死
'yi'si'niu 疫死牛
'yi'si'niu'rou 疫死牛肉
'yi'sui 一岁
'yi'suo'bu'liao 医所不疗
'yi'tian'gu'ye 以甜故也
'yi'tie'yi'shui'san'sheng 一贴以水三升
'yi'tong'qi'sheng'qi'zhi 以铜器盛其汁
'yi'tong'zi'xiao'bian 以童子小便
'yi'tu'xia'zhi'bu'yu 医吐下之不愈
'yi'wei'de'jia'zi 以未得甲子
'yi'wei'nang'sheng'zhi 以韦囊盛之
'yi'wen'yao'fu'zhi 以温药服之
'yi'wen'yao'xia'zhi 以温药下之
'yi'wu'gua'di'tang'fang 一物瓜蒂汤方
'yi'wu'gua'di'tang'zhu'zhi 一物瓜蒂汤主之
'yi'wu'ku'lao'zhi 亦勿苦劳之
'yi'xi'shen 以洗身
'yi'xi'xin'gan'jiang'wei're'yao'ye 以细辛干姜为热药也
'yi'xia'ru'chi'zhong'zhe 益下入尺中者
'yi'xia'yu'xue'tang'zhu'zhi 宜下瘀血汤主之
'yi'xia'zhi 医下之
'yi'xiang'chi'qi'he'zhu'qu'zhi 以香豉七合煮取汁
'yi'xiao 亦消
'yi'xiao'bian'li 以小便利
'yi'xiu'fu'jian 一宿腹减
'yi'xu'zhe'chi'guan'zhi 亦须折齿灌之
'yi'xue'xu'le'jue 以血虚了厥
'yi'yang'fa'jiu'zhi 以阳法救之
'yi'yao'san'yu'ji'huang'xiang'deng 以药散与鸡黄相等
'yi'yi'fu'zi'bai'jiang'san'fang 薏苡附子败酱散方
'yi'yi'fu'zi'bai'jiang'san'zhu'zhi 薏苡附子败酱散主之
'yi'yi'fu'zi'san'fang 薏苡附子散方
'yi'yi'fu'zi'san'zhu'zhi 薏苡附子散主之
'yi'yi'liu'shi'fen 薏苡六十分
'yi'yi'ren'ban'liang 薏苡仁半两
'yi'yi'ren'ban'sheng 薏苡仁半升
'yi'yi'ren'shi'wu'liang 薏苡仁十五两
'yi'yi'wei'liu'yin'er'da'xia'zhi 医以为留饮而大下之
'yi'yi'zuo'biao'li'leng'shi 衣一作表里冷湿
