'a'du'li'yu'fo'shen'tong 阿闍梨与佛身同
'yi'jia'feng'ya'du'wan'quan 一家风雅独完全
'yi'jia'shui'xin'mai'shu'pin 一家谁信买书贫
'yi'jia'sui'nan'zai 一家随难在
'yi'jian'de'wu'pian 一箭的无偏
'yi'jin'cang'lang'xing 已尽沧浪兴
'yi'jin'nan'yan'di 已尽南檐滴
'yi'jing'lu'hua'dao'zhu'li 一径芦花到竹篱
'yi'jing'ru'shu'lin 一径入疏林
'yi'jing'song'sheng'che'shang'ceng 一径松声彻上层
'yi'jing'xian'tong'chan'ke'gui 一径险通禅客归
'yi'jiu'hua'shang'ren 贻九华上人
'yi'jiu'jiang'seng'qi 忆就江僧乞
'yi'jiu'shan 忆旧山
'yi'ju'shang'ying'zhou 一举上瀛洲
'yi'ju'xi'hu'zuo'er'shou 移居西湖作二首
'yi'ju'zu'shi'yan 一句祖师言
'yi'jue'ai'lai'duo'fei'dao 已觉爱来多废道
'yi'jue'gu'mao'qing 亦觉骨毛轻
'yi'jue'qiu'kong'ji 已觉秋空极
'yi'jue'su'chen'duo 已觉俗尘多
'yi'jue'xin'zhong'xiu 已觉心中朽
'yi'kan'ying'qiong'di 倚槛应穷底
'yi'lai'bi'zhao'yuan 移来碧沼圆
'yi'lin'shuang'xue'wei'zhan'tou 一林霜雪未沾头
'yi'liu'li'bu'sheng 依刘力不胜
'yi'liu'wei'shi'yong 依刘未是咏
'yi'lu'sui'hong'yan 一路随鸿雁
'yi'lu'xin'jin'shi'kong'ran 一炉薪尽室空然
'yi'lu'yue'chen'hang'xiu'cai 贻庐岳陈沆秀才
'yi'lun'han'po'po'yan'kong 一轮寒魄破烟空
'yi'lun'po'shuang'kong 一论破双空
'yi'men'shi'ke'zhi 夷门诗客至
'yi'mian'hu'guang'bai 一面湖光白
'yi'nian'chan'yu'wei'guo'feng 一念禅馀味国风
'yi'pan'hao'long'ping 一盘蒿陇平
'yi'pian'hao'xin'tian 一片好心田
'yi'pian'hong'chen'ge'shi'bo 一片红尘隔逝波
'yi'pian'san'bai'shou 遗篇三百首
'yi'pian'xin'xian'bu'na'gao 一片心闲不那高
'yi'qi'bu'yan'han'you'xiang 一气不言含有象
'yi'qian'chang'xue'shuang 依前长雪霜
'yi'qian'gao'shang'ji'nan'qun 依前高尚迹难群
'yi'qian'pian'li'xuan 一千篇里选
'yi'qian'shou'chu'bei'ai'wai 一千首出悲哀外
'yi'qu'bu'lai'ren 一去不来人
'yi'qu'lin'yuan'jin 已去邻园近
'yi'ri'ping'lan'dao'ye'xiu 一日凭栏到夜休
'yi'shan'liang'yao'chu'se'xi 一扇凉摇楚色西
'yi'shan'tong'ye'sou 衣衫同野叟
'yi'shen'cheng'ji'wen 倚身柽几稳
'yi'shen'xi'bei'feng 一身西北风
'yi'sheng'wu'shi'ke'shang'hun 一生无事可伤魂
'yi'sheng'zong'ji'chu'ren'qun 一生踪迹出人群
'yi'shi'ban'sheng'lai 已是半生来
'yi'shi'liao'liao'deng'zhao'di 一室寥寥灯照地
'yi'shi'ren'jian'wen'zhe'jing 亦使人间闻者敬
'yi'shi'yan'xiang'deng 一室掩香灯
'yi'shi'zhu'qin'zun 一室贮琴尊
'yi'shi'zhu'shui'qing 一室贮水清
'yi'shou'wan'qiu'shi 一首晚秋诗
'yi'shu'qiu'sheng'jian 驿树秋声健
'yi'shui'rao'gu'dao 一水绕孤岛
'yi'shuo'zhan'chen'xiao'han'kou 已说战尘消汉口
'yi'si'bu'huan'yuan 一死不还源
'yi'sui'feng'yun'cui'hua'yu 已遂风云催化羽
'yi'tan'yi'fu'wen'zheng'zheng 一弹一抚闻铮铮
'yi'ti'yi'qing'liang 一剃一清凉
'yi'tong'ting'shu'qian'zhu'lao 已同庭树千株老
'yi'tuo'wu'wang'yang'cui'yan 依托吴王养翠烟
'yi'wang'xiu'cai 贻王秀才
'yi'wei'fan'shu'yan 依微泛曙烟
'yi'wei'fu'qiu'chen 一为拂秋尘
'yi'wei'nan'di'shou 已为难敌手
'yi'wen'fei'xi'bie'qu'zhong 一闻飞锡别区中
'yi'wen'gui'que'xia 一闻归阙下
'yi'wen'ren'she'di 已闻人舍地
'yi'wo'si'shi'ri 一卧四十日
'yi'wo'zai'ren'qun 忆我在人群
'yi'wu'hua'luo'di 已无花落地
'yi'wu'xin'qu'ji'an'chan 已无心去即安禅
'yi'xi'jiu'lin'ri 依稀旧林日
'yi'xi'yun'wo'wen 一溪云卧稳
'yi'xu'sheng 贻徐生
'yi'xun'lan'bi'lin'kong'jin 已寻岚壁临空尽
'yi'yan'xiang'he'dao'xiu'chuan 一言相合道休传
'yi'yang'dao'zhong'zuo 宜阳道中作
'yi'yang'jiu'wei'yi 一样旧威仪
'yi'yang'nan'mian'lu 宜阳南面路
'yi'ye'fan'zhuang'zi 一叶泛庄子
'yi'yi'gong'shang'zai'su'kong 一一宫商在素空
'yi'yi'xiang'xiao'xiang 一一向潇湘
'yi'yi'yuan'lu'xing 依依鹓鹭行
'yi'ying'shuang'lv'ji 已应双履迹
'yi'yong'yi'jing'hun 一咏一惊魂
'yi'you'shi'ti'ge'hai'shan 忆有诗题隔海山
'yi'yu'bei'ti'yuan 亦欲背啼猿
'yi'yu'chui'xiao'wan'li'chen 一雨吹销万里尘
'yi'yu'liao'kan'huan'yu'tao 一雨聊堪浣郁陶
'yi'yu'qi'chou'di 伊余岂酬敌
'yi'yun'chou'xie'zun'shi'jian'zeng'er'shou'shi'yu'tiao'ju 依韵酬谢尊师见赠二首师欲调举
'yi'yun'xu'xiang'cheng 遗韵许相承
'yi'zai'kuang'lu'ri 忆在匡庐日
'yi'zao'wen'juan'yu 异早闻镌玉
'yi'zhan'ou'bu'jie 一战偶不捷
'yi'zhang'can'yang'luo'shui'tian 倚杖残阳落水天
'yi'zhang'liao'shu'wang 倚杖聊摅望
'yi'zhang'sheng 贻张生
'yi'zhao'que'zuo'jiang'nan'ke 一朝却作江南客
'yi'zhe'xiao'fen'fen 疑者晓纷纷
'yi'zhen'hui'fei'ye'ren'ta 一阵灰飞也任他
'yi'zhi'du'juan'tou'shang'ti 一只杜鹃头上啼
'yi'zhi'liang'zhi'chu'xiao'feng 一枝两枝初笑风
'yi'zhi'qian'shi'yuan 已知前事远
'yi'zhi'zhi'zai'wu'cui'zhe 一枝枝在无摧折
'yi'zhong'tong'xing'ming 易中通性命
'yi'zhu'bai'tan'hui 一炷白檀灰
'yi'zhu'han'yun'qiang'liu'li 一株寒韵锵琉璃
'yi'zhuo'qu'hai 以啄去害
'yi'zi'xu'fang'zuo'zhe'xin 一字须防作者心
'yi'zi'zhi'yin'bu'yi'qiu 一字知音不易求
'yin'ba'li'sao'yi'qian'shi 吟把离骚忆前事
'yin'chuang'wan'ping'chun'huang'mi 吟窗晚凭春篁密
'yin'ci'qi'wang'quan 吟此岂忘筌
'yin'fei'su'fei'chang 吟非俗肺肠
'yin'feng'geng'zi'you 因风更自由
'yin'gao'dong'bai'zi 吟高动白髭
'yin'hai'suo'ji'shi 因还所寄诗
'yin'hong'han'dan'jia'jian'gao 吟红菡萏价兼高
'yin'ji'jing'zhou'bing'yan'guan 因寄荆州病掩关
'yin'jing'du'gong'mu 因经杜公墓
'yin'jue'gu'mao'liang 吟觉骨毛凉
'yin'jue'jiang'yun'fa'zao'lei 吟觉江云发早雷
'yin'jun'bei'xi'ti'tou'dao 因君倍惜剃头刀
'yin'jun'qiang'ru'ran 因君强濡染
'yin'jun'zhu'geng'ming 因君住更名
'yin'kan'seng'lai'shu 引看僧来数
'yin'lan'zhi'shi'sun'zhong'cheng 因览支使孙中丞
'yin'ling'shi'niao'ji 因令识鸟迹
'yin'liu'lai'ke'shi 因留来客试
'yin'luan'san'yang'zhou 因乱散扬州
'yin'lun'le'an'zi 因论乐安子
'yin'meng'lu'yue 因梦庐岳
'yin'pi'ji'zuo'chan 吟疲即坐禅
'yin'pi'yu'fu'yin'heng'yang 因披羽服隐衡阳
'yin'qin'bi'luo'wang 殷勤避罗网
'yin'qin'bie'zhu'you 殷勤别诸友
'yin'qin'ti'bi'qu 殷勤题壁去
'yin'qin'wen'an'wai 殷勤问安外
'yin'qin'wu'shang'shi 殷勤无上士
'yin'qin'xie'jun'zi 殷勤谢君子
'yin'qin'zhi'dao'si'qian'xi 殷勤只到寺前溪
'yin'rao'gu'mao'qing 吟绕骨毛轻
'yin'rao'lao'long'xing 吟绕老龙形
'yin'rao'shan'song'xing 吟绕杉松行
'yin'ren'qi'yu'wu'ling'tu 因人乞与武陵图
'yin'ru'e'mei'xue'qi'qing 吟入峨嵋雪气清
'yin'seng'ji'zhu'lin 因僧寄竹林
'yin'shang'ci'huai'bao 因伤此怀抱
'yin'shu'ke'ji'wu 音书可寄无
'yin'si'cong'chu'si 因思从楚寺
'yin'si'gu'guo'ye 因思故国夜
'yin'si'gu'ren'shi 因思古人事
'yin'si'kuang'lu 因思匡庐
'yin'si'xue'wen'fu 因思学文赋
'yin'ting'xuan'zhu'shu 吟听喧竹树
'yin'wen'ji'yu'ye 因闻积雨夜
'yin'xi'yi'nian'guo 吟惜一年过
'yin'xiang'han'dan'chi 吟香菡萏池
'yin'xiang'han'dan'feng 吟香菡萏风
'yin'xiang'xuan'zong'ci'ye'han 吟想玄宗此夜寒
'yin'xing'rao'qi'tai 吟行绕砌苔
'yin'xing'zhong'yi'yi'jing'chang 吟兴终依异境长
'yin'xing'zi'shu 吟兴自述
'yin'ya'you'ji'qu'nian'bing 阴崖犹积去年冰
'yin'yan'hang'lie'qi'luo'zhong 殷妍行列绮罗中
'yin'yan'lv'dao'shi'feng'he 吟沿绿岛时逢鹤
'yin'yi'tong'ren'yi'si'qiang 吟忆同人倚寺墙
'yin'yin'song'bie'yi'xiang'hu 因吟送别忆湘湖
'yin'ying'fen'ming'you'yue'zhong 荫影分明有月中
'yin'ying'jian'gu'hun 吟应见古魂
'yin'you'xie 因有谢
'yin'yuan'liao'an'hong 吟缘蓼岸红
'yin'yuan'liu'biao'zhu'jing'xing 因缘刘表驻经行
'yin'zhai'chun'chang'jue 吟斋春长蕨
'ying'bei'chen'tu'li 应悲尘土里
'ying'bei'hong'sheng'luan 影北鸿声乱
'ying'chang'zhuan'gao'shui'gan'he 郢唱转高谁敢和
'ying'dai'jian'tai'shi 映带兼苔石
'ying'dai'xiao'lian'chi 映带小莲池
'ying'dang'ru'ji'mie 应当入寂灭
'ying'dao'can'yang'shi'jun'lou 影倒残阳湿郡楼
'ying'dao'gao'tang'wen'an'hou 应到高堂问安后
'ying'dao'you'nan'de 应祷尤难得
'ying'dao'yu'fan'jiao 应祷雨翻湫
'ying'duan'feng'tian'yue 影断风天月
'ying'feng'ming'yue'qing'shuang'ye 应逢明月清霜夜
'ying'gong'tao'hua'shuo'jiu'xin 应共桃花说旧心
'ying'guo'hu'xi'she 应过虎溪社
'ying'hen'dang'shi'bu'jian'shi 应恨当时不见时
'ying'hua'ci'shuai'can 应话此衰残
'ying'huai'chu'jia'yuan 应怀出家院
'ying'huai'jiu'ju'chu 应怀旧居处
'ying'huai'qi'dao'ren 应怀漆道人
'ying'ji'qian'qiu'hui'yin'chu 应记前秋会吟处
'ying'ji'yue'cha'hai 应寄岳茶还
'ying'jian'bai'gui'you 应见白龟游
'ying'jian'ke'yin'shen 应见客吟神
'ying'jian'zhou'nan'hua 应见周南化
'ying'jin'seng'chan'shi 影浸僧禅湿
'ying'jin'wu'feng'shu 影浸无风树
'ying'jing'lao'bing'yan'tian'li 应惊老病炎天里
'ying'jiu'cun'qi'sheng 应久存其生
'ying'lian'qiao'yu'xin 应怜巧语新
'ying'lian'wu'ke'tong'wu'ben 应怜无可同无本
'ying'lian'xiang'deng'jin'sheng'ming 应恋香灯近圣明
'ying'liang'xi'shuai'xuan'xian'si 迎凉蟋蟀喧闲思
'ying'lu'zhuan'chen'hun 郢路转尘昏
'ying'luan'chong'ren'die 影乱冲人蝶
'ying'nan'xun'nian'dao 应难寻辇道
'ying'nian'ku'yin'dan'shui'qi 应念苦吟耽睡起
'ying'pu'rao'gong'lou 莺扑绕宫楼
'ying'ren'zao'can'yang 应任噪残阳
'ying'shang'han'che'qi 应伤汉车骑
'ying'sheng'jian'lao'liu'fei'shi 莺声渐老柳飞时
'ying'sheng'shu'shu'chun 莺声树树春
'ying'shi'zheng'ren'chi'zao'hua 应是正人持造化
'ying'si'lian'yan'qiu'chi'di 应思潋滟秋池底
'ying'si'tao'ling'zui 应思陶令醉
'ying'sui'ye'po'hui 应随夜魄回
'ying'wang'wo'zai'cheng 应忘我在城
'ying'wu'zhou'bian'ruo'hui'shou 鹦鹉洲边若回首
'ying'xian'liu'zu'chuan'kong'na 应嫌六祖传空衲
'ying'xiang'liang'wang'li'bu'jing 应想梁王礼不经
'ying'xiang'yao'yin'xia 应想尧阴下
'ying'xiao'chen'chi'yi'yu'ku 应笑晨持一盂苦
'ying'xiao'wu'ji'lao'bing'shi 应笑无机老病师
'ying'xiao'you'fang'jiu 应笑游方久
'ying'xiong'gui'li'shu 英雄贵黎庶
'ying'xu'tuo'sa'gu'feng'qu 应须脱洒孤峰去
'ying'xuan'zhan'xue'xing 应悬战血腥
'ying'ya'song'feng'yue 应讶嵩峰约
'ying'you'dao'yong'an 应游到灉岸
'ying'you'gui'shen'kan 应有鬼神看
'ying'you'mi'xian'zhe 应有迷仙者
'ying'you'tai'ping'shi'jie'zai 应有太平时节在
'ying'you'yin'seng'zai 应有吟僧在
'ying'yu'shi'hu'qiong 萦纡势忽穷
'ying'zhao'qiao'tan'lang 影照翘滩浪
'ying'zhi'cai'jiang'shi'zi'qi 应制才将十子齐
'yong'cha'shi'er'yun 咏茶十二韵
'yong'er'ping'zhi'tian'xia'qu 用尔平治天下去
'yong'hu'wei'shang'gong 灉湖唯上贡
'yong'huai'ji'zhi'ji 咏怀寄知己
'yong'na'fang'shi'peng 拥衲访诗朋
'yong'pao'fu'shi'chen 永抛浮世尘
'yong'ri'hai'qi'zhen 永日还欹枕
'yong'si'xun'chang'shi 勇死寻常事
'yong'yan'wu'jue'chang 永言无绝唱
'yong'ye'bu'yu'shui 永夜不欲睡
'yong'ye'gan'huai'ji'zheng'gu'lang'zhong 永夜感怀寄郑谷郎中
'yong'yin'he'jie'bai 咏吟何洁白
'yong'zi'sheng'zheng'ru'xun'xian 永资声政入薰弦
'you'ai'sui'han'ren 有爱岁寒人
'you'bei'shi'mo'nao'zhu'qing 又被诗魔恼竺卿
'you'bian'ming'shan'zu'bian'xun 游遍名山祖遍寻
'you'bu'jian'li'tai'bai 又不见李太白
'you'bu'neng'zhan'feng'huang'qi'lin'zhi'quan'ju 又不能展凤凰麒麟之拳跼
'you'chong'cheng'ye'guo 幽虫乘叶过
'you'cong'shi'zhan'fang 幽丛始绽芳
'you'cong'zhuang'jie'zhen'jin'ling 又从幢节镇金陵
'you'dai'meng'hun'xing 犹带梦魂行
'you'dao'lin'si'si'jue'ting 游道林寺四绝亭
'you'de'cai'fu'rong 犹得采芙蓉
'you'de'can'hong'xiang'chun'mu 犹得残红向春暮
'you'de'fan'jin'shang 犹得泛金觞
'you'de'wu'shi'ji'song'sheng 犹得吾师继颂声
'you'de'zhi'yin'yu'tu'hua 犹得知音与图画
'you'fang'gui'er'lin 游方归二林
'you'fang'ji'si'yun 游方迹似云
'you'fang'jian'lao'shen 游方渐老身
'you'ge'shi'ren'xiang'fang'lai 有个诗人相访来
'you'gen'kuang'luan'beng 幽根狂乱迸
'you'gu'shan'si 游谷山寺
'you'gua'han'fan'xiang'jin'chuan 又挂寒帆向锦川
'you'gua'wu'shi'jiu'ying'tang 犹挂吾师旧影堂
'you'guang'geng'geng'cao'tang'kong 幽光耿耿草堂空
'you'gui'lai'ting 有鬼来听
'you'he'jin'yuan'nao 幽合近猿猱
'you'ji'peng'ze'zhou'gong 又寄彭泽昼公
'you'jian'qian'shan'die 犹见前山叠
'you'jian'qiu'feng'shuang'yi'shu 又见秋风霜裛树
'you'jian'qu'nian'san'wu'xi 又见去年三五夕
'you'jing'kan'yuan'bi 有景堪援笔
'you'jing'ling'ru'ci 有境灵如此
'you'jing'qian'huai'ren'bu'hui 有境牵怀人不会
'you'ju'zhou 游橘洲
'you'jun'shu'hua'shen'chuan'sui 右军书画神传髓
'you'kan'xing'lang'feng'zhao'hui 犹看星郎奉诏回
'you'ke'diao'yan'yue 有客钓烟月
'you'kong'tian'feng'chui'tian'hua 又恐天风吹天花
'you'lai'fu'gao'shang 由来负高尚
'you'lai'xuan'hua'jing 由来喧滑境
'you'lian'si'mian'xin 犹怜四面新
'you'lian'xin'dao'he 犹怜心道合
'you'lin'jian'po'qing'qiu'ying 幽林剪破清秋影
'you'lin'xi'zhu'zong 幽林惜驻踪
'you'lu'ru'fei'chu 有路如飞出
'you'lu'wei'ceng'mi'ri'yong 有路未曾迷日用
'you'nan'ce'zhang'xing 犹难策杖行
'you'neng'wei'wo'xiang'si'zai 犹能为我相思在
'you'niao'gu'qin'sheng 幽鸟古琴声
'you'niao'su'yu'gan 幽鸟宿渔竿
'you'niao'wan'cong'he'chu'lai 幽鸟晚从何处来
'you'qi'jin'cai'lai 幽奇尽采来
'you'qin'xi'yu'han 幽禽惜羽翰
'you'qu'ru'song'yun 又去入嵩云
'you'ran'wu'chu'jian 悠然吴楚间
'you'ren'dang'li'jiu 幽人当立久
'you'ren'hai'ai'yun 幽人还爱云
'you'ren'han'ye'suo'ji 友人寒夜所寄
'you'ren'mian'ri'yan 幽人眠日晏
'you'ren'shou'shi'ying'ru'yu 有人收拾应如玉
'you'ren'tou'yan'xian'wu'shi 有人偷眼羡吾师
'you'ren'zai'xiao'ting 幽人在小庭
'you'ren'zheng'kan'bu'gan'jin 游人争看不敢近
'you'ren'zhi'mi'jin 犹认指迷津
'you'san'jue'shan 游三觉山
'you'shan'ceng'ba'tan'long'xue 游山曾把探龙穴
'you'shen'wan'gu'xiang'chong'bi 游深晚谷香充鼻
'you'shi'hai'ji'si 有时还积思
'you'shi'men'zui'shen 有诗门最深
'you'shi'shen'dong'xing'lei'bao 有时深洞兴雷雹
'you'shi'xian'ke'san 有时闲客散
'you'shui'chou'chang'fu'tai'hen 有谁惆怅拂苔痕
'you'shui'yu'yi'dai 有谁于异代
'you'si'an'fu 犹斯暗伏
'you'si'bi'xiang'sui 有死必相随
'you'si'fu'chang'chan 犹似覆长禅
'you'si'geng'tong'shui 幽思更同谁
'you'ting'fu'chuang'qi 幽亭复创奇
'you'ting'xi'feng'duo'ye'sheng 又听西风堕叶声
'you'wen'fan'zong'zai'jia'zhou 又闻繁总在嘉州
'you'wen'shu'guo'yu'ju'guan'you'sun'yu'ji 又闻蜀国玉局观有孙遇迹
'you'xian'sheng'lai'si'qu'ren 有限生来死去人
'you'xiang'kui'cheng'qu 又向夔城去
'you'xiang'zhong'hui'ge'jian'shi'xin'shi 游湘中回各见示新诗
'you'xie'jian'xiang'sui 犹谢见相随
'you'xin'bei'lai'shan'die'die 有信北来山叠叠
'you'xing'duo'xin'zuo 有兴多新作
'you'xing'ji'ti'hong'ye'shang 有兴寄题红叶上
'you'xing'xun'seng'fou 有兴寻僧否
'you'xiu'bai'chi 有朽百尺
'you'yan'xie'sheng'ji 犹言谢生计
'you'yi'bie'kui'sheng 尤宜别匮盛
'you'yin'feng'xue'ye 又因风雪夜
'you'yong'hao'feng'guang 犹咏好风光
'you'you'jue'hou'li'ming'chen 悠悠觉后利名尘
'you'you'you'shen'bu'xiang'si 犹有幽深不相似
'you'yu'li'qiu'shi 又遇立秋时
'you'yu'nan'li'zong'tian'ji 又于难里纵天机
'you'yuan'bi'tai'qian 幽院闭苔钱
'you'yuan'cai'rong'ge'xiao'ting 幽院才容个小庭
'you'yue'dong'qing'hun 有月动清魂
'you'yue'zai'sha'ting 有月在莎庭
'you'zhai'ou'zuo 幽斋偶作
'you'zhai'piao'wo'dian 幽斋飘卧簟
'you'zhu'xiao'guang'sheng 又逐晓光生
'you'zi'shang'can'lu'ye'qiao 游子伤残露野桥
'you'zi'yi'chang'ting 游子倚长亭
'you'zi'zai'xiao'xiang 游子在潇湘
'yu 馀
'yu'ban'gao'seng'zhong'jie'she 欲伴高僧重结社
'yu'bi'song'men'dian'ta'zhong 雨闭松门殿塔中
'yu'bian'jin'deng'hua'liu'ti 玉鞭金镫骅骝蹄
'yu'bu'ru'gao'shi 欲布如膏势
'yu'cheng'liang'leng'xing 欲承凉冷兴
'yu'chi'xin'liang'chu 玉尺新量出
'yu'cui'xiao'shu'jing'hua'yan'huai 与崔校书静话言怀
'yu'da'fu'feng'chui 雨打复风吹
'yu'de'duo'can'du'shi'wen 欲得多惭蠹蚀文
'yu'duo'can'shu'xie 雨多残暑歇
'yu'fei'zhan'bo'hua'wu'jin 欲飞薝卜花无尽
'yu'fu'bie'lai'qian'wan'yi 欲附别来千万意
'yu'fu'sui'che'rui 欲赋随车瑞
'yu'fu'zhen'xian'chang 渔父真闲唱
'yu'gui'huan'dai'hai'feng'qiu 欲归还待海风秋
'yu'gui'shi'zhi'zhe 欲归师智者
'yu'hua'bai'yun'kan 欲画白云看
'yu'hua'qu'shi'shou'zhong'sao 欲话趋时首重骚
'yu'ji'ci'xin'kong'bei'wang 欲寄此心空北望
'yu'ji'xiang'chu'wan 雨霁湘楚晚
'yu'jia'hao'sheng'ji 渔家好生计
'yu'jiao'cheng'zhu'rao'chan'chuang 欲教撑拄绕禅床
'yu'jie'gong'feng'da'de'you'jing'kou'si'liu'ti 与节供奉大德游京口寺留题
'yu'jin'zhong'ruo'he 于今终若何
'yu'ju'yue'lu 寓居岳麓
'yu'jun'tong'ju'sha 与君同聚沙
'yu'kuang'ru'hai'hui 鱼狂入海回
'yu'lai'deng'yan'duan 语来灯焰短
'yu'lai'qian'li'zu'dao'bing 欲来千里阻刀兵
'yu'lei'e'mei'xiu 玉垒峨嵋秀
'yu'li'ban'can'jian'yu'han 玉粒颁惭剪羽翰
'yu'long'guang'zhao'xiang 鱼龙光照像
'yu'long'ku'bian'shui 鱼龙窟边睡
'yu'mao'sui'zhong'rang'yuan'yang 羽毛虽众让鸳鸯
'yu'mao'xin'shua'tao'qian'ju 羽毛新刷陶潜菊
'yu'mo'lin'han'lou 语默邻寒漏
'yu'nie'zun'shi'hua'dao 与聂尊师话道
'yu'ping'lian'she'xin 欲凭莲社信
'yu'po'ming'hong'chu 雨破冥鸿出
'yu'qi'fan'ping'wu 雨气泛平芜
'yu'qi'you'fang'qu 欲起游方去
'yu'qiao'bing'leng'gu'she'shen 玉峭冰棱姑射神
'yu'qiao'gong'yi'xi 渔樵共一溪
'yu'qing'hu'po'bei'fu'er 欲倾琥珀杯浮尔
'yu'qing'tian'ban'bi'guang'liu 雨晴天半碧光流
'yu'qu'fen'xiang'li 欲去焚香礼
'yu'qu'geng'si'guo'zhang'shi 欲去更思过丈室
'yu'qu'yi'jiang'qiao 欲去倚江桥
'yu'qu'yi'shuai'yan 欲去已衰颜
'yu'qu'zhong'yi'shi'an'tou 欲去终疑是暗投
'yu'quan'shen'yun'si 玉泉神运寺
'yu'qun'mu'shu 与群木殊
'yu'shan'han'cheng'feng'zun'lei 玉山寒称奉尊罍
'yu'shen'wang'you'wei 于身忘有为
'yu'sheng'chui'qing'san'chan'chan 雨声吹磬散潺潺
'yu'sheng'feng'yu'shi 欲生风雨时
'yu'sheng'lian'sa'zhu 雨声连洒竹
'yu'sheng'qi'bi'xu'pao'zhi 馀生岂必虚抛掷
'yu'sheng'xiao'xi'wai 馀生消息外
'yu'sheng'zhong'ci'dao 馀生终此道
'yu'sheng'zhong'jiang'ke'yin'chuan 遇圣终将刻印传
'yu'shi'bu'xiang'bian 馀事不相便
'yu'shi'nian'bin'bu'zheng'duo 与师年鬓不争多
'yu'ting'wu'zong'jiu'shan'shuo 欲听吾宗旧山说
'yu'tou'lian'yue'xia 欲投莲岳夏
'yu'tu'yin'chan'si'duo'yi 玉兔银蟾似多意
'yu'tu'you'qing'ying'ji'de 玉兔有情应记得
'yu'tui'wu'yin'gui'bi'lai 欲退无因贵逼来
'yu'wai'can'yun'pian 雨外残云片
'yu'wang'you'nang'kong 欲往又囊空
'yu'wei'mu'xi'yun'wei'chao 雨为暮兮云为朝
'yu'wei'wu'shi'fu'yi'qu 欲为吾师拂衣去
'yu'wen'cun'si'sou'jue'miao 欲问存思搜抉妙
'yu'wen'huai'wang'xin 欲问淮王信
'yu'wen'yan'liu'jie'chun'bing 雨闻岩溜解春冰
'yu'weng'na'hui'wo 渔翁那会我
'yu'weng'yao'tan'er'san'ji 玉瓮瑶坛二三级
'yu'xiang'nan'chao'qu 欲向南朝去
'yu'xiang'zu'shi'shan 欲向祖师山
'yu'xie'bai'sha'gen 雨歇败莎根
'yu'xie'jiang'ming'yuan'shu'gan 雨歇江明苑树干
'yu'xie'ling'shan'jiu'hui'wen 欲写灵山九会文
'yu'xin'ai'he'ji 庾信哀何极
'yu'xin'shi'ci'xin 余心是此心
'yu'xue'gu'yun'qu 欲学孤云去
'yu'xun'lan'hui'jing 欲寻兰蕙径
'yu'yan'zang'hun 于焉葬魂
'yu'yang'xiu'cai'hua'bie 与杨秀才话别
'yu'you'long'shan'lu'yuan'you'zuo 欲游龙山鹿苑有作
'yu'you'yi'xiu'qi 玉有疑休泣
'yu'yu'shan'lv'du'juan'ti 雨馀山绿杜鹃啼
'yu'yu'yun'jiao'shu 雨馀云脚树
'yu'yuan'shang'ren 遇元上人
'yu'zhang'sheng'ge'liu'jin'ri 玉帐笙歌留尽日
'yu'zhang'xian'bei'hua'bie 与张先辈话别
'yu'zhi'han'gu'lv 欲知含古律
'yu'zhi'xian'sheng'cun'wang'dao 欲知贤圣存亡道
'yu'zhong'shi'jia'da 域中诗价大
'yu'zhong'yi'zi'zui'xiong'meng 于中一子最雄猛
'yu'zhou'zhi'he'ji 宇宙知何极
'yu'zhu'zhen'wen'jiu'bu'xing 玉箸真文久不兴
'yuan'bai'zhong'cun'zuo'zhe'lai 元白终存作者来
'yuan'bian'yue'shang'guan 猿边月上关
'yuan'cai'jiang'ni'ni 远采江泥腻
'yuan'chu'shi'yu'dai'shen'qing 愿除嗜欲待身轻
'yuan'die'lian'xiang'pao'bie'yuan 远蝶恋香抛别苑
'yuan'gong'lin'xia'lian'chi'pan 远公林下莲池畔
'yuan'hai'zhong'fang'que 远害终防雀
'yuan'he'shi'liu'wen 猿和石溜闻
'yuan'hong'jie'xiang'yi 鸳鸿解相忆
'yuan'hun'ru'ke'diao 冤魂如可吊
'yuan'ji'dou'ru'yan 远迹都如雁
'yuan'ji'zhou'nan'mei 远继周南美
'yuan'jie'zhi'jiao'xiao 圆洁制鲛绡
'yuan'jiong'cao'wei'shuai 原迥草微衰
'yuan'ke'gui'nan'yue 远客归南越
'yuan'ke'ji'yan'hai'you'zai 远客寄言还有在
'yuan'lin'hong'ju'you 园林红橘柚
'yuan'lin'jing'nan'bie 园林经难别
'yuan'lin'liang'zheng'hao 园林凉正好
'yuan'lin'yu'xiang'xi 园林欲向夕
'yuan'lin'zuo'qing'ying 园林坐清影
'yuan'lu'ying'fang'cao 远路萦芳草
'yuan'nao'kuang'yu'zhui 猿猱狂欲坠
'yuan'nao'xiu'ti'yue'jiao'jiao 猿猱休啼月皎皎
'yuan'niao'gong'bu'dao 猿鸟共不到
'yuan'qiang'man'ke'lian 缘墙谩可怜
'yuan'qin'fei'guo'da'jiang'cheng 远禽飞过大江澄
'yuan'qing'lian'dao'qiao 远青怜岛峭
'yuan'ru'zhe'gu'ti 远入鹧鸪啼
'yuan'shang'wan'wang 原上晚望
'yuan'shao'lai'li'xia 远烧来篱下
'yuan'shi'ji'wei'wu'hai'niao 远事即为无害鸟
'yuan'si'e'wen'bao'xiao'zhong 远寺俄闻报晓钟
