'ai'jiang'tou 哀江头
'zi'xu'ji'qi'wu'jiang'shang 子胥既弃吴江上
'zi'xu'shao'xiao'shi'huan'le'shi 自叙少小时欢乐事
'zi'yan'ben'shi'jing'cheng'nv 自言本是京城女
'zi'ye'si'shi'ge 子夜四时歌
'zi'you'sui'han'xin 自有岁寒心
'zi'yun'liang'jia'zi 自云良家子
'zi'zu'dang'xin'er 自足荡心耳
'zong'chen'yi'xiang'su'qing'gao 宗臣遗像肃清高
'zong'shi'yu'guan'qing 总是玉关情
'zong'you'jian'fu'ba'chu'li 纵有健妇把锄犁
'zou'ma'chuan'xing'feng'song'feng'dai'fu'chu'shi'xi'zheng 走马川行奉送封大夫出师西征
'zou'ma'lan'tai'lei'zhuan'peng 走马兰台类转蓬
'zu'jian'huang'shan'zhuan'chou'ji 足茧荒山转愁疾
'zu'shui'cong'he'chu 租税从何出
'zu'yong 祖咏
'zui'bu'cheng'huan'can'jiang'bie 醉不成欢惨将别
'zui'cong'da'pi'jie'chu'si 罪从大辟皆除死
'zui'he'jin'jia'wu 醉和金甲舞
'zui'hou'ge'fen'san 醉后各分散
'zui'shi'chu'gong'ju'min'mie 最是楚宫俱泯灭
'zui'wo'bu'zhi'bai'ri'mu 醉卧不知白日暮
'zui'wo'sha'chang'jun'mo'xiao 醉卧沙场君莫笑
'zui'yue'pin'zhong'sheng 醉月频中圣
'zun'jiu'jia'pin'zhi'jiu'pei 樽酒家贫只旧醅
'zun'jiu'wei'li'yan 樽酒慰离颜
'zun'shi'ji'you'ju 遵事迹犹遽
'zuo'bie'jin'yi'chun 昨别今已春
'zuo'chou'hong'yan'lao 坐愁红颜老
'zuo'fa'gong'zhong'chao'si'yi 坐法宫中朝四夷
'zuo'guan'chui'diao'zhe 坐观垂钓者
'zuo'jian'ju'guo'lai'ben'bo 坐见举国来奔波
'zuo'kan'hong'shu'bu'zhi'yuan 坐看红树不知远
'zuo'kan'yun'qi'shi 坐看云起时
'zuo'ri'zhi'ri'bu'ke'liu 昨日之日不可留
'zuo'yan'ge'xing'yi'shi'shi 作燕歌行以示适
'zuo'ye'dong'feng'chui'xue'xing 昨夜东风吹血腥
'zuo'ye'feng'kai'lu'jing'tao 昨夜风开露井桃
'zuo'ye'qun'dai'jie 昨夜裙带解
'zuo'ye'wei'shuang'chu'du'he 昨夜微霜初度河
'zuo'ye'xing'chen'zuo'ye'feng 昨夜星辰昨夜风
'zuo'ye'yue'tong'hang 昨夜月同行
'zuo'yu'gu'ren'qi 昨与故人期
'zuo'zhe'zhou'qian'chui'da'gu 昨者州前槌大鼓
'zuo'zhong'qi'xia'shui'zui'duo 座中泣下谁最多
