'a'bi'de 阿比德
'you'shi'you'shi'yin'xiao'ji 有诗有诗吟啸集
'you'shui'er'wu'bo 有水而无波
'you'si'ju'ao'fu'dai'san'shan'you 有似巨鳌复戴三山游
'you'si'luo'hua'zhi'kun'ren 游丝落花之困人
'you'si'shan'kai'wan'li'yun 有似山开万里云
'you'wen'gu'ren'yan 又闻古人言
'you'wen'jing'tu'luo'hua'shen'si'cun 又闻净土落花深四寸
'you'wu'zhi'ke'hu'bu'ke 又乌知可乎不可
'you'xi'xi'bu'pin'ru'zuo 有席兮不嫔汝坐
'you'xing'er'zhi'yong'zhe'zhi'wei'qi 有形而致用者之谓器
'you'xu'wo'ren'xi'xian'jun'zhi'si 有勖我人兮先君之思
'you'yan'kan'qing'tian 有眼看青天
'you'yan'yan'yu'gong 有言言于公
'you'yi'shi'wo'jia'zhi'de'xin 有衣食我家之德心
'you'yi'shi'zhi'tian'xi 囿一世之天兮
'you'yin'duan'xu'chuang'qian'zuo 幽音断续床前作
'you'yong'qian'gu'xi 有永千古兮
'you'you'hui'lian'ju'feng'she 犹有惠连居凤舍
'you'you'qian'qiu'wan'sui'zhi'zhen'rong 犹有千秋万岁之真荣
'you'you'shi'er'fu'kai 犹有时而复开
'you'you'wei'bai'fa'zhi'mu 幽忧为白发之母
'you'you'xi'li'zhai 优游兮力斋
'you'you'yi'gong'xi 有幽一宫兮
'you'yu'jiong'jiong'bu'de'xi 忧於窘窘不得兮
'you'yu'nan'shi'cang'wu'diao'yu'shun 又欲南适苍梧吊虞舜
'you'yu'xia'er'zou'xi 又欲下而走兮
'you'zhi'er'hu'xi'wo'xin'shang'bei 有陟尔岵兮我心伤悲
'you'zi'you'zi'yi'shang'dan 有子有子衣裳单
'yu'ai'lan'er'mo'yu'yu'pei'xi 予爱兰而莫与予佩兮
'yu'bu'de'er'zhi 余不得而知
'yu'bu'shi'zong 语不失宗
'yu'cong'he'chu'jian'gu'ren 欲从何处见古人
'yu'da'kuai'zhi'kong'huang 于大块之空荒
'yu'di'xiang'yong'xiang'gong'si 与敌相拥相共死
'yu'dou'xi'yun'wu 鱼斗兮云舞
'yu'er'san'man'zhong'lin'qiu 与尔散漫终林丘
'yu'er'yi'bei'ye'tong'ping 娱尔以贝叶铜瓶
'yu'er'zi 与二子
'yu'fan'guan'yu'tian'xia'xi 余泛观於天下兮
'yu'gou'lan'xia'xiang'an'qian 玉钩栏下香案前
'yu'han'xuan'guan'er'qu'mu 予撼玄关而去牡
'yu'hong'bu'bu'ming'cong'cong 玉虹步步鸣淙淙
'yu'huang'gong'zhong'kong'ruo'xi 玉皇宫中空若洗
'yu'huang'shuang'dao'xiang'hou'xian 雨荒霜倒相后先
'yu'huang'yi'xiao'liu'xiang'an 玉皇一笑留香案
'yu'jia'xiang'cui'bu'zhi'shu 榆荚相催不知数
'yu'jian'jiu'lei'shou'jiu'jiao 欲坚旧垒守旧教
'yu'jiang'guan'dong'hai'xi 予将观东海兮
'yu'jie'cu'xi 于嗟徂兮
'yu'jie'hu'ci'fei'si'shi'shui'si'shi 于嗟乎此非死士谁死士
'yu'jie'hu'ci'si'shi 于嗟乎此死士
'yu'jie'shou'ti'min'ming'wu'qian'yu 于嗟手提民命五千馀
'yu'jin'zhi'ren'qi'he'you 于今之人其何尤
'yu'jun'ge'yi'qu 与君歌一曲
'yu'jun'lun'xin'song'bai'xiang 与君论心松柏香
'yu'liu'jun'yi'chen'zun'tou'xia'zhi'yin 欲留君以陈遵投辖之饮
'yu'nao'han'chan'dui'bei'zhuo 欲恼寒蟾对杯酌
'yu'qiu'bu'ke'de 欲求不可得
'yu'qiu'ren'ji'bu'dao'chu 欲求人迹不到处
'yu'qu'wo'yu'dian'er'chang'shi 欲去我禹甸而长驶
'yu'ren'xun'wen'nong'zhang'ju 愚人寻文弄章句
'yu'ren'zuo'fu'yi'da'nan 与人作妇亦大难
'yu'rui'xi'shuang'lu 玉蕤兮霜露
'yu'shan'tiao'di'duo'ying'zhan 玉山迢递多鹰鹯
'yu'shan'zi'dao'fei'ren'tui 玉山自倒非人推
'yu'shi'yi'guan'wan'wu'zhi'qing 余是以观万物之情
'yu'si'ping'sheng'bu'xiang'shi 欲似平生不相识
'yu'ting'you'ren'zhi'wo'xin'you'zai 渔艇幽人知我心悠哉
'yu'wo'you'wu'zhi'chu'xi 与我游物之初兮
'yu'xiang'he'men'song'jia'ju 欲向何门诵佳句
'yu'xiang'tian'jia'wen'mou'mai 欲向田家问麰麦
'yu'xin'zhi'bu'neng'wang'xi 予心之不能忘兮
'yu'xing'xi'yu'yi 余行兮余意
'yu'ye'tang'zhi'shi'ze'xi 毓野堂之世则兮
'yu'yi'dun'pei'qian'hai'yu 郁仪顿辔潜海隅
'yu'yi'hu'wei'zan'zu'liu 予亦胡为簪组流
'yu'yi'jie'lin'chang'gao'gao 郁仪结邻常杲杲
'yu'ying'wei'bu'xian'zhi'ying'xian'chang'xu 欲应未卜先知应先长吁
'yu'you'zhe'shui'si'xing'yang 与游者谁似姓杨
'yu'yu'jin'yu'ru'xi 予欲金玉汝兮
'yu'yu'mo 语与默
'yu'yu'qu'xin'yi'cong'su'xi 欲予屈心以从俗兮
'yu'yu'xiu'qi'si'jiu'mei'yu'jian 郁郁秀气似舅眉宇间
'yu'zhan'yu'qiang'yi'se'lie 愈战愈强以色列
'yu'zhao'an'neng 欲招安能
'yu'zhe'ri'jin 愚者日进
'yu'zhou'nang'long 宇宙囊笼
'yu'zhuan'shi'si'qian'xiao'shui 玉转湿丝牵晓水
'yu'zhuo'yu'mo 予琢予磨
'yuan'bie'yan'gu 远别岩谷
'yuan'fu'yin'bi'shu'qing'bian 愿付银笔书青编
'yuan'he'huan'hua'na'ren'lun 猿鹤幻化那忍论
'yuan'jiao'zhi'xing'bu'ke'yi 原教旨兴不可抑
'yuan'jun'bu'fu'shang'chi'shui 愿君不负上池水
'yuan'jun'wen'ci'tian'la'zhu 愿君闻此添蜡烛
'yuan'lin'zuo'ye'chun'feng'man 园林昨夜春风满
'yuan'pi'zhi'er'chou'ping'xi 愿披志而抽凭兮
'yuan'qi'jian'jiu'sheng'rou'mei 园畦剪韭胜肉美
'yuan'qi'yu'rong'ming 怨栖於荣名
'yuan'sheng'wei'ding'sui'hong'liu 冤声未定随洪流
'yue'er'wan'wan'zhao'jiu'zhou 月儿弯弯照九州
'yue'fei'wo'liu'wen'yin 月妃婐留文茵
'yue'guan'shou'li'zou'xiang'gao 粤关守吏走相告
'yue'qing'you'di'ming'zuo'yuan 乐清有地名左原
'yue'se'sui'chu'hao 月色随处好
'yue'shi'ke'yi'jie'er'xian 曰是可以解而县
'yue'si'qi'bu'qing 曰斯其不情
'yue'yan'xi'shi'hua'wei'tu 越艳西施化为土
'yue'yu'qi'shi'yi'wang'sun 曰余乞食一王孙
'yun'chu'yun'gui'ju'shi'dao 云出云归俱是道
'yun'ci'xia'ai'he'yi'you'er'shi 云此狭隘何以有二士
'yun'fei'fei'xi'shen'lai'gui 云霏霏兮神来归
'yun'hui'hui'xi'shen'lai'gui 云辉辉兮神来归
'yun'jian'yue'xia'liang'mang'ran 云间月下两茫然
'yun'lai'bu'zuo'xi'jiao'yu 云来不作西郊雨
'yun'meng'ze'nan'zhou 云梦泽南州
'yun'neng'tu'wu'yu'xing'yun 云能吐雾与兴云
'yun'shan'wan'li'mang'xie'di 云山万里芒鞋底
'yun'shan'xi'wei'gai 云山兮未改
'yun'shen'shen'xi'qi'yan 云沈沈兮凄巘
'yun'sheng'yu'jiang'xi 云升雨降兮
'yun'yue'wei'zhou'xi'feng'yu'wei'ye 云月为昼兮风雨为夜
'yun'zhi'han'xi'shui'zhi'yuan 云之汉兮水之渊
'yun'zhong'qing'song'hu'lu'ying 云中青松忽露影
'yun'zhong'quan'shi'geng'lei'lei 云中泉石更磊磊
'zai'shi'zhong'xi'qi'zao'ci'zhi'ke'li 在师中兮岂造次之可离
'zai'wo'hou'xi'yi'yi'wu'qiong 在我後兮亦一无穷
'zai'zhu'wu'hou'duo'nan'zi 再祝吾侯多男子
'zai'zuo'yu'dong 灾作于东
'zan'shi'yi'zun'jiu 暂时一樽酒
'zan'zhi'hui'zhi'tu'yun'yun 赞之毁之徒云云
'zao'ci'shi'zhi'tian'ren 遭此世之淟涊
'zao'jian'yang'zi'bi'yu'fei 藻间养子碧鱼肥
'zao'jing'jiu'jie 凿井九阶
'zao'wan'tian'feng'chui'tui'chan 早晚天风吹蜕蝉
'zao'wu'dian'dao'zhen'xiao'er 造物颠倒真小儿
'zao'wu'fu'yu'he'liao'zai 造物赋予何辽哉
'zao'wu'you'wu'bi'wei'liu 造物有物閟为留
'ze'fu'po'bu'fu'qiong'zhu 则涪皤不负筇竹
'ze'yi'shi'ye 则以食也
'zeng'jiao'xi'bu'liao'ci'xia 增胶兮不聊此暇
'zeng'jun'tao'zhou'lv'shi'han'feng'yi 赠君洮州绿石含风漪
'zeng'jun'yi'yi'chuan'dian'qi'zhi'mo 赠君以黟川点漆之墨
'zeng'jun'yue'hou'suo'gong'cang'yu'bi 赠君越侯所贡苍玉璧
'zeng'xing'bu'xi'zhong'fei'ci 赠行不惜重费词
'zeng'yan'shui'cang'gui'yu'fang 赠研水苍圭玉方
'zhan'shen'shuang'xi'bu'bian 湛神爽兮不变
'zhan'yi'qi'zhi'qu'lai 湛一气之去来
'zhan'yu'che'yi'lai'gui'xi 邅余车以来归兮
'zhang'fu'ben'yuan'bu'yi'lao 丈夫本愿布衣老
'zhang'fu'kai'ji'jian'dan 丈夫开即见胆
'zhang'fu'yi'di'he'zu'dao 丈夫一第何足道
'zhang'gong'xu'qu'xi'yan'hu'qi'ruo'si 张拱徐趋兮俨乎其若思
'zhang'gong'yi'sheng'jiang'hai'ke 张公一生江海客
'zhang'gong'zi 张公子
'zhang'hou'guan'ju'liu'dui'men 张侯官居柳对门
'zhang'hou'you'si'zai'rong'hang 张侯犹思在戎行
'zhang'qi'wei'feng'mo'wei'yu 张鬐为风沫为雨
'zhang'shun'min'chan'seng'fu'gong 张舜民禅僧福公
'zhang'wen'qian 张文潜
'zhang'zi'bi'duan'ke'yi'hui'wan'niu 张子笔端可以回万牛
'zhao'chen'gen'xi'qiu'ri'jiang'luo 照陈根兮秋日将落
'zhao'fan'huai'xi 赵蕃怀昔
'zhao'ge'fang'chuan'kong'ji'fu 棹歌放船空际浮
'zhao'ling'ren'xin'ji'chong'yi 昭陵仁心及虫蚁
'zhao'shan'xi'xi'cheng'xing 棹剡溪兮乘兴
'zhao'shu'ai'tong'wei'yu'qi 诏书哀痛为雨泣
'zhao'wo'chang'ye'shu'duo'duo 照我长夜书咄咄
'zhao'xia'tu'kong'ming 照下土孔明
'zhao'ye'bai 照夜白
'zhao'yue'min'zhu'yu'zi'you 诏曰民主与自由
'zhao'yun'chu'you'xi'mo'yun'lai'gui 朝云出游兮莫云来归
'zhao'ze'zhu 招则住
'zhe'chong'yu'zuo'lei'fen'di 蛰虫欲作雷奋地
'zhe'deng'lin'yi'wei'ce'xi 折邓林以为策兮
'zhe'xian'meng'mei'ben'wei'huan 谪仙梦寐本为幻
'zhe'yi'ran'ran'sheng'cang'tai 赭衣冉冉生苍苔
'zhen'ai'zhen'zhen'qian'wu'niu'xi 榛艾蓁蓁前吾牛兮
'zhen'ce'er'feng'xi'hui'xuan'wei'yu 振策而风兮回轩为雨
'zhen'cheng'huang 真乘黄
'zhen'di'jing'bo'han'peng'dao 枕底鲸波撼蓬岛
'zhen'jing'ting'wen 震惊听闻
'zhen'qu'shu'lao'fang'zi'de 枕曲漱醪方自得
'zhen'ren'zhi'hui'ding'si'fang 真人指挥定四方
'zhen'zhuo'gu'jin'lai'huo'guo 斟酌古今来活国
'zhen'zuo'yu'di 震作于地
'zheng'cheng'shi'zhui'wu'hong'zhuang 政成十缀舞红妆
'zheng'fu'zi'ran 征服自然
'zheng'he'jun'er'mo'yu 政何君而莫与
'zheng'kong'wen'ming'ren 正恐问命人
'zheng'ni'xin'qin'gong'wei'guo 拯溺辛勤功未果
'zheng'qiao'xiang'ye'ge 郑樵饷馌歌
'zheng'ru'gu'ren'le'yi'duo'huan'yu 正如古人乐易多欢娱
'zheng'shi'feng'shi'yi'he'you 正使逢时亦何有
'zheng'wu'dan'kong'hai 征吴但空还
'zheng'yan'xian'zhe'bu'fu'sheng 争言陷者不复生
'zheng'yi'yi'bai'jing'cheng'tong 整衣一拜精诚通
'zheng'yi'zi'qiang'wei'qiang'ren 争以自戕为戕人
'zheng'ying'hai'shui'fei'ling'xuan 争瀯海水飞凌喧
'zheng'yu'li'xi'yi'yu'qiang 整余柂兮屹余墙
'zheng'yue'hu 正月虎
'zheng'yue'wei 正月尾
'zheng'zhi'wen'hua'lai'qi'zhi 政治文化来旗帜
'zheng'zi'bu'man'wu'cao'hai 正自不满吾曹咍
'zhi'bu'ke'geng'fu 疻不可更扶
'zhi'chi'bu'jian'ren 咫尺不见人
'zhi'dai'jun'lai'qi'liang'ji 直待君来乞良剂
'zhi'dao'hu'nan'tian'jin'tou 直到湖南天尽头
'zhi'de'yi'xi'yu'le 雉得意兮鱼乐
'zhi'er'bu'ji'qu'zi'cheng 置而不汲渠自澄
'zhi'hao'dang'yi'geng'jie'xi 志浩荡以耿介兮
'zhi'huang'quan'yi'wei'qi 指黄泉以为期
'zhi'jia'fei'long'bu'xu'yin 直驾飞龙不须靷
'zhi'jin'bian'zuo'wei'shui'qiu 只今便作渭水囚
'zhi'jin'bu'ju'e'mei'jiu 只今不举蛾眉酒
'zhi'jin'ren'hu'zuo'pu'sa 至今人呼作菩萨
'zhi'jin'yi'shi'zai'tu'hua 至今遗事在图画
'zhi'jun'gu'shi'jing'ji'qi 知君故是经济器
'zhi'kong'pian'pian'kua'huang'hu 直恐翩翩跨黄鹄
'zhi'kong'xin'qiu'gui'sai'yan 祗恐新秋归塞雁
'zhi'ming'zai'yu 制命在予
'zhi'mo'yan 致膜眼
'zhi'nei'ze'can'wai'yi'zei 治内则残外亦贼
'zhi'pu'zi'ran'zhe 质朴自然者
'zhi'shang'fei'she'pen'xiang'zhi 纸上飞蛇喷香汁
'zhi'sheng'xi'ran'xian'xiang'dong 治声翕然先向东
'zhi'shi'qian'xi'ye'lai'xue 知是前溪夜来雪
'zhi'shi'ri'tui 智士日退
'zhi'shou'zhe'xi'wen'guo 执手者兮问过
'zhi'song'chi'bo'dao'dong'hai 直送驰波到东海
'zhi'tai'yuan'zhi'you'xi 执太原之獶兮
'zhi'wan'hua'zhi'ru'jin 知万化之如今
'zhi'xi'zhi'xi'guo'he'wu 痔兮痔兮果何物
'zhi'xiang'da'sha'yun'xiao'bi 掷向大厦云霄碧
'zhi'yi'bu'xu'cu 织亦不须促
'zhi'yu'tian'di'xiang'zhou'xuan 直与天地相周旋
'zhi'zhen'yu'luan'xiao 支枕玉鸾小
'zhi'zhi'jie'guo'zi'ran'cheng 只知结果自然成
'zhi'zhi'zei'ye 智之贼也
'zhi'zun'yao'xi'kai'yi'kang 志尊尧兮慨以慷
'zhong'bu'shi'bian'zhuang'cheng'jian 终不使卞庄乘间
'zhong'chu'mu'ze'yi'ze'ju 中刍牧则刈则鉏
'zhong'chu'yu'yi'xi'gu'chao'qing 众雏羽翼兮故巢倾
'zhong'ci'qi'cai 钟此奇才
'zhong'gan'yi'dan'bu'ke'zhuang 忠肝义胆不可状
'zhong'liang'zi'ci'duo'jie'she 忠良自此多结舌
'zhong'men'ye'gu'bu'ting'wo 重门夜鼓不停挝
'zhong'nan'shi'wan'shan 终南十万山
'zhong'nan'shu'shi'si 终南数十寺
'zhong'nan'zhi'shan'bu'zhi'ji'qian'zhang 终南之山不知几千丈
'zhong'nan'zhi'yun'bu'zhi'ji'wan'zhong 终南之云不知几万重
'zhong'nan'zi'cui'yi'tian'gao 终南紫翠倚天高
'zhong'qi'yu'xin 终泣于心
'zhong'ran'fu'gui'zi'you'ming 终然富贵自有命
'zhong'ri'jin'er'bi'yong'xi 众日进而蔽壅兮
'zhong'shan'mao'sui'ding'cong'hai 中山毛遂定从还
'zhong'sheng'guo'er'jie'wei'le 众声过耳皆为乐
'zhong'sheng'xin'xin'zuo'fo 众生心心作佛
'zhong'sheng'xin'zhong 众生心中
'zhong'xiao'yi'yi'qi'cang'lang 中宵熠熠起沧浪
'zhong'xin'chuan'xi'zhi'sheng'wu'gong'xi 忠信传习之省吾躬兮
'zhong'xing'shi'ye'you'miao'mang 中兴事业犹渺茫
'zhong'xu'bo'huo'chu'ru'pai 中序擘騞初入拍
'zhong'yan'bu'wen'xi'si'jun'niu'ni 忠言不闻兮思君忸怩
'zhong'yi'he'ze'bo'ze'ku 中医和则剥则枯
'zhong'you'chu'li 中有樗里
'zhong'you'yi'shi'bin'cang'lang 中有一士鬓苍浪
'zhong'yuan'you'lin 中园有林
'zhong'zhong'shi'shi 终终始始
'zhou'bi'dai'shi'zhi'chui'fang'cun'ju 周弼戴式之垂访村居
'zhou'fu'xian'tie'wu'yi'shi 州符县帖无已时
'zhou'gong'li'yue'ji'bu'chuan 周公礼乐寂不传
'zhou'jin'sheng'ming'liang'rong'yao 昼锦声名两荣耀
'zhou'liu'tian'xia'jie'mei'quan 周流天下皆美泉
'zhou'you'shi'san'wan'li'qiang 周游十三万里强
'zhou'zhong'ren'xi'nai'xin'yi 舟中人兮乃心一
'zhu'cang'hai'wei'yao'bu'zu'yi'wo'shang 煮沧海为药不足医我伤
'zhu'cheng'gong'gao'chu'mei'guan 筑城功高除美官
'zhu'dao'fang'hu'yu'shu'ji 诸道防胡羽书急
'zhu'fo'nian'nian'zheng'zhen 诸佛念念证真
'zhu'gong'bao'guo'dang'ru'he 诸公报国当如何
'zhu'gong'gui'ren'zheng'quan'gui 诸公贵人争劝归
'zhu'jian'yi'ye'niao'sheng'chun 竹间一夜鸟声春
'zhu'jie'xin'nei 诸介心内
'zhu'men'lian'bi'gao'nan'pan 朱门廉陛高难攀
'zhu'qi'guan'jiang'jun'wan'ge 朱琦关将军挽歌
'zhu'ren'ji'hun'luan 主人既昏乱
'zhu'ru'xi'wang'jia 主辱兮忘家
'zhu'sheng'you'yong'qin'zao'jian 诸生游泳芹藻间
'zhu'si'zhu'shan 住似著衫
'zhu'ting'dui'zhi'kui'han'hong 著亭对峙窥谽谾
'zhu'xi'ren'shi'jie'qi'li 逐西人势竭其力
'zhu'zai'xing'du'si'shi'nian 住在行都四十年
'zhuan'lu'shi'diao'xing'xiang'sui 砖炉石铫行相随
'zhuan'yi'he'xi'qian'gu 颛一壑兮千古
'zhuang'guan'tian'xia'wu 壮观天下无
'zhuang'shen'gong 壮神功
'zhuang'shi'bie'jun'qu 壮士别君去
'zhuang'shi'qiao'cui'fei'du'jin 壮士憔悴非独今
'zhuang'shi'yue'li'yi'fu'sang 壮士岳立依扶桑
'zhuang'shi'zhong'li'bie 壮士重离别
'zhuo'feng'hui'shui'duan'rou'mao 斫风挥水断柔毛
'zhuo'gui'dong'xi'lan'fang 擢桂栋兮兰房
'zhuo'jun'yi'pu'cheng'sang'luo'zhi'jiu 酌君以蒲城桑落之酒
'zhuo'quan'gong'xi'bei'zhong'tian 酌泉共吸杯中天
'zhuo'shui'xi'li'qing 酌水兮澧清
'zhuo'yu'dang'xi'chu'chu 濯予珰兮楚楚
'zhuo'yu'zi'bian 拙於自辨
'zhuo'zhuo'xi'yao'juan 卓卓兮瑶镌
'zhuo'zi'zhi'fu 灼子之肤
'zi'an'tao 子安逃
'zi'bai'shi'jiu'shi'chen'jie'lang 子百十九尸陈街廊
'zi'ben'gong'ye'wei'long'gu 资本工业为龙骨
'zi'cheng'zi'mu'bu'ken'jiang 子瞠子目不肯僵
'zi'gou'yu'cun'qing'yu'hua 子苟欲存请羽化
'zi'gu'shu'wu'si'xi'shou'qiu'wei'zheng 自古孰无死兮首丘为正
'zi'gu'zhi'gui'yi 自古之规矣
'zi'hu'chu'ci'wen'ming'xi 子胡处此文明隙
'zi'hu'wei'hu'bu'xiang 子胡为乎不降
'zi'hu'wei'hu'hu'wei'hu'bu'xiang 子胡为乎胡为乎不降
'zi'hu'wei'hu'sheng 子胡为乎生
'zi'hu'wei'hu'sheng'er'bu'si 子胡为乎生而不死
'zi'hu'wei'hu'sheng'er'zhi'de'ci'ling 子胡为乎生而只得此龄
'zi'hu'wei'hu'sheng'hu'ci'di 子胡为乎生乎此地
'zi'hu'wei'hu'sheng'si'hu'ci'shi 子胡为乎生死乎此时
'zi'huang'fang'wen'fu'chun'qiu 紫皇访问富春秋
'zi'li'pi 自立辟
'zi'nian'er'shi'nian'shi'ba 子年二十年十八
'zi'pan'chuan'yu'yu'ju'xi 自磐川与玉局兮
'zi'ru'jin'sheng'tie'suo'xiang'jiu'chan 字如金绳铁索相纠缠
'zi'se'wa'sheng'cheng'yi'tian 紫色蛙声成一天
'zi'shang'shi'qu'wu'gai 自伤时去物改
'zi'shi'di'li'fei'tian'shi 自是地利非天时
'zi'sun'shi'zuo'ji'shan'nong 子孙世作稽山农
'zi'wei'zhao'zhi'dong'tian'xia 自谓爪指动天下
'zi'wo'de'er'shi 自我得二士
'zi'wo'xian'xi'yi'wu'qiong 自我先兮一无穷
'zi'wu'wo'wen'wu'wo'shang 子无我问无我伤
'zi'xi'ji 自西极
'zi'xing'tu'fa'zao'ji'qiang 子行土法造机枪
'zi'xue'yi'bu'dong'er'zhang 子靴以布洞而张
'zi'yan'li'jie'gu'guo'en 自言力竭孤国恩
'zi'yi'shi'nan'yue'lan'zan'shi 自疑是南岳懒瓒师
'zi'you'zhong'yu'cen'ding 兹有重於岑鼎
'zi'yue'fang'su'ming'yao'wen 字曰仿苏名耀文
'zi'yun'huang'wu'suo'xuan'guan 紫云黄雾鏁玄关
'zi'za'qi'pao'fei'jun'zhuang 子杂其袍非军装
'zi'zhi'ji'pu'ru'wen'meng 子之吉普如蚊虻
'zi'zhi'suo'sheng'wu'bu'si 子之所生无不死
'zong'er'bu'xi'ren'zhi'tian 纵而不蹊人之田
'zong'she'xian'xi'xin'heng 纵涉险兮心亨
'zong'yu'jia'zui'ci'xu'xiong 纵欲加罪辞须雄
'zou'sheng'sang'zi'ju'ci'jian 鲰生桑梓居此间
'zou'shu'hai 走竖亥
'zou'yu'wei'pei 驺御委辔
'zu'lian'chang'qu'shi'wan'fu 组练长驱十万夫
'zu'shang'ning'you'sheng'huan'shi 俎上宁有生还时
'zuan'ji'yi'guang'ye'xi 纂记以广业兮
'zui'bu'zai'de 罪不在德
'zui'li'xiao'tan'duo'wu'ren 醉里笑谈多忤人
'zui'mo'can'yu'de'you'xin 罪莫惨於德有心
'zui'shi'ling'ren'chou'bu'jie 最是令人愁不解
'zui'xi'wei'mo'juan'li'duo'qing'ci 最喜维摩卷里多清词
'zui'xiang'tu'lu'ge'yun'yan 醉乡途路隔云烟
'zui'zhong'wang'wang'ai'tao'chan 醉中往往爱逃禅
'zun'qian'bu'fu'ru'hua'ren 樽前不复如花人
'zun'qian'wei'yu'shang'sheng'ou 樽前为予商声讴
'zuo'guan'xu'qi'nu 作官蓄妻孥
'zuo'ju'fu'hu'kun'lun'xi 左裾拂乎昆仑兮
'zuo'jue'yan'yu'sheng'jian'xiang 坐觉烟雨生缣缃
'zuo'kan'wan'guo'chi'zi'lun'shen'yuan 坐看万国赤子沦深渊
'zuo'shi'tian'xia'feng'su'hai'zhen'fu 坐使天下风俗还真浮
'zuo'si'wen'cheng'gao'zhi'jia 左司文成高纸价
'zuo'ye'yu'ji'you'ling'mu 左掖虞姬右陵母
'zuo'yong'hong'yao'ran'jin'lian 坐拥红药然金莲
'zuo'ze'yi'hu'chuang'fei'ji 坐则倚胡床棐几
