'a'bi'di'yu 阿鼻地狱
'xue'zhong'song'tan 雪中送炭
'xue'zhu'jue'gen 削株掘根
'xue'zu'shi'lv 削足适履
'xun'chi'xiang'he 埙篪相和
'xun'feng'zhuo'ying 寻风捉影
'xun'gen'jiu'di 寻根究底
'xun'gen'zhui'di 寻根追底
'xun'gui'dao'ju 循规蹈矩
'xun'guo'wang'shen 徇国忘身
'xun'hang'shu'mo 寻行数墨
'xun'hua'wen'liu 寻花问柳
'xun'huan'wang'fu 循环往复
'xun'huan'zuo'le 寻欢作乐
'xun'lei'bu'ji'yan'er 迅雷不及掩耳
'xun'lian'you'su 训练有素
'xun'ming'kao'shi 循名考实
'xun'ming'ze'shi 循名责实
'xun'qing'wang'fa 徇情枉法
'xun'shi'kao'yan 询事考言
'xun'shi'sheng'fei 寻事生非
'xun'si'mi'huo 寻死觅活
'xun'si'wu'bi 徇私舞弊
'xun'si'zuo'bi 徇私作弊
'xun'tao'cheng'xing 熏陶成性
'xun'tian'he'di 薰天赫地
'xun'xia'si'xi 寻瑕伺隙
'xun'xiao'wen'xi 寻消问息
'xun'xu'jian'jin 循序渐进
'xun'xun'shan'you 循循善诱
'xun'you'bu'tong'qi 薰莸不同器
'xun'you'tong'qi 薰莸同器
'xun'zhang'zhai'ju 寻章摘句
'xun'zhi'shi'min 逊志时敏
'xun'zhi'zhai'ye 寻枝摘叶
'xun'zong'mi'ji 寻踪觅迹
'ya'bai'kou'qing 牙白口清
'ya'dao'yuan'bai 压倒元白
'ya'fei'que'luan 鸦飞雀乱
'ya'guan'qu'song 衙官屈宋
'ya'jian'die'bei 亚肩叠背
'ya'jian'die'bei 压肩迭背
'ya'kou'wu'yan 哑口无言
'ya'liang'wei'jian 压良为贱
'ya'miao'zhu'zhang 揠苗助长
'ya'mo'que'jing 鸦默雀静
'ya'qian'wan'zhou 牙签万轴
'ya'que'wu'sheng 鸦雀无声
'ya'que'wu'wen 鸦雀无闻
'ya'ran'shi'xiao 哑然失笑
'ya'ren'shen'zhi 雅人深致
'ya'su'gong'shang 雅俗共赏
'ya'xing'e'bu 鸭行鹅步
'ya'ya'xue'yu 牙牙学语
'ya'zi'bi'bao 睚眦必报
'ya'zi'chi'huang'lian 哑子吃黄连
'yan'an'jiu'du 宴安鸠毒
'yan'an'zhen'du 宴安鸩毒
'yan'bi'er'guo 掩鼻而过
'yan'bi'xin 言必信
'yan'bi'you'ju 言必有据
'yan'bi'you'zhong 言必有中
'yan'bo'diao'tu 烟波钓徒
'yan'bo'hao'miao 烟波浩渺
'yan'bo'tao'yuan 沿波讨源
'yan'bu'chu'huo'bu'jin 烟不出火不进
'yan'bu'ji'yi 言不及义
'yan'bu'jian 眼不见
'yan'bu'jian'wei'jing 眼不见为净
'yan'bu'jin'yi 言不尽意
'yan'bu'shun 言不顺
'yan'bu'you'zhong 言不由衷
'yan'chan'du'bao 眼馋肚饱
'yan'chao'mu'shang 燕巢幕上
'yan'chao'wei'mu 燕巢危幕
'yan'chao'yu'mu 燕巢于幕
'yan'cheng'bu'dai 严惩不贷
'yan'chu'fa'sui 言出法随
'yan'chuan'shen'jiao 言传身教
'yan'de'hu'zi 焉得虎子
'yan'duo'bi'shi 言多必失
'yan'er'bu'xin 言而不信
'yan'er'dao'ling 掩耳盗铃
'yan'er'wu'xin 言而无信
'yan'er'xin'hun 宴尔新婚
'yan'er'xin'hun 燕尔新婚
'yan'er'you'xin 言而有信
'yan'gao'shou'di 眼高手低
'yan'gua'you 言寡尤
'yan'guan'liu'lu 眼观六路
'yan'guan'si'chu 眼观四处
'yan'guan'si'lu 眼观四路
'yan'guan'wei'shi 眼观为实
'yan'gui'yu'hao 言归于好
'yan'gui'zheng'zhuan 言归正传
'yan'guo'ba'mao 雁过拔毛
'yan'guo'liu'sheng 雁过留声
'yan'guo'qi'shi 言过其实
'yan'han'hu'jing 燕颔虎颈
'yan'han'hu'tou 燕颔虎头
'yan'hua'liao'luan 眼花缭乱
'yan'jian'yi'gai 言简意赅
'yan'jian'yi'shao 言简意少
'yan'jin'liu'gu 颜筋柳骨
'yan'jin'zhi'yuan 言近旨远
'yan'jing'he'wang 延颈鹤望
'yan'jing'ju'zhong 延颈举踵
'yan'jing'tan'si 研精覃思
'yan'ju'chuan'guan 岩居川观
'yan'ju'xue'chu 岩居穴处
'yan'kai'zhi'jing 晏开之警
'yan'kong'si'hai 眼空四海
'yan'kong'wu'wu 眼空无物
'yan'kou'hu'lu 掩口胡卢
'yan'kou'hu'lu 掩口葫芦
'yan'ku'tu'gan 咽苦吐甘
'yan'ku'tun'gan 咽苦吞甘
'yan'liang'shi'tai 炎凉世态
'yan'lv'ying'chou 燕侣莺俦
'yan'mei'xiang'cheng 盐梅相成
'yan'mei'zhi'ji 盐梅之寄
'yan'mei'zhou'ji 盐梅舟楫
'yan'men'tuo'bo 沿门托钵
'yan'mian'sao'di 颜面扫地
'yan'ming'shou'kuai 眼明手快
'yan'ming'xin'liang 眼明心亮
'yan'mo'wu'wen 湮没无闻
'yan'mo'xian'peng 雁默先烹
'yan'mu'bu'que 掩目捕雀
'yan'nan'zhe'chong 厌难折冲
'yan'nei'wu'zhu 眼内无珠
'yan'nian'yi'shou 延年益寿
'yan'qi'bu'bei 掩其不备
'yan'qi'gu'yin 岩栖谷隐
'yan'qi'wu'bei 掩其无备
'yan'qi'xi'gu 偃旗息鼓
'yan'qi'xue'chu 岩栖穴处
'yan'qi'zheng'xing 严气正性
'yan'que'an'zhi'hong'hu'zhi 燕雀安知鸿鹄志
'yan'que'an'zhi'hong'hu'zhi'zhi 燕雀安知鸿鹄之志
'yan'que'chu'tang 燕雀处堂
'yan'que'xiang'he 燕雀相贺
'yan'ran'yi'xiao 嫣然一笑
'yan'ren'er'mu 掩人耳目
'yan'ren'ren'shu 言人人殊
'yan'ru'tao'li 艳如桃李
'yan'san'yu'si 言三语四
'yan'sang'xin'ji 研桑心计
'yan'shi'mei'xing 烟视媚行
'yan'shou'huan'fei 燕瘦环肥
'yan'shu'yin'he 偃鼠饮河
'yan'si'he'feng 严丝合缝
'yan'ta'ti'ming 雁塔题名
'yan'tan'ju'zhi 言谈举止
'yan'tan'lin'sou 言谈林薮
'yan'ting'ji'cong 言听计从
'yan'wai'zhi'yi 言外之意
'yan'wei'xin'sheng 言为心声
'yan'wu'bu'jin 言无不尽
'yan'wu'er'jia 言无二价
'yan'wu'xiu'wen 偃武修文
'yan'wu'xiu'wen 演武修文
'yan'wu'ying'ti 燕舞莺啼
'yan'xia'gu'ji 烟霞痼疾
'yan'xiao'huo'mie 烟消火灭
'yan'xiao'yun'san 烟消云散
'yan'xiao'zi'ru 言笑自如
'yan'xiao'zi'ruo 言笑自若
'yan'xing'bu'yi 言行不一
'yan'xing'ji'cong 言行计从
'yan'xing'jun'fa 严刑峻法
'yan'xing'xiang'gui 言行相诡
'yan'xing'yi'zhi 言行一致
'yan'xue'zhi'shi 岩穴之士
'yan'yan'dai'fei 燕雁代飞
'yan'yan'yi'xi 奄奄一息
'yan'yang'xing'ju 言扬行举
'yan'yao'yu'chen 雁杳鱼沉
'yan'yi'lv'ji 严以律己
'yan'yi'yi'mou 燕翼贻谋
'yan'ying'fen'fei 雁影分飞
'yan'you'zai'er 言犹在耳
'yan'yu'dao'duan 言语道断
'yan'yu'lv'ji 严于律己
'yan'yu'miao'tian'xia 言语妙天下
'yan'yu'ying'sheng 燕语莺声
'yan'yu'ying'ti 燕语莺啼
'yan'yun'guo'yan 烟云过眼
'yan'zhe'wu'zui 言者无罪
'yan'zhe'zhun'zhun 言者谆谆
'yan'zhen'yi'dai 严阵以待
'yan'zhi'cheng'li 言之成理
'yan'zhi'wu'wen 言之无文
'yan'zhi'wu'wu 言之无物
'yan'zhi'you'li 言之有理
'yan'zhi'you'wu 言之有物
'yan'zhi'you'xu 言之有序
'yan'zhi'zao'zao 言之凿凿
'yan'zhi'zhun'zhun 言之谆谆
'yan'zhong'ba'ding 眼中拔钉
'yan'zhong'ding 眼中钉
'yan'zhong'jiu'ding 言重九鼎
'yan'zhong'you'tie 眼中有铁
'yan'zi'yan'zhi 妍姿艳质
'yang'bing'qian'ri 养兵千日
'yang'bu'kui'tian 仰不愧天
'yang'chang'bi'duan 扬长避短
'yang'chang'er'qu 扬长而去
'yang'chang'niao'dao 羊肠鸟道
'yang'chang'xiao'dao 羊肠小道
'yang'chu'fan'li 羊触藩篱
'yang'chun'bai'xue 阳春白雪
'yang'chun'you'jiao 阳春有脚
'yang'er'fang'lao 养儿防老
'yang'fan'zhao'hun 扬幡招魂
'yang'feng'yin'wei 阳奉阴违
'yang'gao'mei'jiu 羊羔美酒
'yang'guan'da'dao 阳关大道
'yang'guan'fu'cha 仰观俯察
'yang'guan'san'die 阳关三迭
'yang'hen'lang'tan 羊狠狼贪
'yang'hu'yi'huan 养虎遗患
'yang'hu'zi'nie 养虎自啮
'yang'hua'shui'xing 杨花水性
'yang'hui'cheng'she 养虺成蛇
'yang'ji'chi'yu 殃及池鱼
'yang'ji'lu'cai 扬己露才
'yang'jia'huo'kou 养家活口
'yang'jing'chu'rui 养精畜锐
'yang'jing'xu'rui 养精蓄锐
'yang'jun'qian'ri 养军千日
'yang'ling'da'gu 扬铃打鼓
'yang'mao'chu'zai'yang'shen'shang 羊毛出在羊身上
'yang'mei'tu'qi 扬眉吐气
'yang'mian'tuo'tian 仰面唾天
'yang'pa'zhen'zao 扬葩振藻
'yang'qing'ji'zhuo 扬清激浊
'yang'qu'fu'shi 仰取俯拾
'yang'ren'bi'xi 仰人鼻息
'yang'ren'mei'jie 仰人眉睫
'yang'ru'hu'qun 羊入虎群
'yang'sheng'song'si 养生送死
'yang'shi'fu'xu 仰事俯畜
'yang'shou'shen'mei 仰首伸眉
'yang'shu'zha'bai 佯输诈败
'yang'tang'zhi'fei 扬汤止沸
'yang'wei'yao'wu 扬威耀武
'yang'wei'zhong'yong 洋为中用
'yang'wu'qie'tan 仰屋窃叹
'yang'wu'zhu'shu 仰屋著书
'yang'xu'shan'li 阳煦山立
'yang'yang'bu'le 怏怏不乐
'yang'yang'bu'yue 怏怏不悦
'yang'yang'da'feng 泱泱大风
'yang'yang'da'guan 洋洋大观
'yang'yang'de'yi 扬扬得意
'yang'yang'de'yi 洋洋得意
'yang'yang'sa'sa 洋洋洒洒
'yang'yi'ti 养移体
'yang'yong'cheng'huan 养痈成患
'yang'yong'yi'huan 养痈贻患
'yang'yong'yi'huan 养痈遗患
'yang'zhi'hu'pi 羊质虎皮
'yang'zhi'mi'gao 仰之弥高
'yang'zun'chu'you 养尊处优
'yao'bi'ji'lai 摇笔即来
'yao'bu'sheng'de 妖不胜德
'yao'chan'wan'guan 腰缠万贯
'yao'chun'gu'she 摇唇鼓舌
'yao'de'cai'gen 咬得菜根
'yao'dian'fei'long 药店飞龙
'yao'ding'jue'tie 咬钉嚼铁
'yao'ding'ya'gen 咬定牙根
'yao'ding'ya'guan 咬定牙关
'yao'er'yan'zhi 要而言之
'yao'gong'qiu'shang 邀功求赏
'yao'gu'xiong'di 腰鼓兄弟
'yao'huan'yu'er 瑶环瑜珥
'yao'huang'wei'zi 姚黄魏紫
'yao'jia'huan'jia 要价还价
'yao'jiang'xia'cu 咬姜呷醋
'yao'jin'ya'guan 咬紧牙关
'yao'jin'yi'zi 腰金衣紫
'yao'lin'qiong'shu 瑶林琼树
'yao'long'zhong'wu 药笼中物
'yao'me'xiao'chou 幺么小丑
'yao'mo'gui'guai 妖魔鬼怪
'yao'mo'xiao'chou 幺麽小丑
'yao'nian'shun'ri 尧年舜日
'yao'qi'na'han 摇旗呐喊
'yao'ru'huang'he 杳如黄鹤
'yao'shen'yi'bian 摇身一变
'yao'shi'zhi'yan 药石之言
'yao'shou'chu'jin 摇手触禁
'yao'tao'nong'li 夭桃秾李
'yao'tiao'shu'nv 窈窕淑女
'yao'tou'bai'wei 摇头摆尾
'yao'tou'huang'nao 摇头晃脑
'yao'wei'qi'lian 摇尾乞怜
'yao'wei'qiu'shi 摇尾求食
'yao'wen'jiao'zi 咬文嚼字
'yao'wu'ren'yan 杳无人烟
'yao'wu'xiao'xi 杳无消息
'yao'wu'xin'xi 杳无信息
'yao'wu'yang'wei 耀武扬威
'yao'wu'yin'xin 杳无音信
'yao'wu'zong'ji 杳无踪迹
'yao'xiang'hu'ying 遥相呼应
'yao'ya'qie'chi 咬牙切齿
'yao'yan'bu'fan 要言不烦
'yao'yan'huo'zhong 妖言惑众
'yao'yan'miao'dao 要言妙道
'yao'yao'ling'xian 遥遥领先
'yao'yao'wu'qi 遥遥无期
'yao'yao'xiang'dui 遥遥相对
'yao'yao'yi'que 峣峣易缺
'yao'yao'yu'zhui 摇摇欲坠
'yao'yao'zai'wang 遥遥在望
'yao'you'ren'xing 妖由人兴
'yao'zu'rong'zong 耀祖荣宗
'ye'bu'bi'hu 夜不闭户
'ye'cao'xian'hua 野草闲花
'ye'chang'meng'duo 夜长梦多
'ye'diao'wu'qiang 野调无腔
'ye'gong'hao'long 叶公好龙
'ye'he'xian'yun 野鹤闲云
'ye'jing'geng'lan 夜静更阑
'ye'jing'geng'shen 夜静更深
'ye'jing'yu'qin 业精于勤
'ye'ju'wang'men 曳裾王门
'ye'jun'hong'ji 业峻鸿绩
'ye'lan'ren'jing 夜阑人静
'ye'lang'zi'da 夜郎自大
'ye'luo'gui'gen 叶落归根
'ye'luo'zhi'qiu 叶落知秋
'ye'ma'wu'jiang 野马无缰
'ye'ren'xian'pu 野人献曝
'ye'ren'xian'qin 野人献芹
'ye'ren'zou'bao 野人奏曝
'ye'rong'hui'yin 冶容诲淫
'ye'shen'ren'jing 夜深人静
'ye'shou'hua'can 叶瘦花残
'ye'su'shan'yao 野蔌山肴
'ye'wei'tu'zhong 曳尾涂中
'ye'wu'yi'xian 野无遗贤
'ye'xin'bo'bo 野心勃勃
'ye'ye'chang'tiao 冶叶倡条
'ye'ye'jin'jin 业业矜矜
'ye'ye'jing'jing 业业兢兢
'ye'yi'ji'ri 夜以继日
'ye'yi'ji'zhou 夜以继昼
'ye'yu'dui'chuang 夜雨对床
'yi'ba'si'na 一把死拿
'yi'bai'ru'shui 一败如水
'yi'bai'tu'di 一败涂地
'yi'ban'jian'shi 一般见识
'yi'ban'kui'bao 一斑窥豹
'yi'ban'san'yan 一板三眼
'yi'ban'wu'er 一般无二
'yi'ban'xin'xiang 一瓣心香
'yi'ban'yi'yan 一板一眼
'yi'bang'yi'tiao'hen 一棒一条痕
'yi'bao'huan'yi'bao 一报还一报
'yi'bao'qi'zhen 异宝奇珍
'yi'bao'yi'bao 以暴易暴
'yi'bei'qun'sheng 衣被群生
'yi'bei'shu'lun 逸辈殊伦
'yi'ben'wan'li 一本万利
'yi'ben'zheng'jing 一本正经
'yi'bi'bu'gou 一笔不苟
'yi'bi'gou'xiao 一笔勾销
'yi'bi'kong'chu'qi 一鼻孔出气
'yi'bi'mo'sha 一笔抹杀
'yi'bi'mo'sha 一笔抹煞
'yi'bi'zhi'li 一臂之力
'yi'bi'zhu'zi 挹彼注兹
'yi'biao'fei'fan 一表非凡
'yi'biao'ren'cai 一表人才
'yi'biao'tang'tang 仪表堂堂
'yi'bing'bu'qi 一病不起
'yi'bing'zhi'gong 一秉至公
'yi'bing'zhi'ying 以冰致蝇
'yi'bo'san'zhe 一波三折
'yi'bo'wei'ping 一波未平
'yi'bo'xiang'chuan 衣钵相传
'yi'bo'you'qi 一波又起
'yi'bo'yun'tian 义薄云天
'yi'bu'bi'ti 衣不蔽体
'yi'bu'deng'tian 一步登天
'yi'bu'fan'gu 议不反顾
'yi'bu'jie'dai 衣不解带
'yi'bu'niu'zhong 一不扭众
'yi'bu'rong'ci 义不容辞
'yi'bu'wan'cai 衣不完采
'yi'bu'ya'shen 艺不压身
'yi'bu'ya'zhong 一不压众
'yi'bu'yi'ge'jiao'yin 一步一个脚印
'yi'bu'yi'gui 一步一鬼
'yi'bu'yi'qu 亦步亦趋
'yi'bu'zuo 一不做
'yi'cai'zhang'shi 倚财仗势
'yi'cao'fu'mu 依草附木
'yi'cao'qi'hua 异草奇花
'yi'cao'yi'mu 一草一木
'yi'cha'er'cuo 一差二错
'yi'chang'bai'he 一倡百和
'yi'chang'chun'meng 一场春梦
'yi'chang'er'duan 一长二短
'yi'chang'liang'duan 一长两短
'yi'chang'san'tan 一唱三叹
'yi'chang'yi'duan 一长一短
'yi'chang'yi'he 一唱一和
'yi'chang'zhi'hui 衣裳之会
'yi'chao'tian'zi'yi'chao'chen 一朝天子一朝臣
'yi'chen'bu'ran 一尘不染
'yi'chen'duan'yang 逸尘断鞅
'yi'cheng'bu'bian 一成不变
'yi'cheng'yi'lv 一成一旅
'yi'chi'shui'shi'zhang'bo 一尺水十丈波
'yi'chou'mo'zhan 一筹莫展
'yi'chou'wan'nian 遗臭万年
'yi'chu'ji'fa 一触即发
'yi'chu'ji'kui 一触即溃
'yi'chuan'jiu'an 移船就岸
'yi'chuan'li'zhu 一串骊珠
'yi'chuan'shi 一传十
'yi'chuang'jin'bei'zhe'gai 一床锦被遮盖
'yi'chuang'liang'hao 一床两好
'yi'chui'ding'yin 一锤定音
'yi'chui'zi'mai'mai 一锤子买卖
'yi'ci'hai'yi 以辞害意
'yi'ci'mo'zan 一辞莫赞
'yi'cu'er'jiu 一蹴而就
'yi'cui'wei'hong 倚翠偎红
'yi'cun'dan'xin 一寸丹心
'yi'cun'guang'yin'yi'cun'jin 一寸光阴一寸金
'yi'da'liang'yong 一搭两用
'yi'da'tou'jian 遗大投艰
'yi'dai'feng'liu 一代风流
'yi'dai'kai'mo 一代楷模
'yi'dai'tan'zong 一代谈宗
'yi'dan'shi'bao 衣单食薄
'yi'dan'yi'piao 一箪一瓢
'yi'dao'liang'duan 一刀两断
'yi'dao'qie 一刀切
'yi'de'bao'de 以德报德
'yi'de'bao'yuan 以德报怨
'yi'de'yi'xin 一德一心
'yi'de'zhi'gong 一得之功
'yi'de'zhi'jian 一得之见
'yi'de'zhi'yu 一得之愚
'yi'di'er'chu 易地而处
'yi'di'xiang'feng 异地相逢
'yi'dian'ban'dian 一点半点
'yi'dian'yi'di 一点一滴
'yi'ding'bu'shi 一丁不识
'yi'ding'bu'yi 一定不易
'yi'ding'zhi'gui 一定之规
'yi'dong'bu'ru'yi'jing 一动不如一静
'yi'dong'bu'xi 移东补西
'yi'dong'jiu'xi 移东就西
'yi'du'gong'du 以毒攻毒
'yi'duan'en'jue 义断恩绝
'yi'duan'tou'luan 以碫投卵
'yi'duan'xie'shuo 异端邪说
'yi'e'chuan'e 以讹传讹
'yi'er'dai'mu 以耳代目
'yi'er'zai 一而再
'yi'fa'po'di 一发破的
'yi'fa'qian'jun 一发千钧
'yi'fan'chang'tai 一反常态
'yi'fan'feng'shun 一帆风顺
'yi'fan'ji'wang 一反既往
'yi'fan'qi'dao 一反其道
'yi'fan'qian'jin 一饭千金
'yi'fan'zhi'de 一饭之德
'yi'fang'bu'ce 以防不测
'yi'fang'wan'yi 以防万一
'yi'fang'zhi'ren 一方之任
'yi'fei'chong'tian 一飞冲天
'yi'fen'tian'ying 义愤填膺
'yi'fen'wei'er 一分为二
'yi'fen'yi'hao 一分一毫
'yi'feng'chui 一风吹
'yi'feng'xue'yu 蚁封穴雨
'yi'feng'yi'su 移风易俗
'yi'fo'chu'shi 一佛出世
'yi'fu'dang'guan 一夫当关
'yi'fu'ru'shi 亦复如是
'yi'fu'zhi'yong 一夫之用
'yi'fu'zhong'xiu 一傅众咻
'yi'gai'er'lun 一概而论
'yi'gai'gu'zhe 一改故辙
'yi'gan'er'jing 一干二净
'yi'gan'ren'fan 一干人犯
'yi'ge'ba'zhang'pai'bu'xiang 一个巴掌拍不响
'yi'ge'luo'bo'yi'ge'keng 一个萝卜一个坑
'yi'gong'huan'yu 移宫换羽
'yi'gong'wei'shou 以攻为守
'yi'gu'fei'jin 以古非今
'yi'gu'nao'er 一股脑儿
'yi'gu'yu'jin 以古喻今
'yi'gu'zuo'qi 一鼓作气
'yi'guan'ban'zhi 一官半职
'yi'guan'bu'lv 以冠补履
'yi'guan'chu'chu 衣冠楚楚
'yi'guan'hou'xiao 以观后效
'yi'guan'kui'tian 以管窥天
'yi'guan'qin'shou 衣冠禽兽
'yi'guan'xiao'jing 衣冠枭獍
'yi'guan'zhang'shi 倚官仗势
'yi'gui'tong'feng 一轨同风
'yi'gui'wei'tian 以规为瑱
'yi'gun'zi'da'si 一棍子打死
'yi'guo'san'gong 一国三公
'yi'hai'en'shan 义海恩山
'yi'hai'wu'qiong 贻害无穷
'yi'hai'wu'qiong 遗害无穷
'yi'han'ru'ci 一寒如此
'yi'hao'bu'cha 一毫不差
'yi'hao'bu'gou 一毫不苟
'yi'hao'bu'ran 一毫不染
'yi'hen'qian'gu 遗恨千古
'yi'hong'er'qi 一哄而起
'yi'hong'er'san 一哄而散
'yi'hu'bai'nuo 一呼百诺
'yi'hu'bai'ying 一呼百应
'yi'hu'qian'jin 一壶千金
'yi'hu'xun'chang 异乎寻常
'yi'hu'zhi'ye 一狐之腋
'yi'hua'jie'mu 移花接木
'yi'huan'yi'bao 一还一报
'yi'huang'liang'she 一簧两舌
'yi'hui'chu'shou 一麾出守
'yi'hui'er'cheng 一挥而成
'yi'hui'er'jiu 一挥而就
'yi'huo'jiu'huo 以火救火
'yi'ji'duo'ren 以己度人
'yi'ji'mei'hua 驿寄梅花
'yi'ji'zhi'chang 一技之长
'yi'ji'zhi'si 一己之私
'yi'jia'fan'nang 衣架饭囊
'yi'jia'juan'shu 一家眷属
'yi'jia'luan'zhen 以假乱真
'yi'jia'yi'ji 一家一计
'yi'jia'yi'shi 宜家宜室
'yi'jia'zhi'ji 一家之计
'yi'jia'zhi'yan 一家之言
'yi'jian'qing'xin 一见倾心
'yi'jian'ru'gu 一见如故
'yi'jian'ru'jiu 一见如旧
'yi'jian'shang'duo 一箭上垛
'yi'jian'shuang'diao 一箭双雕
'yi'jian'yu'fan 以简驭繁
'yi'jian'zhi'di 一箭之地
'yi'jian'zhi'yao 一箭之遥
'yi'jian'zhong'qing 一见钟情
'yi'jiang'shi'bing 一浆十饼
'yi'jiao'zuo'mei 倚姣作媚
'yi'jie'bu'qu 一介不取
'yi'jie'jin'lan 义结金兰
'yi'jie'shu'sheng 一介书生
'yi'jie'zhi'shi 一介之士
'yi'jin'huan'xiang 衣锦还乡
'yi'jin'rong'gui 衣锦荣归
'yi'jin'ye'xing 衣锦夜行
'yi'jing'ti'xian 仪静体闲
'yi'jing'xiao'you 以儆效尤
'yi'jiu'jie'cheng 以酒解酲
'yi'ju'cheng'ming 一举成名
'yi'ju'liang'de 一举两得
'yi'ju'qian'li 一举千里
'yi'ju'shou'zhi'lao 一举手之劳
'yi'ju'yi'dong 一举一动
'yi'jue'bu'zhen 一蹶不振
'yi'jue'ci'xiong 一决雌雄
'yi'jue'sun'mou 贻厥孙谋
'yi'jun'tu'qi 异军突起
'yi'ke'bu'fan'er'zhu 一客不烦二主
'yi'ke'fu'zhou 亦可覆舟
'yi'ke'qian'jin 一刻千金
'yi'kong'zhi'jian 一孔之见
'yi'kou'liang'shi 一口两匙
'yi'kou'san'she 一口三舌
'yi'kou'tong'sheng 异口同声
'yi'kou'tong'yin 异口同音
'yi'kou'xi'jin'xi'jiang'shui 一口吸尽西江水
'yi'kou'yao'ding 一口咬定
'yi'kou'yi'sheng 一口一声
'yi'ku'si'tian 忆苦思甜
'yi'kuai'shi'tou'luo'di 一块石头落地
'yi'kuai'shi'tou'luo'le'di 一块石头落了地
'yi'kuang'tian'xia 一匡天下
'yi'kui'shi'qi 一馈十起
'yi'kui'yi'zu 一夔已足
'yi'lai'er'qu 一来二去
'yi'lai'shen'shou 衣来伸手
'yi'lan'wu'yu 一览无余
'yi'lao'mai'lao 倚老卖老
'yi'lao'yi'shao 遗老遗少
'yi'lao'yong'yi 一劳永逸
'yi'lei'er'shan 一雷二闪
'yi'li'ce'hai 以蠡测海
'yi'li'cheng'dang 一力承当
'yi'li'er'shu 以狸饵鼠
'yi'li'fu'ren 以力服人
'yi'li'fu'ren 以理服人
'yi'li'lei'xing 以利累形
'yi'li'xiang'dai 以礼相待
'yi'liao'bai'dang 一了百当
'yi'liao'bai'liao 一了百了
'yi'lin'ban'jia 一鳞半甲
'yi'lin'ban'zhao 一鳞半爪
'yi'lin'wei'he 以邻为壑
'yi'lin'yi'zhao 一鳞一爪
'yi'liu'ping'jin 依流平进
'yi'liu'yan 一溜烟
'yi'long'yi'she 一龙一蛇
'yi'long'yi'zhu 一龙一猪
'yi'lu'fu'xing 一路福星
'yi'lu'huo'se 一路货色
'yi'lu'ping'an 一路平安
'yi'lu'shun'feng 一路顺风
'yi'luan'ji'shi 以卵击石
'yi'luan'tou'shi 以卵投石
'yi'lun'fen'cuo 议论纷错
'yi'lun'fen'fen 议论纷纷
'yi'lun'fen'yun 议论纷纭
'yi'lun'feng'fa 议论风发
'yi'lun'feng'sheng 议论风生
'yi'lun'ying'fa 议论英发
'yi'luo'qian'zhang 一落千丈
'yi'ma'dang'xian 一马当先
'yi'ma'ke'dai 倚马可待
'yi'ma'ping'chuan 一马平川
'yi'ma'qi'zhi 倚马七纸
'yi'ma'xin'yuan 意马心猿
'yi'mai'xiang'cheng 一脉相承
'yi'mai'xiang'chuan 一脉相传
'yi'mao'bu'ba 一毛不拔
'yi'mao'qu'ren 以貌取人
'yi'mei'yi'e 溢美溢恶
'yi'mei'zhi'yan 溢美之言
'yi'men'bang'hu 倚门傍户
'yi'men'mai'qiao 倚门卖俏
'yi'men'mai'xiao 倚门卖笑
'yi'men'xin'si 一门心思
'yi'men'yi'lv 倚门倚闾
'yi'mian'ru'jiu 一面如旧
'yi'mian'zhi'ci 一面之词
'yi'mian'zhi'jiao 一面之交
'yi'mian'zhi'shi 一面之识
'yi'mian'zhi'yuan 一面之缘
'yi'ming'bu'shi 一暝不视
'yi'ming'bu'shi 一瞑不视
'yi'ming'gui'xi 一命归西
'yi'ming'gui'yin 一命归阴
'yi'ming'jing'ren 一鸣惊人
'yi'ming'tong'shi 异名同实
'yi'ming'wu'hu 一命呜呼
'yi'mo'xiang'ru 以沫相濡
'yi'mu'liao'ran 一目了然
'yi'mu'nan'zhi 一木难支
'yi'mu'shi'hang 一目十行
'yi'mu'yi'yang 一模一样
'yi'nan'ban'nv 一男半女
'yi'ni'feng'guang 旖旎风光
'yi'nian'ban'zai 一年半载
'yi'nian'bei'she'yao 一年被蛇咬
'yi'nian'yi'du 一年一度
'yi'nian'zhi'cha 一念之差
'yi'nian'zhi'ji'zai'yu'chun 一年之计在于春
'yi'niu'jiu'suo 一牛九锁
'yi'nuo'qian'jin 一诺千金
'yi'pai'ji'he 一拍即合
'yi'pan'san'sha 一盘散沙
'yi'pen'yi'xing 一喷一醒
'yi'pian'bing'xin 一片冰心
'yi'pian'dan'xin 一片丹心
'yi'pian'gai'quan 以偏概全
'yi'pian'gong'shang 一片宫商
'yi'pian'jiao'tu 一片焦土
'yi'pian'wang'yang 一片汪洋
'yi'pin'ru'xi 一贫如洗
'yi'pin'yi'xiao 一颦一笑
'yi'pou'huang'tu 一抔黄土
'yi'pu'shi'han 一暴十寒
'yi'pu'shi'han 一曝十寒
'yi'qi'feng'fa 意气风发
'yi'qi'he'cheng 一气呵成
'yi'qi'hun'hun 以其昏昏
'yi'qi'ren'zhi'dao 以其人之道
'yi'qi'xiang'de 意气相得
'yi'qi'xiang'tou 意气相投
'yi'qi'yang'ti 移气养体
'yi'qi'yang'yang 意气扬扬
'yi'qi'yong'shi 意气用事
'yi'qian'bu'luo'xu'kong'di 一钱不落虚空地
'yi'qian'bu'zhi 一钱不值
'yi'qian'ru'ming 一钱如命
'yi'qian'si'yi 一谦四益
