'a'ji'mi'de'qiao'ji 阿基米德巧计
'yun'shu'hang'kong'bing 运输航空兵
'yun'shu'ji 运输机
'yun'shu'kong'jiang'bing 运输空降兵
'yun'shu'qin'wu 运输勤务
'yun'shui'gong'ju 运水工具
'yun'xia'fei'xing 云下飞行
'yun'xing'liang 运行量
'yun'xing'xu'lie 运行序列
'yun'xu'nong'du 允许浓度
'yun'zai'gong'ju 运载工具
'yun'zai'huo'jian 运载火箭
'za'bo 杂波
'za'bo'gan'rao 杂波干扰
'zai'bo 载波
'zai'bo'ji 载波机
'zai'bo'ji'wu'zhan 载波机务站
'zai'bo'zhan 载波站
'zai'bu'tai'chang 在不太长
'zai'ci'chu'dong 再次出动
'zai'ci'chu'dong'zhun'bei 再次出动准备
'zai'dan'liang 载弹量
'zai'dao'zhi 在导致
'zai'fa'she'su'du 在发射速度
'zai'hai'tian'qi 灾害天气
'zai'hai'xing'tian'qi 灾害性天气
'zai'hang'lv 在航率
'zai'ji 载机
'zai'ji'ben'shang 在基本上
'zai'jia'jing 在嘉靖
'zai'jiao'bu 在剿捕
'zai'ren'fei'chuan 载人飞船
'zai'ru'da'qi'ceng 再入大气层
'zai'ru'duan 再入段
'zai'ru'gui'dao 再入轨道
'zai'ru'jiao 再入角
'zai'ru'su'du 再入速度
'zai'yi'ge 在一个
'zai'yun'dan'shui 载运淡水
'zai'zhi'xun'lian 在职训练
'zan'huan'zhi'xing 暂缓执行
'zan'xing'bian'zhi 暂行编制
'zan'zhu'gui'dao 暂驻轨道
'zao'ling'mai'che 凿凌埋车
'zao'qi'he'fu'she 早期核辐射
'zao'qi'sheng'chan'xing 早期生产型
'zao'qi'shu'san 早期疏散
'zao'sheng'gan'rao'ji 噪声干扰机
'zao'sheng'sheng'na 噪声声纳
'zao'shi'da'mo 凿式打磨
'zao'yan'bao'po 凿岩爆破
'zao'yu'zhan'dou 遭遇战斗
'ze'jun'shi'huo'yi 则军士惑矣
'ze'jun'shi'yi'yi 则军士疑矣
'ze'ling'gai'zheng 责令改正
'ze'ling'qi'tui'chang 责令其退场
'ze'ling'ting'chan'ting'ye 责令停产停业
'ze'ling'ting'zhi'huo'dong 责令停止活动
'ze'nei'wai'zhi'fei 则内外之费
'ze'ren'qu 责任区
'ze'ren'zhi'fu 责任支付
'ze'zhan 泽战
'zeng'bian 增编
'zeng'qiang'su'liao 增强塑料
'zeng'qiang'zuo'zhan'neng'li 增强作战能力
'zeng'ya'feng'shan 增压风扇
'zeng'yin'zhan 增音站
'zeng'yuan 增援
'zha'bai'you'di 诈败诱敌
'zha'dan 炸弹
'zha'dian 炸点
'zha'dian'pian'cha 炸点偏差
'zha'gao 炸高
'zha'hui 炸毁
'zha'hui'dan'ti 炸毁弹体
'zha'keng'bao'po'qi 炸坑爆破器
'zha'qiang 扎枪
'zha'qiang'you'you 扎枪又有
'zha'wa'qian 闸瓦钎
'zha'wei'zhu 扎为主
'zha'xiang 诈降
'zha'xiang'xie'di 诈降懈敌
'zha'xiang'zhen'ying 诈降真迎
'zha'yao 炸药
'zha'yao'bao 炸药包
'zha'zhai'xie'jun'ji 扎寨泄军机
'zhai'gui 窄轨
'zhan'bao 战报
'zhan'bei 战备
'zhan'bei'deng'ji 战备等级
'zhan'bei'gong'lu 战备公路
'zhan'bei'guan'nian 战备观念
'zhan'bei'ji'hua 战备计划
'zhan'bei'jian'cha 战备检查
'zhan'bei'qi'cai'ji'shu 战备器材基数
'zhan'bei'ren'wu 战备任务
'zhan'bei'tan'ke 战备坦克
'zhan'bei'xing'jun 战备行军
'zhan'bei'xun'lian 战备训练
'zhan'bei'yun'shu'fang'an 战备运输方案
'zhan'bei'zhi'ban 战备值班
'zhan'bei'zhi'ban'bu'dui 战备值班部队
'zhan'bei'zhi'du 战备制度
'zhan'bei'zhuang'tai 战备状态
'zhan'chang 战场
'zhan'chang'gu'dong 战场鼓动
'zhan'chang'guan'cha 战场观察
'zhan'chang'guan'li 战场管理
'zhan'chang'ji'dong 战场机动
'zhan'chang'ji'lv 战场纪律
'zhan'chang'jian'she 战场建设
'zhan'chang'kan'cha 战场勘察
'zhan'chang'kuai'bao 战场快报
'zhan'chang'lian'bing 战场练兵
'zhan'chang'nei'zhui'ji 战场内追击
'zhan'chang'pai'qian 战场派遣
'zhan'chang'qi'yi 战场起义
'zhan'chang'qin'wu 战场勤务
'zhan'chang'shang 战场上
'zhan'chang'wai'zhui'ji 战场外追击
'zhan'chang'xin'xi 战场信息
'zhan'chang'xiu'li 战场修理
'zhan'chang'zhen'cha'lei'da 战场侦察雷达
'zhan'chang'zhun'bei 战场准备
'zhan'di'qun'zhong'gong'zuo 战地群众工作
'zhan'dou 战斗
'zhan'dou'bao'gao 战斗报告
'zhan'dou'bao'xian'qi 战斗保险期
'zhan'dou'bao'zhang 战斗保障
'zhan'dou'bao'zhang'ji'hua 战斗保障计划
'zhan'dou'bao'zhang'zhi'shi 战斗保障指示
'zhan'dou'bian'cheng 战斗编成
'zhan'dou'bian'zu 战斗编组
'zhan'dou'bu 战斗部
'zhan'dou'bu'dui 战斗部队
'zhan'dou'bu'fen 战斗部分
'zhan'dou'che'liang 战斗车辆
'zhan'dou'chu'dong 战斗出动
'zhan'dou'chu'dong'lv 战斗出动率
'zhan'dou'chu'dong'qiang'du 战斗出动强度
'zhan'dou'cun 战斗村
'zhan'dou'dan 战斗弹
'zhan'dou'dao 战斗刀
'zhan'dou'dong'yuan 战斗动员
'zhan'dou'dong'zuo 战斗动作
'zhan'dou'dui 战斗队
'zhan'dou'dui'xing 战斗队形
'zhan'dou'fa'qi 战斗发起
'zhan'dou'fa'she 战斗发射
'zhan'dou'fei'xing 战斗飞行
'zhan'dou'fei'xing'shi'jian 战斗飞行时间
'zhan'dou'fen'jie'xian 战斗分界线
'zhan'dou'gong'bing 战斗工兵
'zhan'dou'gong'cheng'bao'zhang 战斗工程保障
'zhan'dou'gong'shi 战斗工事
'zhan'dou'hang'lu 战斗航路
'zhan'dou'hao'ma 战斗号码
'zhan'dou'hong'zha'ji 战斗轰炸机
'zhan'dou'hua'hou'qin 战斗化后勤
'zhan'dou'huo'dong 战斗活动
'zhan'dou'huo'dong'shi'jian 战斗活动时间
'zhan'dou'ji'bu'dui 战斗机部队
'zhan'dou'ji'sheng'chan'shang 战斗机生产商
'zhan'dou'ji'ti 战斗集体
'zhan'dou'ji'xing'cheng 战斗机形成
'zhan'dou'ji'zu'cheng 战斗机组成
'zhan'dou'jian'ting 战斗舰艇
'zhan'dou'jian'ting'bu'dui 战斗舰艇部队
'zhan'dou'jian'xi 战斗间隙
'zhan'dou'jian'yuan 战斗减员
'zhan'dou'jing'guo 战斗经过
'zhan'dou'jing'guo'tu 战斗经过图
'zhan'dou'jing'jie 战斗警戒
'zhan'dou'lei'che'liang 战斗类车辆
'zhan'dou'li 战斗力
'zhan'dou'ming'ci 战斗名词
'zhan'dou'ming'ling 战斗命令
'zhan'dou'qi'fei 战斗起飞
'zhan'dou'qin'wu'xun'lian 战斗勤务训练
'zhan'dou'quan'zhong 战斗全重
'zhan'dou'she'ji 战斗射击
'zhan'dou'she'su 战斗射速
'zhan'dou'shi 战斗室
'zhan'dou'shi'shi 战斗实施
'zhan'dou'shi'shi'jie'duan 战斗实施阶段
'zhan'dou'shou'qiang 战斗手枪
'zhan'dou'sun'hao 战斗损耗
'zhan'dou'sun'shi 战斗损失
'zhan'dou'tiao'ling 战斗条令
'zhan'dou'tiao'san 战斗跳伞
'zhan'dou'tong'ji 战斗统计
'zhan'dou'wang'dian'tai 战斗网电台
'zhan'dou'wen'shu 战斗文书
'zhan'dou'xian 战斗线
'zhan'dou'xiang'bao 战斗详报
'zhan'dou'xiao'lv'zhi'biao 战斗效率指标
'zhan'dou'xing'neng 战斗性能
'zhan'dou'xu'lie 战斗序列
'zhan'dou'yao'bao 战斗要报
'zhan'dou'ying'xiong 战斗英雄
'zhan'dou'yuan 战斗员
'zhan'dou'zhen'cha 战斗侦察
'zhan'dou'zhi'hui 战斗指挥
'zhan'dou'zhi'ju 战斗之具
'zhan'dou'zhong 战斗中
'zhan'dou'zhong'liang 战斗重量
'zhan'dou'zhuan'chang 战斗转场
'zhan'dou'zhun'bei 战斗准备
'zhan'dou'zhun'bei'jie'duan 战斗准备阶段
'zhan'dou'zi'dong'dao 战斗自动刀
'zhan'dou'zuo'feng 战斗作风
'zhan'fang'pao 战防炮
'zhan'fei 战费
'zhan'gang 站岗
'zhan'guo 战果
'zhan'ji 战剂
'zhan'ji 战机
'zhan'ji 战绩
'zhan'jian 站间
'zhan'jiu'yao'cai'ji'shu 战救药材基数
'zhan'kai'de'qu 展开地区
'zhan'kai'dian 展开点
'zhan'kai'qu 展开区
'zhan'kuan'pin'duan 展宽频段
'zhan'kuang'tong'bao 战况通报
'zhan'li 战例
'zhan'li'jiao'yu 战例教育
'zhan'li'yan'jiu 战例研究
'zhan'lie'jian 战列舰
'zhan'ling'zhen'di 占领阵地
'zhan'lu 湛卢
'zhan'lue 战略
'zhan'lue'bao'wei 战略包围
'zhan'lue'bu'zhou 战略步骤
'zhan'lue'chu'bei 战略储备
'zhan'lue'cuo'shi 战略措施
'zhan'lue'dan'wei 战略单位
'zhan'lue'dao'dan 战略导弹
'zhan'lue'dao'dan'qian'ting 战略导弹潜艇
'zhan'lue'di'wei 战略地位
'zhan'lue'fan'gong 战略反攻
'zhan'lue'fang'xiang 战略方向
'zhan'lue'fang'yu 战略防御
'zhan'lue'fang'zhen 战略方针
'zhan'lue'he'wu'qi 战略核武器
'zhan'lue'hou'fang 战略后方
'zhan'lue'hou'fang'ji'chang 战略后方机场
'zhan'lue'ji'di 战略基地
'zhan'lue'ji'dong 战略机动
'zhan'lue'jia 战略家
'zhan'lue'jia'zhi 战略价值
'zhan'lue'jie'duan 战略阶段
'zhan'lue'jin'gong 战略进攻
'zhan'lue'jue'ce 战略决策
'zhan'lue'jue'zhan 战略决战
'zhan'lue'kong'jiang 战略空降
'zhan'lue'lun 战略论
'zhan'lue'ming'ci 战略名词
'zhan'lue'nei'xian 战略内线
'zhan'lue'shou'shi 战略守势
'zhan'lue'si'xiang 战略思想
'zhan'lue'tu'ji 战略突击
'zhan'lue'tu'po 战略突破
'zhan'lue'tu'xi 战略突袭
'zhan'lue'tui'que 战略退却
'zhan'lue'wai'xian 战略外线
'zhan'lue'wei'zhuang 战略伪装
'zhan'lue'wu'qi 战略武器
'zhan'lue'wu'zi 战略物资
'zhan'lue'xiang'chi 战略相持
'zhan'lue'xiao'hao 战略消耗
'zhan'lue'xing'shi 战略形势
'zhan'lue'xing'zhan'yi 战略性战役
'zhan'lue'xue 战略学
'zhan'lue'yao'chong 战略要冲
'zhan'lue'yao'di 战略要地
'zhan'lue'yu'bei'dui 战略预备队
'zhan'lue'yuan'ze 战略原则
'zhan'lue'zhan'kai 战略展开
'zhan'lue'zhan'shu 战略战术
'zhan'lue'zhen'cha 战略侦察
'zhan'lue'zhi'hui 战略指挥
'zhan'lue'zhuan'bian 战略转变
'zhan'lue'zhuan'yi 战略转移
'zhan'lue'zhui'ji 战略追击
'zhan'lue'zi'yuan 战略资源
'zhan'lue'zong'shen 战略纵深
'zhan'mu'si 詹姆斯
'zhan'ping 战评
'zhan'qian 战前
'zhan'qian'dong'yuan 战前动员
'zhan'qian'zhun'bei 战前准备
'zhan'qiao 栈桥
'zhan'qiao'shi'ma'tou 栈桥式码头
'zhan'qin 战勤
'zhan'qin'chu 战勤处
'zhan'qin'ren'yuan 战勤人员
'zhan'qu 战区
'zhan'qu'dao'hang 战区导航
'zhan'qu'tie'lu 战区铁路
'zhan'qu'tie'lu'wang 战区铁路网
'zhan'ran 沾染
'zhan'ran'bi'du 沾染比度
'zhan'ran'cheng'du 沾染程度
'zhan'ran'jian'cha 沾染检查
'zhan'ran'jian'cha'qi'cai 沾染检查器材
'zhan'ran'nong'du 沾染浓度
'zhan'ran'qu 沾染区
'zhan'shang 战伤
'zhan'shi'bian'zhi 战时编制
'zhan'shi'gui'dao 战时轨道
'zhan'shi'ti'zhi 战时体制
'zhan'shi'yang'pin 展示样品
'zhan'shi'zheng'zhi'gong'zuo 战时政治工作
'zhan'shu'bao'wei 战术包围
'zhan'shu'bing'tuan 战术兵团
'zhan'shu'chu'bei 战术储备
'zhan'shu'dan'wei 战术单位
'zhan'shu'dao'dan 战术导弹
'zhan'shu'dao'dan'bu'dui 战术导弹部队
'zhan'shu'di'fu 战术地幅
'zhan'shu'fang'qu 战术防区
'zhan'shu'fang'wei 战术方位
'zhan'shu'fen'duan'xun'lian 战术分段训练
'zhan'shu'he'wu'qi 战术核武器
'zhan'shu'hou'fang 战术后方
'zhan'shu'ji'dong 战术机动
'zhan'shu'ji'shu'lun'zheng 战术技术论证
'zhan'shu'ji'shu'shui'ping 战术技术水平
'zhan'shu'ji'shu'xing'neng 战术技术性能
'zhan'shu'ji'shu'yao'qiu 战术技术要求
'zhan'shu'jia'zhi 战术价值
'zhan'shu'kong'jiang 战术空降
'zhan'shu'mi'du 战术密度
'zhan'shu'ming'ci 战术名词
'zhan'shu'pei'tao 战术配套
'zhan'shu'qun 战术群
'zhan'shu'si'xiang 战术思想
'zhan'shu'tu'po 战术突破
'zhan'shu'wei'zhuang 战术伪装
'zhan'shu'wu'qi 战术武器
'zhan'shu'xing'neng 战术性能
'zhan'shu'xue 战术学
'zhan'shu'xun'lian 战术训练
'zhan'shu'yan'xi 战术演习
'zhan'shu'yan'xi'jiao'ling 战术演习教令
'zhan'shu'yuan'ze 战术原则
'zhan'shu'zhan'kai 战术展开
'zhan'shu'zhen'cha 战术侦察
'zhan'shu'zhi'hui 战术指挥
'zhan'shu'zhi'shi 战术指示
'zhan'shu'zong'shen 战术纵深
'zhan'shu'zuo'ye 战术作业
'zhan'sun'lv 战损率
'zhan'wei 战位
'zhan'wei'jiu'hu 战位救护
'zhan'wu'bu'sheng 战无不胜
'zhan'xian 站线
'zhan'yi'ban'gang 站一班岗
'zhan'yi'bao'wei 战役包围
'zhan'yi'bao'zhang 战役保障
'zhan'yi'bao'zhang'ji'hua 战役保障计划
'zhan'yi'bao'zhang'zhi'shi 战役保障指示
'zhan'yi'bu'shi 战役布势
'zhan'yi'bu'shu 战役部署
'zhan'yi'chu'bei 战役储备
'zhan'yi'dan'wei 战役单位
'zhan'yi'dao'dan 战役导弹
'zhan'yi'di'fu 战役地幅
'zhan'yi'fa 战役法
'zhan'yi'fan'gong 战役反攻
'zhan'yi'fan'ji 战役反击
'zhan'yi'fang'qu 战役防区
'zhan'yi'fang'xiang 战役方向
'zhan'yi'fang'zhen 战役方针
'zhan'yi'fen'ge 战役分割
'zhan'yi'gui'mo 战役规模
'zhan'yi'hou'fang 战役后方
'zhan'yi'hou'fang'ji'chang 战役后方机场
'zhan'yi'ji'dong 战役机动
'zhan'yi'jia'zhi 战役价值
'zhan'yi'jian'xi 战役间隙
'zhan'yi'jing'guo 战役经过
'zhan'yi'jun'tuan 战役军团
'zhan'yi'kong'jiang 战役空降
'zhan'yi'mi'du 战役密度
'zhan'yi'ming'ci 战役名词
'zhan'yi'qing'bao 战役情报
'zhan'yi'rong'liang 战役容量
'zhan'yi'tong'xin'gan'xian 战役通信干线
'zhan'yi'tu'po 战役突破
'zhan'yi'wei'zhuang 战役伪装
'zhan'yi'xue 战役学
'zhan'yi'xun'lian 战役训练
'zhan'yi'yan'xi 战役演习
'zhan'yi'yu'bei'dui 战役预备队
'zhan'yi'yuan'ze 战役原则
'zhan'yi'zhan'kai 战役展开
'zhan'yi'zhen'cha 战役侦察
'zhan'yi'zhi'hui 战役指挥
'zhan'yi'zhui'ji 战役追击
'zhan'yi'zhun'bei 战役准备
'zhan'yi'zong'shen 战役纵深
'zhan'yong'gong'si'cai'wu 占用公私财物
'zhan'yong'yu'lei 战用鱼雷
'zhan'zheng'chu'qi 战争初期
'zhan'zheng'chu'qi'dong'yuan 战争初期动员
'zhan'zheng'dong'yuan'ji'hua 战争动员计划
'zhan'zheng'dong'yuan'ming'ci 战争动员名词
'zhan'zheng'gui'lv 战争规律
'zhan'zheng'lei'xing 战争类型
'zhan'zheng'li'lun 战争理论
'zhan'zheng'lun 战争论
'zhan'zheng'pei'chang 战争赔偿
'zhan'zheng'qian'li 战争潜力
'zhan'zheng'shi 战争史
'zhan'zheng'tiao'xin 战争挑衅
'zhan'zheng'xing'shi 战争形式
'zhan'zheng'xing'zhi 战争性质
'zhan'zheng'yi 战争以
'zhan'zheng'yi'shu 战争艺术
'zhan'zheng'yin'su 战争因素
'zhan'zheng'zheng'ce 战争政策
'zhan'zheng'zhi'dao'gui'lv 战争指导规律
'zhan'zheng'zhong 战争中
'zhan'zheng'zhuang'tai 战争状态
'zhan'zheng'zhun'bei 战争准备
'zhan'zhi'neng'sheng 战之能胜
'zhan'zi 站姿
'zhang'ai'deng 障碍灯
'zhang'ai'pai'chu'dui 障碍排除队
'zhang'ai'she'zhi'dui 障碍设置队
'zhang'ai'shen 障碍深
'zhang'ai'wu 障碍物
'zhang'ai'wu'mi'du 障碍物密度
'zhang'ai'wu'pei'xi 障碍物配系
'zhang'ai'wu'ti'xi 障碍物体系
'zhang'guo'tao 张国焘
'zhang'ji 长机
'zhang'ji'she'jing 张机设阱
'zhang'wo'guan'jie 掌握关节
'zhang'xue'liang 张学良
'zhao'dan 照胆
'zhao'di'mian'ji 着地面积
'zhao'gu 照顾
'zhao'gu'quan'ju 照顾全局
'zhao'jian'yi'cheng'xu 照简易程序
'zhao'kuang'yin 赵匡胤
'zhao'ming'dan 照明弹
'zhao'ming'di'lei 照明地雷
'zhao'she'ji'liang 照射剂量
'zhao'she'liang 照射量
'zhao'she'lv 照射率
'zhao'shi'zhen 赵士帧
'zhao'shui 着水
'zhao'xiang'dan 照相弹
'zhao'xiang'ji'dian'lu 照相机电路
'zhao'xiang'lei'da'zhen'cha 照相雷达侦察
'zhao'xiang'qin'wu 照相勤务
'zhao'xiang'zhen'cha 照相侦察
'zhao'xiang'zhen'cha'wei'xing 照相侦察卫星
'zhao'xiao'qing 赵晓清
'zhao'ze 沼泽
'zhao'zhi'ji'lai 召之即来
'zhe'bi 遮蔽
'zhe'bi'di 遮蔽地
'zhe'bi'ding 遮蔽顶
'zhe'bi'du 遮蔽度
'zhe'bi'jiao 遮蔽角
'zhe'bi'jie 遮蔽界
'zhe'bi'yan'mu 遮蔽烟幕
'zhe'bi'zhen'di 遮蔽阵地
'zhe'chong'du'wei 折冲都尉
'zhe'chong'fu 折冲府
'zhe'dan'ceng 遮弹层
'zhe'dao 折刀
'zhe'deng 折凳
'zhe'die 折叠
'zhe'die'shi'qiang'tuo 折叠式枪托
'zhe'die'zhou 折叠舟
'zhe'duan'er'ji'zhun'bei 遮断二级准备
'zhe'duan'yi'ji'zhun'bei 遮断一级准备
'zhe'fa 着发
'zhe'fa'she'ji 着发射击
'zhe'fa'yin'xin 着发引信
'zhe'gai'zhe'zhang 遮盖遮障
'zhe'guang'qi'cai 遮光器材
'zhe'jiao'sai'men 折角塞门
'zhe'jun'zhuang 着军装
'zhe'zhang 遮障
'zhe'zhang'wei'zhuang'qi'cai 遮障伪装器材
'zhe'zhong'qiang 这种枪
'zhe'zhong'xin'fa'ming 这种新发明
'zhen'ce 侦测
'zhen'cha'bao'zhang 侦察保障
'zhen'cha'bu'dui 侦察部队
'zhen'cha'bu'shu 侦察部属
'zhen'cha'chuan 侦察船
'zhen'cha'cuo'shi 侦察措施
'zhen'cha'fen'dui 侦察分队
'zhen'cha'gong'zuo'tu 侦察工作图
'zhen'cha'hang'kong'bing 侦察航空兵
'zhen'cha'ji 侦察机
'zhen'cha'ji'gou 侦察机构
'zhen'cha'ji'guan 侦查机关
'zhen'cha'ji'hua 侦察计划
'zhen'cha'jian'shi 侦察监视
'zhen'cha'lei'da 侦察雷达
'zhen'cha'qing'bao 侦查情报
'zhen'cha'ren'wu 侦察任务
'zhen'cha'shao 侦查哨
'zhen'cha'she'bei 侦察设备
'zhen'cha'sheng'na 侦察声纳
'zhen'cha'tai 侦察台
'zhen'cha'tan'ke 侦察坦克
'zhen'cha'ting 侦察艇
'zhen'cha'tong'xin'lian'luo 侦察通信联络
'zhen'cha'wei'xing 侦察卫星
'zhen'cha'wen'shu 侦察文书
'zhen'cha'xiao'she'ji 侦察校射机
'zhen'cha'xie'tong 侦察协同
'zhen'cha'yao'tu 侦察要图
'zhen'cha'yu'bei'dui 侦察预备队
'zhen'cha'zhi'dui 侦察支队
'zhen'cha'zhi'shi 侦察指示
'zhen'cha'zu 侦察组
'zhen'cha'zu'zhen'cha 侦察组侦察
'zhen'di 阵地
'zhen'di'bian'cheng 阵地编成
'zhen'di'bian'hao 阵地编号
'zhen'di'dian'hua 阵地电话
'zhen'di'fang'yu 阵地防御
'zhen'di'fu'ji 阵地伏击
'zhen'di'gou'zhu 阵地构筑
'zhen'di'guan'cha'wang 阵地观察网
'zhen'di'guan'li 阵地管理
'zhen'di'ji'xie 阵地机械
'zhen'di'lian'bing 阵地练兵
'zhen'di'she'shi 阵地设施
'zhen'di'ti'xi 阵地体系
'zhen'di'xie'zhen'tu 阵地写真图
'zhen'di'zhan 阵地战
'zhen'du 侦毒
'zhen'du'ji 侦毒剂
'zhen'dui 针对
'zhen'fu 镇副
'zhen'hang'xiang 真航向
'zhen'jian'du'ji 侦检毒剂
'zhen'jiang 镇将
'zhen'kong'zhong'dan'dao 真空中弹道
'zhen'ming 榛名
'zhen'nan'guan 镇南关
'zhen'nan'guan'zhan'yi 镇南关战役
'zhen'shi'gao'du 真实高度
'zhen'shou'yuan 侦收员
'zhen'ting'yuan 侦听员
'zhen'wang'tong'zhi'shu 阵亡通知书
'zhen'wei 阵位
'zhen'ye'lin 针叶林
'zhen'yue'shang'fang 镇岳尚方
'zhen'zhong'ri'ji 阵中日记
'zhen'zhu'gang'ji'nian'ban 珍珠港纪念版
'zhen'zi'wu'xian 真子午线
'zheng'bai'qi 正白旗
'zheng'bian 整编
'zheng'bing 征兵
'zheng'bing'dui'xiang 征兵对象
'zheng'bing'tuan 正兵团
'zheng'bu'zou 正步走
'zheng'chan 正铲
'zheng'chang'fu'qi 正常浮起
'zheng'chang'gui'dao 正常轨道
'zheng'chang'shen'du 正常深度
'zheng'cheng'gong 郑成功
'zheng'fa'zhuang'tai 征发状态
'zheng'fu'tong'yi'ling'dao 政府统一领导
'zheng'gui'hong'jun 正规红军
'zheng'gui'zhan 正规战
'zheng'gui'zhan'zheng 正规战争
'zheng'hong'qi 正红旗
'zheng'huang'qi 正黄旗
'zheng'ji 政绩
'zheng'jia'shi'yuan 正驾驶员
'zheng'jiang 正将
'zheng'ju'bao'quan 证据保全
'zheng'ju'pai'zhao 证据拍照
'zheng'ju'qing'dan 证据清单
'zheng'ju'zhong'lei 证据种类
'zheng'jun'ji 正军级
'zheng'lan'qi 正蓝旗
'zheng'mian'jin'gong 正面进攻
'zheng'mian'san'bu'she 正面散布射
'zheng'mian'she 正面射
'zheng'mian'she'ji 正面射击
'zheng'mian'tu'ji 正面突击
'zheng'mian'zhan'chang 正面战场
'zheng'mian'zhi'di 正面之敌
'zheng'mian'zhuang'jia 正面装甲
'zheng'mian'zhui'ji 正面追击
'zheng'qi'hua'yi 整齐划一
'zheng'she'huo'li 正射火力
'zheng'sheng'po'di 钲声破敌
'zheng'shi'bing'yi 正式兵役
'zheng'shi'ji 正师级
'zheng'shi'zu'jian 正式组建
'zheng'shi'zuo'zhan 正式作战
'zheng'shou 正手
'zheng'ti'shi'gong'shi 整体式工事
'zheng'wei 政委
'zheng'xun 整训
'zheng'yi'di'qu 争议地区
'zheng'yi'zhan'zheng 正义战争
'zheng'zhan 争战
'zheng'zhan 整战
'zheng'zhan 正战
'zheng'zhi'bu 政治部
'zheng'zhi'bu'men 政治部门
'zheng'zhi'bu'wen'gong'tuan 政治部文工团
'zheng'zhi'chu 政治处
'zheng'zhi'dai'yu 政治待遇
'zheng'zhi'dong'yuan 政治动员
'zheng'zhi'dong'yuan'ling 政治动员令
'zheng'zhi'gan'shi 政治干事
'zheng'zhi'gong'shi 政治攻势
'zheng'zhi'gong'zuo'fang'fa 政治工作方法
'zheng'zhi'gong'zuo'fang'zhen 政治工作方针
'zheng'zhi'gong'zuo'li'lun 整治工作理论
'zheng'zhi'gong'zuo'tiao'li 政治工作条例
'zheng'zhi'gong'zuo'yuan'ze 政治工作原则
'zheng'zhi'gong'zuo'zuo'feng 政治工作作风
'zheng'zhi'gu'dong 政治鼓动
'zheng'zhi'he'ge 政治合格
'zheng'zhi'jiao'yu 政治教育
'zheng'zhi'jue'wu 政治觉悟
'zheng'zhi'jun'guan 政治军官
'zheng'zhi'lu'xian 政治路线
'zheng'zhi'luo'shi 政治落实
'zheng'zhi'min'zhu 政治民主
'zheng'zhi'shi'gu 政治事故
'zheng'zhi'tiao'jian 政治条件
'zheng'zhi'wei'yuan 政治委员
'zheng'zhi'wei'yuan'zhi'du 政治委员制度
'zheng'zhi'wen'ti 政治问题
'zheng'zhi'xue'yuan 政治学院
'zheng'zhuang 整装
'zheng'zhuang'shi 整装式
'zheng'zhuang'you'liao 整装油料
'zhi'an'shi'jian 治安事件
'zhi'ba 直八
'zhi'ba'chi 至八尺
'zhi'ban'huo'pao 值班火炮
'zhi'ban'huo'qi 值班火器
'zhi'ban'ri'ji 值班日记
'zhi'ban'shi 值班室
'zhi'ban'shou'ting 值班收听
'zhi'ban'tan'ke 值班坦克
'zhi'ban'xun'cha'zhi'du 值班巡查制度
'zhi'ban'zhi'du 值班制度
'zhi'bao'tu'wei 掷宝突围
'zhi'bei'zhen 指北针
'zhi'bi'zhi'ji 知彼知己
'zhi'bing'wei'sheng'wu 致病微生物
'zhi'cheng'dian 支撑点
'zhi'cheng'zuo'pan 支承座盘
'zhi'chu'zhi'ru 直出直入
'zhi'da'tong'xin 直达通信
'zhi'da'yun'shu 直达运输
'zhi'dao 制导
'zhi'dao'bing'qi 制导兵器
'zhi'dao'fang'shi 制导方式
'zhi'dao'ji'shu 制导技术
'zhi'dao'jing'du 制导精度
'zhi'dao'lei'da 制导雷达
'zhi'dao'lei'da'tian'xian 制导雷达天线
'zhi'dao'pao'dan 制导炮弹
'zhi'dao'pei'xun 指导培训
'zhi'dao'tian'xian 制导天线
'zhi'dao'xi'tong 制导系统
'zhi'dao'yu'lei 制导鱼雷
'zhi'dao'yuan 指导员
'zhi'dao'zha'dan 制导炸弹
'zhi'dao'zhuang'zhi 制导装置
'zhi'dian'bu'jing'cha 支点捕鲸叉
'zhi'dui 支队
'zhi'dui'zhang 支队长
'zhi'er'yan'zhi 致而掩之
'zhi'fa'jian'du 执法监督
'zhi'fei 直飞
'zhi'fu 指幅
'zhi'gao'dian 制高点
'zhi'gong 直供
'zhi'guan'zhong'yao 至关重要
'zhi'hui'che 指挥车
'zhi'hui'chi 指挥尺
'zhi'hui'fang'hu'gong'cheng 指挥防护工程
'zhi'hui'fen'dui 指挥分队
'zhi'hui'gong'cheng 指挥工程
'zhi'hui'gong'shi 指挥工事
'zhi'hui'guan 指挥官
'zhi'hui'guan'cha'suo 指挥观察所
'zhi'hui'guan'xi 指挥关系
'zhi'hui'ji 指挥机
'zhi'hui'jian 指挥舰
'zhi'hui'jiao'jie 指挥交接
'zhi'hui'jun'guan 指挥军官
'zhi'hui'kong'zhi 指挥控制
'zhi'hui'qi 指挥旗
'zhi'hui'qian'wang'jing 指挥潜望镜
'zhi'hui'quan 指挥权
'zhi'hui'she'bei 指挥设备
'zhi'hui'suo 指挥所
'zhi'hui'suo'guan'cha'wang 指挥所观察网
'zhi'hui'suo'kai'she 指挥所开设
'zhi'hui'suo'zhuan'yi 指挥所转移
'zhi'hui'ta 指挥塔
'zhi'hui'tan'ke 指挥坦克
