'a'fu'lue'gu'shi 阿夫略顾视
'yi'zong'shang'ke'qiu 遗踪尚可求
'yin'ba'wu'wang'zui'si'ni 饮罢吴王醉似泥
'yin'bi'ru'yuan'zheng'jiao'xiao 引臂如猿争叫啸
'yin'feng'xiao'xiao'bian'ma'ming 阴风萧萧边马鸣
'yin'han'yi'ran'jie'yu'qing 银汉依然戒玉清
'yin'lin'qian'zai'zi'chen'hong 阴磷千载自沉红
'yin'pan'jian'gua'shu 银盘荐瓜蔬
'yin'qin'jie'jiu'bei 殷勤接酒杯
'yin'ruo'xi'zha'huang 阴若曦乍晃
'yin'shang'dai'zong'dian 因上岱宗颠
'yin'tao'xue'lang'ji'chan'yuan 银涛雪浪急潺湲
'yin'yin'chui'yan'jiao'wu'ji 隐隐炊烟叫午鸡
'yin'zhi'qiong'shen'shi 因之穷审视
'yin'zhuo'yi'ru'he 饮啄意如何
'ying'dai'cui'hua'you 应待翠华游
'ying'ge'can'zhi'die'chen'feng 莺阁残枝蝶趁风
'ying'huo'chu'shen'bi 萤火出深碧
'ying'huo'dong'xi'song'ke'xing 影惑东西送客行
'ying'jin'bai'die'yu'shou'zeng 影浸百艓渔收罾
'ying'kong'hun'lai'gui 应恐魂来归
'ying'luo'qi'yan'bai 影落齐燕白
'ying'xiong'li'ma'qi'sha'tuo 英雄立马起沙陀
'ying'xiong'qi'duan'mo'xu'you 英雄气短莫须有
'ying'xiong'qi'jin'san'fen'ye 英雄气尽三分业
'ying'xiong'shi'zhi'hu'cheng'ming 英雄时至忽成名
'ying'xiong'wu'nai'shi'duo'qing 英雄无奈是多情
'ying'xiong'yi'hen'zong'xiang'tong 英雄遗恨总相同
'ying'xiong'zhong'xiao'liu'tian'rang 英雄忠孝留天壤
'ying'xiong'zu'jian'dang'nian'lei 英雄祖饯当年泪
'ying'ying'ji'ta'qing 盈盈记踏青
'ying'zhen'xian'yin'hun'qiao'mu 应真显隐混樵牧
'yong'an'gong'dian'mang'xiao'xiao 永安宫殿莽萧萧
'yong'an'gong'dian'mang'zhen'wu 永安宫殿莽榛芜
'yong'bei'wu'geng'can 拥被五更残
'yong'bie'wu'xiang'wang 永别无相望
'yong'huai'bai'shi'lang 永怀白侍郎
'yong'jia'nan'du'ren'jie'jin 永嘉南渡人皆尽
'yong'qin'dui'xue'kong'chang'tan 拥衾对雪空长叹
'yong'ye'wen'zhen'nan'ru'meng 永夜闻砧难入梦
'yong'yong'wu'xiang'wang 永永无相忘
'you'bu'bi'cheng'fu 又不避城府
'you'dao'xi'hu'shang 又到西湖上
'you'de'zhang'li'kan 犹得杖藜看
'you'dong'ti'han'qi'wang'miao 尤侗题韩蕲王庙
'you'dong'wen'zhe'gu 尤侗闻鹧鸪
'you'dong'zhu'zhou'xing 尤侗煮粥行
'you'er'wen'hao'ti 有耳闻号啼
'you'fa'lei'qian'ji'yu'huo 又发雷签急于火
'you'fen'huo'jin'ri'dang'wu 游氛豁尽日当午
'you'feng'ya'xu'bing'yu'cheng 又峰压虚冰玉承
'you'fu'bao'kang'he 有腹饱糠覈
'you'han'duo'xin'jian 忧旱多辛艰
'you'huang'luo'mu'chou'shan'gui 幽篁落木愁山鬼
'you'hun'dang'yang'bu'de'si 游魂荡漾不得死
'you'jian'gu'yun'hai'shang'sheng 又见孤云海上生
'you'jing'hu'qi'man'jiang'shan 又惊胡骑满江山
'you'jun'yi'ding'hai'luan'ce 有君已定还銮策
'you'ke'qian'shang'fu'shi'bo 有客褰裳俯逝波
'you'lai'li'chun'san'ri'xue 犹赖立春三日雪
'you'lai'zheng'zhan'di 由来征战地
'you'mu'yan'bing'ge 有目厌兵革
'you'nian'fu'mu'ze'nv'gong 幼年父母责女红
'you'ran'li'ju'lao 悠然篱菊老
'you'ren'fu'xu'shan'hou'wang 有人夫婿擅侯王
'you'ru'yao'she'shi'ri'chu'cang'hai 有如尧射十日出沧海
'you'shuo'nan'xu'bei'fu'bing 犹说南徐北府兵
'you'si'yi'juan'ying'tao'hua 游丝已罥樱桃花
'you'song'yi'chen'zheng'si'xiao 有宋遗臣郑思肖
'you'wen'gua'fu'er 又闻寡妇儿
'you'wen'wu'chu'li'qi'tong 又闻吴楚沴气同
'you'xing'ren'suo'xuan 幽兴任所选
'you'yi'nv'wa'shi'yi'ri'qi'shi'you'er'bian 又疑女娲氏一日七十有二变
'you'yi'yao'gong'yu'bei'que 又疑瑶宫与贝阙
'you'zai'cheng'nan'jian 犹在城南间
'you'zhi'jian'diao'qu'zi'fei 又值奸刁取自肥
'you'zu'lv'huo'shu 有足履祸枢
'yu'bu'xiu 雨不休
'yu'dai'dong'xi'lin 欲贷东西邻
'yu'dai'shan'men'fang'jiu'you 玉带山门访旧游
'yu'di'jiao'jiang'lei'man'zun 欲滴椒浆泪满樽
'yu'di'shu'sheng'chou'yu'ju 渔笛数声愁欲剧
'yu'dian'min'fu'xiang'jiang'zuo 预点民夫向江坐
'yu'du'bu'gan'ying 欲渡不敢撄
'yu'fu'cang'lang'zhi'ci'xin 渔父沧浪知此心
'yu'fu'fei'yan'man'ting'zhou 浴凫飞燕满汀洲
'yu'geng'song'sao'liu'qiao'wu 鱼羹宋嫂六桥无
'yu'guan'ai'yuan'zong'nan'lun 玉关哀怨总难论
'yu'guan'qiu'jin'yan'lian'tian 玉关秋尽雁连天
'yu'guo'sui'di'yuan'bu'shi 雨过隋堤原不湿
'yu'hai'mu'yun'huang 鱼海暮云黄
'yu'hu 雨乎
'yu'hua'tai'shang'cao'qing'qing 雨花台上草青青
'yu'huai'jin'ling'za'gan 余怀金陵杂感
'yu'huai'yu'hua'tai 余怀雨花台
'yu'huo'dou'yan'qing 渔火逗烟青
'yu'jia'xiao'er'nv 渔家小儿女
'yu'jin'qu'zhi'ji'hui'si 于今屈指几回死
'yu'jin'xian'guan'cui'fu'tie'you'xia 于今县官催夫帖又下
'yu'jun'xin'ku'ge'sheng'gui 与君辛苦各生归
'yu'lin'wu'ta'dui'wa'li 雨淋屋塌堆瓦砾
'yu'long'ye'yan'san'ba'lu 鱼龙夜偃三巴路
'yu'long'zhou'xiao'qian'sou'yu 鱼龙昼啸千艘雨
'yu'long'zou'dian'jiang 鱼龙走颠僵
'yu'lu'jiang'zai'zi 雨露将在兹
'yu'mo'you'ran'ji'shui'mei 余墨犹然积水湄
'yu'mu'guan'guan'cheng'bu'shui 鱼目鳏鳏瞠不睡
'yu'nv'pen'zhong'han'luo'dai 玉女盆中寒落黛
'yu'qiao'you'lei'you'bing'guo 渔樵有泪游兵过
'yu'qu'bu'neng 欲去不能
'yu'ren'wang'zhong'xin'zui'le 渔人网重心最乐
'yu'ru'bu'tong'sheng 与汝不同生
'yu'sa'yue'hei'jiao'long'nu 雨洒月黑蛟龙怒
'yu'sai'wan'hua'chong'fa'hou 榆塞晚花重发后
'yu'sheng'bing'ge'tao'nan'wen 余生兵革逃难稳
'yu'shi'zheng'yi'xia 与石争一罅
'yu'shu'bai'dao'qi'huang'chen 羽书百道起黄尘
'yu'suo'yan'li'yan'ling'jin 雨簑烟笠严陵近
'yu'wen'tou'yu'gao'yan'chu 欲问头鱼高宴处
'yu'xi'diao'lan'qu'ci'deng 玉磶雕阑取次登
'yu'xia'san'qi'cheng'jiang'lian 余霞散绮澄江练
'yu'xiao'chui'duan'zhe'gu'yan 玉箫吹断鹧鸪烟
'yu'xiao'sheng'chu'zhe'zhi'tai 玉箫声出柘枝台
'yu'xie'cui'wei'shen 雨歇翠微深
'yu'xing'wei'xing'tu'cuo'tuo 欲行未行徒蹉跎
'yu'yan'xian'nie'ru 欲言先嗫嚅
'yu'yan'you'kong'shang'feng'mai 鱼噞犹恐尚风霾
'yu'yi'ceng'cheng'fu'ba'gai 欲倚层城俯八垓
'yu'yi'da 雨益大
'yu'yi'qiu'da'yi 余以求大邑
'yu'ze'quan'wei'shi 雨泽全未施
'yu'zeng'jue'bi'gua'qing'hui 渔罾绝壁挂清晖
'yu'zhe'zu 玉者足
'yuan'chu'ning'gu'jie'fa'en 远出宁顾结发恩
'yuan'deng'fang'lv'qi 缘磴方屡憩
'yuan'dian'xi'yang'zhong 园殿夕阳中
'yuan'fan'ru'bu'dong 远帆如不动
'yuan'li'bo'ren'ru'shi'bo 掾吏搏人如豕搏
'yuan'mei'chan'yuan 袁枚澶渊
'yuan'mei'jing'qing'li 袁枚荆卿里
'yuan'mei'tong'que'tai'er'shou 袁枚铜雀台二首
'yuan'pu'shu'ru'ji 远浦树如荠
'yuan'shan'yi'jiu'heng'xin'dai 远山依旧横新黛
'yuan'sheng'luo'ri'man'kui'wu 猿声落日满夔巫
'yuan'shi'fan'lou'jiu'jiu'lu 原是樊楼旧酒垆
'yuan'shu'ding'zai'dan'xi 爰书定在旦夕
'yuan'shu'jing'xiang'gao 原树竞相高
'yuan'shu'yan'zhong'ming 远树烟中暝
'yuan'tian'jiao'jiao'ye'ji'ming 原田角角野鸡鸣
'yuan'wang'qiong'gao'xia 远望穷高下
'yuan'wei'fei'xu'yi'tian'xia 愿为飞絮衣天下
'yuan'xi'jing'shi'qiao 缘溪径石桥
'yuan'xue'jiu'yuan'ying'hua'bi 冤血九原应化碧
'yuan'yan'gao'ling'yin 愿言告令尹
'yuan'yan'tuo'chen'yang 愿言脱尘鞅
'yuan'yang'hu'pan'cao'zhan'tian 鸳鸯湖畔草粘天
'yuan'yuan'qie'zhi'fa'chuan'gu 渊渊且止发船鼓
'yuan'yuan'xiao'zi'jiao'luo'qi 圆圆小字娇罗绮
'yuan'zhao'jin'yi'jie'wo'peng 远招近揖皆我朋
'yuan'zhu'xu'sheng'ji 远逐徐生迹
'yuan'zuo'niu'ma'zhu 愿作牛马猪
'yue'can'feng'xiao'wu'qiong'yi 月残风晓无穷意
'yue'guan'qi'liang'luo'ge'wu 月观凄凉罗歌舞
'yue'guang'jin'shui'shui'jin'tian 月光浸水水浸天
'yue'jiang'er'yue'san'yue'lai 粤江二月三月来
'yue'lin'bian'cao'bai 月临边草白
'yue'luo'qiu'shan'xiao 月落秋山晓
'yue'ma'shui'dang'ju'yao'jin 跃马谁当据要津
'yue'ming'you'xu'zui'zhong'kan 月明犹许醉中看
'yue'nv'ru'hua'kan'bu'zu 越女如花看不足
'yue'qian'lin'yi'li 曰遣邻邑吏
'yue'wang'cheng'que'zong'huang'wu 越王城阙总荒芜
'yue'xia'hong'ni'sheng'shui'dian 月下虹霓生水殿
'yue'zai'zhong'feng'ding 月在众峰顶
'yue'zhao'shuang'hua'shi'deng'wei 月照霜华石磴危
'yun'ci'xin'zhan'si 云此新战死
'yun'fu'xian'que'jian'huang'jin 云浮仙阙见黄金
'yun'ge'ji'yu'shan'wang'shi'gu 恽格寄虞山王石谷
'yun'hei'chu'fang'xie'yu'lai 云黑初防挟雨来
'yun'heng'san'jin'an 云横三晋暗
'yun'huan'bu'zheng'jing'hun'ding 云鬟不整惊魂定
'yun'huan'zi'di'an'ni'chang 云鬟子弟按霓裳
'yun'hun'yu'hei'cang'tian'qi 云昏雨黑苍天泣
'yun'kai'dou'xi'yang 云开逗夕阳
'yun'lu'yu'qian'pan 云路郁千盘
'yun'qi'miao'mao'bai'xing'ren 云旗庙貌拜行人
'yun'qi'peng'peng'tian'mao'shui 云气蓬蓬天冒水
'yun'qing'jiu'zi'shan 云轻九子山
'yun'san'xing'li'you'shi'nian 云散星离又十年
'yun'shi'qu'zhou'ren 云是衢州人
'yun'sui'wan'ma'lai 云随万马来
'yun'yin'bu'san'huang'long'xue 云阴不散黄龙雪
'yun'zheng'qiao'shang'wu 云争桥上屋
'za'fei'tu'shu'ti'lao'ya 匝飞秃树啼老鸦
'za'ta'yu'xia'wu 杂遝鱼虾舞
'zai'bai'ci'men'luo'ri'gu 载拜祠门落日孤
'zai'bu'jin'yi'wan 再捕金一万
'zai'ge'ai'zhi'yin 再歌哀知音
'zai'xian'hun'lv'fei 在险魂屡飞
'zan'xi'gan'ge'yi 暂息干戈易
'zao'cui'liu'dan'yao'ai'jian 凿翠流丹杳霭间
'zao'mai'xin'fu'lai'jiu'wo 早卖新妇来救我
'zao'tu'ji'shang'he 燥土既伤禾
'zao'wu'chan'hu'hai 造物产湖海
'zao'xie'jiao'niao'chu'fan'long 早携娇鸟出樊笼
'zei'chen'bu'zi'liang 贼臣不自量
'zeng'wo'ling'hua'jing 赠我菱花镜
'zha'jing'feng'wu'yi'xiang'guan 乍惊风物异乡关
'zha'lai'yin'dong'bi'qiu'kan 乍来阴洞逼秋看
'zha'shen'xing'bian'liang'za'shi'ba'shou'xuan'yi'shou 查慎行汴梁杂诗八首选一首
'zha'shen'xing'chi'he'yi 查慎行池河驿
'zha'shen'xing'chu'shang'tan 查慎行初上滩
'zha'shen'xing'cong'ping'lian'chu'xi'gui'er'shou'xuan'yi'shou 查慎行从洴练出西氿二首选一首
'zha'shen'xing'da'xiao'mi'tan 查慎行大小米滩
'zha'shen'xing'du'bai'li'hu 查慎行渡百里湖
'zha'shen'xing'du'huang'he 查慎行渡黄河
'zha'shen'xing'fa'qing'jiang'pu'er'shou'xuan'yi'shou 查慎行发清江浦二首选一首
'zha'shen'xing'gui'jiang'zhou'xing'kou'hao'shi'shou'xuan'san'shou 查慎行桂江舟行口号十首选三首
'zha'shen'xing'han'ye'ci'pan'min'yuan'yun 查慎行寒夜次潘岷原韵
'zha'shen'xing'li'e'dao'zhong'er'shou'xuan'yi'shou 查慎行黎峨道中二首选一首
'zha'shen'xing'qian'yang'ji'shi'kou'hao'san'shou'xuan'yi'shou 查慎行黔阳即事口号三首选一首
'zha'shen'xing'qin'you'dao'zhong'ji'mu 查慎行秦邮道中即目
'zha'shen'xing'qing'xi'kou'hao'ba'shou'xuan'si'shou 查慎行青溪口号八首选四首
'zha'shen'xing'san'jiang'kou'ku'yu 查慎行三江口苦雨
'zha'shen'xing'san'lv'ci 查慎行三闾祠
'zha'shen'xing'wu'lao'feng'guan'hai'mian'ge 查慎行五老峰观海绵歌
'zha'shen'xing'wu'yi'cai'cha'ci'si'shou'xuan'yi'shou 查慎行武夷采茶词四首选一首
'zha'shen'xing'xiao'guo'yuan'hu 查慎行晓过鸳湖
'zha'shen'xing'ye'xia'za'yong'si'shou'xuan'yi'shou 查慎行邺下杂咏四首选一首
'zha'shen'xing'yu'guo'tong'lu 查慎行雨过桐庐
'zha'shen'xing'zao'guo'da'tong'yi 查慎行早过大通驿
'zha'shen'xing'zao'guo'qi'xian 查慎行早过淇县
'zha'shen'xing'zhong'qiu'ye'dong'ting'hu'dui'yue'ge 查慎行中秋夜洞庭湖对月歌
'zha'shen'xing'zhou'zhong'ji'mu 查慎行舟中即目
'zha'shen'xing'zhu'jiang'zhao'ge'ci'si'shou'xuan'liang'shou 查慎行珠江棹歌词四首选两首
'zha'si'li'jia'tai'fu'ci 査嗣瑮贾太傅祠
'zhai'xia'ru'xia'er 摘下乳下儿
'zhan'chang'hua'shi'xue 战场花是血
'zhan'jin'jue'sui'ti'mao'fa 斩筋抉髓剔毛发
'zhan'yun'long'shu'ku'xiang'si 栈云陇树苦相思
'zhang'ce'hao'shui'kan 杖策好谁看
'zhang'ce'zhui'guang'wu 杖策追光武
'zhang'da'shui'guan'ju 长大谁管拘
'zhang'du'qing'kan'zai'li 张笃庆勘灾吏
'zhang'du'qing'ming'ji'yong'shi'bai'yi'shi'xuan'yi'shou 张笃庆明季咏史百一诗选一首
'zhang'fu'zhi'si'fang 丈夫志四方
'zhang'huang'chi'chu'chuan 张皇饬厨传
'zhang'jian'shui'yu'ji 涨减水逾急
'zhang'li'shi'fu'hua'tian'jia 杖藜时复话田家
'zhang'you'chui'yan'shu'you'lou 帐有炊烟戍有楼
'zhang'yuan'xia'jian'xi'zhu'tan 张远下建溪诸滩
'zhao'hun'bu'du'wei'ling'jun 招魂不独为灵均
'zhao'hun'zhi'yong'mei'ren'zhuang 招魂只用美人妆
'zhao'lai'ban'shi'min'zhong'ke 招徕半是闽中客
'zhao'lai'chu'meng'guan'zhang'en 招徕初蒙官长恩
'zhao'xin'cheng'bian'xue'hua'chen 赵信城边雪化尘
'zhao'yang'wei'tu'jian 朝阳未吐间
'zhao'ying'si'wu'duan 照影思无端
'zhao'yu'du'kang'bei 赵俞督亢陂
'zhao'yu'wen'zhe'gu 赵俞闻鹧鸪
'zhao'zhao'bu'de'yu 招招不得语
'zhao'zhi'xin'dao'pang'bei 赵执信道旁碑
'zhao'zhi'xin'hou'ji'huang 赵执信后纪蝗
'zhao'zhi'xin'jin'ling'za'gan'liu'jue'ju'xuan'yi'shou 赵执信金陵杂感六绝句选一首
'zhao'zhi'xin'mang'ru'cheng'xing 赵执信甿入城行
'zhao'zhi'xin'shan'xing'za'shi'si'shou'xuan'yi'shou 赵执信山行杂诗四首选一首
'zhao'zhi'xin'wang'kuang'lu'bu'ke'jian 赵执信望匡庐不可见
'zhao'zhi'xin'xiao'guo'ling'shi 赵执信晓过灵石
'zhao'zhi'zhe'wei'shui 召之者为谁
'zhe'gu'sheng'li'xi'yang'xi 鹧鸪声里夕阳西
'zhe'huan'fei'shi'wei'shen'mou 辙环非是为身谋
'zhe'jiang'zhi'tan'ben'ping'yi 浙江之滩本平易
'zhe'kan'sheng'qian'shi 折槛生前事
'zhe'wei'dong'you'sheng 折苇动有声
'zhe'yi'tian'di'li'shan'dao 赭衣天地骊山道
'zhen'bai'ben'xiang'cheng 贞白本相成
'zhen'ce'wei'ji'zui'shang'tou 振策危矶最上头
'zhen'fei'dong'nan'li 真非东南利
'zhen'mu'lian'tong'jin 甽亩连通津
'zhen'shuo'yao'gui'shi'wan'jun 镇朔遥归十万军
'zhen'yi'zhi'shang'jiang'tian'ge 振衣直上江天阁
'zhen'zhong'tian'ya'lao'xiong'di 珍重天涯老兄弟
'zhen'zhong'you'ren'ru'hua'tu 珍重游人入画图
'zhen'zhou'cheng'zi'zi'jian 真州城子自坚
'zhen'zhu'zhuang'wo'e 珍珠装我额
'zhen'zhuo'zai'jing'guan 斟酌在荆关
'zheng'dang'li'luan'shi 正当离乱世
'zheng'de'e'mei'pi'ma'hai 争得蛾眉匹马还
'zheng'fu'jue'sai'zong'nan'ding 征夫绝塞踪难定
'zheng'ke'bu'de'wan 正课不得完
'zheng'liao'cong'ci'qu 征辽从此去
'zheng'ping'zhi'you'fen'san'chi 正平只有坟三尺
'zheng'ren'zi'shi'wu'gui'meng 征人自是无归梦
'zheng'rong'li'xiang'fu 峥嵘里巷夫
'zheng'shi'zuo'xiao'qian'lan'shi 正是昨宵牵缆时
'zheng'shu'zao'bi'dao'zhong'huo 征输早毕盗终获
'zheng'song'mei'xin'wen 正诵美新文
'zheng'xi'jin'che'san'qian'shu 征西尽撤三千戍
'zheng'xie'gu'e 郑燮姑恶
'zheng'xie'huan'jia'xing 郑燮还家行
'zheng'xie'shao'xing 郑燮绍兴
'zheng'xie'si'xing'e 郑燮私刑恶
'zheng'xie'tao'huang'xing 郑燮逃荒行
'zheng'xie'ti'zhu'shi'hua'er'shou 郑燮题竹石画二首
'zheng'xie'yang'zhou'si'shou'xuan'yi'shou 郑燮扬州四首选一首
'zheng'yan'nan'fei'wu'gu'guo 征雁南飞无故国
'zheng'zhi'xiong'xiong'lu'ren'yong 争执汹汹路人拥
'zheng'zou'can'qi'pi 争走餐其皮
'zhi'ben'zai'wen'bao 志本在温饱
'zhi'bu'ji'pi'ji'shang'mai 织不及匹机上卖
'zhi'cha'ru'xi'hua 制茶如惜花
'zhi'cha'tian 知茶天
'zhi'chi'jian'men'guan 咫尺剑门关
'zhi'ci'bao'zhong'er 指此抱中儿
'zhi'ci'neng'xiao'wan'gu'qing 只此能消万古情
'zhi'ci'qiong'bian'hua 至此穷变化
'zhi'cong'wan'gu'xun'xi'wa 直从万古寻羲娲
'zhi'dao'jin'ling'wang'qi'fei 只道金陵王气非
'zhi'dao'man'shan'shi'bai'yun 只道漫山是白云
'zhi'de'qi'xing'gui'zhuang'dun'ren'jian 只得奇形诡状蹲人间
'zhi'dian'shi'san'ling 指点十三陵
'zhi'fu'ci'yan'se 制府赐颜色
'zhi'fu'di 制府第
'zhi'fu'hang'hai'jing'hai'fen 制府航海靖海氛
'zhi'fu'lai 制府来
'zhi'fu'zhi'le'qian'wan'nian 制府之乐千万年
'zhi'he'kan'niu'yang 只合看牛羊
'zhi'jin'he'bu'yong'he'nian 至今何不永和年
'zhi'jin'mai'mo'chen'sha'duo 只今埋没尘沙多
'zhi'jin'men'wai'wu'ren'guo 至今门外无人过
'zhi'jin'qiao'cui'wan'yan'hen 只今憔悴晚烟痕
'zhi'jin'ren'chang'bai'nian'ge 至今人唱百年歌
'zhi'jin'wei'you'mu'ya'sheng 只今惟有暮鸦声
'zhi'jin'yan'chen'ji'bai'nian 只今湮沉几百年
'zhi'jin'yao'luo'xiang'tian'ya 只今摇落向天涯
'zhi'jin'yu'huo'bu'de 至今欲活不得
'zhi'jue'bi'men'hou 只觉闭门后
'zhi'kong'nan'chou'lie'shi'xin 只恐难酬烈士心
'zhi'kong'shan'qin'shang'wei'zhi 只恐山禽尚未知
'zhi'kua'bei'shang'xing 直跨背上行
'zhi'li'mao'she'yan'cang'tai 枳篱茅舍掩苍苔
'zhi'luan'cong'ci'shi 治乱从此始
'zhi'qian'nan'xiang'ze'xie'hua 只欠南乡泽泻花
'zhi're'shi'zhi'ku 执热十指枯
'zhi'ri'wei'ri'hua 炙日畏日华
'zhi'shou'nan'fu'tang'she'ji 只手难扶唐社稷
'zhi'shou'xiao'qiao'jun'ji'fou 执手小桥君记否
'zhi'shuo'po'cheng'gong 只说破城功
'zhi'song'li'xin'dao'mo'ling 直送离心到秣陵
'zhi'sui'zhong'kou'yi'xian'ping 只随众口一闲评
'zhi'wang'huan'zheng'gou'xian'tie 只望缓征勾县帖
'zhi'ya'bu'jian'gu'cheng'shi 支崖不见孤撑石
'zhi'yi'fei'shang'gu 只以肥商贾
'zhi'you'huai'wang'yuan'ru'guan 只有怀王怨入关
'zhi'you'nan'yang'hao'ou'geng 只有南阳好耦耕
'zhi'you'wen'zhang'chuan'sheng'di 只有文章传胜地
'zhi'yu'qian'zai'shi 智愚千载事
'zhi'zai'bu'yi'zhong 只在布衣中
'zhi'zhang'chi'dao'wu 执杖持刀铻
'zhi'zi'wu'yan'dui'mu'chun 只自无言对暮春
'zhi'zuo'xin'liu'su 织作新流苏
'zhong'chao'chui'zhuo'li'zai'shui 终朝锤斫立在水
'zhong'chao'yi'sa'chang'hong'xue 中朝已洒苌弘血
'zhong'cheng'shi'lang'tong'ri'wang 中丞侍郎同日亡
'zhong'chuan'lu'gang'qie'qian'bi 中船芦港且潜避
'zhong'fang'jiu'ji'mo 众芳久寂寞
'zhong'feng'duan'yan'yi'lian'tai 中峰端严一莲台
'zhong'ge'mang'dian'dao 众骼莽颠倒
'zhong'gu'bai'ou'xian 终古白鸥闲
'zhong'gu'bu'ke'ba 终古不可罢
'zhong'gu'han'chao'song'xi'yang 终古寒潮送夕阳
'zhong'gu'shi'ren'ai 终古使人哀
'zhong'gu'ti'feng'shu'han'jia 终古提封属汉家
'zhong'hun'yu'zuo'chao'tou'nu 忠魂郁作潮头怒
'zhong'jiang'yi'zhu'zun 中江一柱尊
'zhong'jing'shao'zhuang'nan 重经少壮难
'zhong'lao'feng'shi'xi'han'jia 终老逢时徙汉家
'zhong'liu'fu'shen'shi 中流抚身世
'zhong'qing'lai'bo'mian 钟磬来波面
'zhong'qing'wu'sheng'gu'miao'cun 钟磬无声古庙存
'zhong'ri'cai'cha'bu'xian'ku 终日采茶不嫌苦
'zhong'san'tan'qin'jing'wei'zhong 中散弹琴竟未终
'zhong'sang'ren'jia'shi'zhi'jiu 种桑人家十之九
'zhong'shan'ru'lian'ao 众山如连鳌
'zhong'sheng'po'cang'ai 钟声破苍霭
'zhong'wu'xun'ming'bai'zhan'hui 忠武勋名百战回
'zhong'yang'kui'zhi'nan 中央匮指南
'zhong'ye'yue'sui'zhou 终夜月随舟
'zhong'yi'shang'di'nan'rong'jian 终疑上帝难容谏
'zhong'you'hong'yan'si'su'e 中有红颜似素娥
'zhong'yuan'shi'ye'ru'jiang'zuo 中原事业如江左
'zhou'bei'bian'ta'ye'shang'suo 昼被鞭挞夜上锁
'zhou'fang'wu'qun'xun 周防勿逡巡
'zhou'hang'ruo'chen'si 周行若沉思
'zhou'liang'gong'zi'jian'jin'fa'yan'jiang'yin'xi'xi 周亮工自剑津发燕江饮西溪
'zhou'qian'bo'lang'ma'qian'chen 舟前波浪马前尘
'zhou'ren'hui'shou'jin'dong'wang 舟人回首尽东望
'zhou'ren'yao'zhi'yi'xing'xian 舟人遥指宜兴县
'zhou'ru'he'bei'shui'you'fen 舟入荷陂水又分
'zhou'shi'shi'dao'ge'yan'wen 舟师失道隔烟问
'zhou'yuan'chun'cao'wai 周垣春草外
'zhu'ce'ling'qing'chen 拄策凌清晨
'zhu'cun'luan'ji'gu 诸村乱击鼓
'zhu'duo'ye'qing'fu 珠多叶倾复
'zhu'gao'ru'tie'chuan'si'zhi 竹篙如铁船似纸
'zhu'ge'cui'wu'gu'liang'zhou 珠歌翠舞古梁州
'zhu'gong'xiang'jin'lu'pan'qing 竹宫香烬露盘倾
'zhu'he'gong'shu'bu'sheng'qiu 渚荷宫树不胜秋
'zhu'jie'lei'suo'cheng 珠皆泪所成
'zhu'jiu'yang'ma'fan'qian'qun 筑厩养马凡千群
'zhu'lan'jin'yi'xiu 朱栏今已朽
'zhu'li'wang'chong'gao 伫立望崇高
'zhu'lian'ru'ye'juan'qiong'gou 珠帘入夜卷琼钩
'zhu'men'lin'guang'mo 朱门临广陌
'zhu'niang'chi'jiao'zi'ling'bo 珠娘赤脚自凌波
'zhu'nong'qie'hao'zhu 嘱侬且好住
'zhu'pu'fan'hun'bu'yong 竹蒲帆浑不用
'zhu'qin'wei'sang'jia 诸亲慰丧家
'zhu'ren'ai'ke'jin'yan'kai 主人爱客锦筵开
'zhu'rong'yan'di'si'nan'tu 祝融炎帝司南土
'zhu'ru'yu'xia'chu'zhao'ling 珠襦玉匣出昭陵
'zhu'shu'yi'juan'chen'xin'shi 著书一卷称心史
'zhu'sun'chou'shi'yan'bian'lai 竹笋抽时燕便来
'zhu'tian'qu'zhi'chi 诸天去咫尺
'zhu'wang'li'shu'he'chang'jue 诸王礼数何尝绝
'zhu'xuan'zu'long'yin 朱瑄祖龙引
'zhu'xue'jiao'long'an'hu'bao 渚穴蛟龙岸虎豹
'zhu'yi'zun'chang'shan'shan'xing 朱彝尊常山山行
'zhu'yi'zun'chou'hong'sheng 朱彝尊酬洪昇
'zhu'yi'zun'dong'gong'shu'suo'jian 朱彝尊东宫书所见
'zhu'yi'zun'du'da'yu'ling 朱彝尊度大庾岭
'zhu'yi'zun'guan'lie 朱彝尊观猎
'zhu'yi'zun'lai'qing'xuan 朱彝尊来青轩
'zhu'yi'zun'ma'cao'xing 朱彝尊马草行
'zhu'yi'zun'wan'ci'guo'xian 朱彝尊晚次崞县
'zhu'yi'zun'yan'ping'wan'su 朱彝尊延平晚宿
'zhu'yi'zun'yuan'yang'hu'zhao'ge'yi'bai'shou'xuan'wu'shou 朱彝尊鸳鸯湖棹歌一百首选五首
'zhu'yi'zun'yun'zhong'zhi'ri 朱彝尊云中至日
'zhu'yu'huang'ju'xun'chang'shi 茱萸黄菊寻常事
'zhu'yu'leng'qi'qi 竹雨冷凄凄
'zhu'yu'wan'shang'xi'yang'lou 茱萸湾上夕阳楼
'zhu'zhang'cui'zu'xing 朱樟催租行
'zhu'zhi'shi'kuai'liang'xiang'yi 竹枝石块两相宜
'zhu'zhi'yu'bi'di'ri'ben'gan'fu'er'shou'xuan'yi'shou 朱之瑜避地日本感赋二首选一首
'zhu'zhi'yu'man'xing 朱之瑜漫兴
