'a'mu'bu'jia'nv 阿母不嫁女
'yuan'kai'jiang'shang'zao'qiu 袁凯江上早秋
'yuan'kai'jing'shi'de'jia'shu 袁凯京师得家书
'yuan'kai'ke'zhong'chu'xi 袁凯客中除夕
'yuan'ke'gui'xin'zheng'miao'mang 远客归心正渺茫
'yuan'ke'tan'wu'yi 远客叹无衣
'yuan'lang'zao'qu'lian'er'xiao 愿郎早娶怜儿小
'yuan'liu'ku'gen'zhu 愿留枯根株
'yuan'pu'chu'chen'cu'xi'zhou 远浦初沉促系舟
'yuan'shi'dang'shi'gong'feng'qu 元是当时供奉曲
'yuan'tou'shuang'shen'qiu'cao'bo 原头霜深秋草薄
'yuan'wu'cai'ze'qing'fei'nian 元无蔡泽轻肥念
'yuan'yan'chang'bu'fu 愿言常不负
'yuan'yin'san'jiang'yi'bei'shui 愿饮三江一杯水
'yuan'zai'lou'shui'qu 远在娄水曲
'yuan'zhong'dao'du'zi'zhan'ji 袁中道读子瞻集
'yuan'zhong'dao'ru'dou'ying'bo'xiu'chen 袁中道入都迎伯修榇
'yuan'zhong'dao'wan'xi 袁中道晚溪
'yuan'zhong'dao'ye'cheng'dao'zhong 袁中道邺城道中
'yuan'zhong'du'shui'ru'jiang'shi 远钟渡水如将湿
'yuan'zi'huang'yan'luo'ri'zhi'zhong'lai 远自荒烟落日之中来
'yuan'zong'dao'guo'jiu'ye'cheng'you'gan 袁宗道过旧叶城有感
'yuan'zong'dao'shi'yu'sun 袁宗道食鱼笋
'yue'chu'ying'jian'mo 月出影渐没
'yue'dian'bu'xu'ming 月殿不须明
'yue'guo'shan'chuan'chu'ba'cai 越国山川出霸才
'yue'luo'jiang'tian'hei 月落江天黑
'yue'ming'ceng'zhao'han'jia'tan 月明曾照汉家坛
'yue'ming'ge'chui'man'jiang'lou 月明歌吹满江楼
'yue'ming'han'shui'chu'wu'ying 月明汉水初无影
'yue'nv'neng'chao'chu'nv'ci 越女能嘲楚女词
'yue'se'zhong'tian'zhao'you'du 月色中天照幽独
'yue'zai'tian'shang'que'fu'yuan 月在天上缺复圆
'yue'zhong'kong'you'zhou'lian'sheng 月中空有轴帘声
'yue'zhong'shan'se'jing'zhong'kan 越中山色镜中看
'yun'an'jin'tang'shi'jiu'zi 云暗金汤失旧资
'yun'bo'qiu'kong'niao'du'hai 云薄秋空鸟独还
'yun'heng'zhen'yi'chen 云横阵已沉
'yun'pei'cong'jiao'shi 云帔从教湿
'yun'tou'dui'qi'shi'men'kai 云头对起石门开
'yun'yan'gui'guai'peng'yao'meng 云烟鬼怪芃杳蒙
'yun'ying'dang'shan'cui 云影荡山翠
'yun'za'peng'lai'ying'yu'nian 云匝蓬莱迎玉辇
'za'hua'meng'meng'xia'ruan'jing 杂花濛濛夏壖静
'za'shu'sheng'meng'mao 杂树生蒙茂
'za'ta'xian'hao'chi 杂遝贤豪驰
'za'xue'bu'gu'yu 咂血不顾余
'zai'du'he'xin'fan'tong'kuai 宰独何心翻痛快
'zai'guan'gong'de'bu'ke'yi 宰官功德不可议
'zai'jia'ri'shao'xing'lu'duo 在家日少行路多
'zai'tuo'yi'shen'fu 载橐一身浮
'zan'bo'lan'rao'chen'wu'chui 暂泊兰桡趁午炊
'zan'pei'yao'yu'xi 簪珮摇玉犀
'zang'ke'bo'dao'you'tong'feng 牂牁僰道犹同风
'zao'kang'bu'chong'ji 糟糠不充饥
'zao'shan'kan'mu'chuan'meng'rong 凿山刊木穿蒙茸
'zao'shi'tong'quan'xia'shen'gu 凿石通泉下深锢
'zao'wan'xia'jiang'tian 早晚下江天
'ze'guo'cang'mang'qiu'shui'man 泽国苍茫秋水满
'zha'sheng'da'ma'ru'lei'ming 咤声大骂如雷鸣
'zhai'ye'du'xi'pin 摘叶度溪频
'zhan'duan'chun'feng'ye'fu'chao 占断春风夜复朝
'zhan'fa'zhong'yu'xu 斩伐终余恤
'zhan'zhan'chi'bo'jian'xue'yi 湛湛池波见雪衣
'zhan'zu'qian'nian'tu'hua'bi 战镞千年土花碧
'zhang'bi'du'jiang 张弼渡江
'zhang'bi'jia'ji'qu 张弼假髻曲
'zhang'bi'ou'ti 张弼偶题
'zhang'ce'ye'tian'zi 杖策谒天子
'zhang'da'ta'nian'cong'she'shi 长大他年从涉世
'zhang'de'jin'hui'guang 长得近辉光
'zhang'fan'kuai'lv'qing 张帆快旅情
'zhang'guan'jiao'hao'li'chi'tu 长官叫号吏驰突
'zhang'jia'yin'e'mei'shan'ying'zuo 张佳胤峨嵋山营作
'zhang'jia'yin'su'tai'hua'shan'si 张佳胤宿太华山寺
'zhang'shen'bu'que'ci 张绅捕雀词
'zhang'shen'ri'chu'xing 张绅日出行
'zhang'shi'che'cai'ge'pian 张时彻采葛篇
'zhang'shi'che'guang'ling'xiao'fa 张时彻广陵晓发
'zhang'shi'che'zi'ye'si'shi'ge 张时彻子夜四时歌
'zhang'yi'ning'si'gua 张以宁丝瓜
'zhang'yi'ning'song'zhong'feng'ruan'zi'jing 张以宁送重峰阮子敬
'zhang'yi'ning'ti'li'bai'wen'yue'tu 张以宁题李白问月图
'zhang'yu'can'fu 张羽蚕妇
'zhang'yu'si'zhong'shu'suo'jian 张羽寺中书所见
'zhang'yu'ta'shui'che'yao 张羽踏水车谣
'zhang'zhong'yue'bu'wu'qian'ren 仗中乐部五千人
'zhang'zhong'zuo'chi'shan'chuan'zou 帐中坐叱山川走
'zhao'ci'lin'xing'jian'zhang'yan 诏赐临行建章宴
'zhao'dong'xiao'xing'mie 棹动晓星灭
'zhao'gui'bu'zhi'pi'lu'nu 召鬼不至毗卢怒
'zhao'jia'zi'mei'duo'xiang'ji 赵家姊妹多相忌
'zhao'nan'xing'chang'she'ge'yin 赵南星长蛇歌饮
'zhao'nan'xing'zi'ye'ge 赵南星子夜歌
'zhao'wo'lan'gan'yu 照我阑干隅
'zhao'xia'hai'you'bi'ji'ti 朝霞还有碧鸡啼
'zhao'xuan'cai'ren'gui'jue'yu 诏选才人归绝域
'zhao'zhao'ting'que'bao 朝朝听鹊报
'zhe'gu'sheng'li'du'ping'lan 鹧鸪声里独凭栏
'zhen'cui'an'ke'zhi 贞脆安可知
'zhen'long'yi'shu'hu'yi'shu 真龙亦鼠虎亦鼠
'zhen'nv'pu'chen'yuan 甄女蒲陈怨
'zhen'qi'shi'ye 真奇事也
'zhen'ren'chua'jian'qi'jiang'dong 真人歘见起江东
'zhen'shang'de'jia'ju 枕上得佳句
'zhen'shu'jue'yi'juan 枕书觉已倦
'zhen'ze'wan'sheng'xia 震泽晚生霞
'zhen'zhou'cheng'wai'song'bo'lan 真州城外送波澜
'zheng'fu'zhu'cao'lu 征夫逐草露
'zheng'gu'shua'yu'yi'shi'dong 整骨刷羽意势动
'zheng'jiao'ren'lao'bin'wu'si 争教人老鬓无丝
'zheng'nv'yan'ji'du'shan'chang 郑女燕姬独擅场
'zheng'ren'qie'wei'hui 征人且未回
'zheng'rong'ju'lang'gao'bi'shan 峥嵘巨浪高比山
'zheng'shan'fu'gu'yi 郑善夫古意
'zheng'shan'fu'qiu'ye 郑善夫秋夜
'zheng'shan'fu'shuang'yan 郑善夫双雁
'zheng'tu'wei'yu'dong'chun'han 征途微雨动春寒
'zhi'cha'yu'gan'xie'xi'ting 直插渔竿斜系艇
'zhi'cheng'ling'ru'chuan'wan'yi 织成令汝穿完衣
'zhi'chi'mo'bian'tian'yu'kuo 咫尺莫辨天宇阔
'zhi'chou'feng'lu'jian'yu'leng 只愁风露渐欲冷
'zhi'ci'shuang'e'mei 只此双蛾眉
'zhi'dao'hai'nan'tian'jin'chu 直到海南天尽处
'zhi'dao'xiang'feng'you'bei'ren 只道相逢有北人
'zhi'dao'zao'huan'xiang 只道早还乡
'zhi'die'lian'yun'xiang'wan'kai 雉堞连云向晚开
'zhi'fa'wei'jun'yi 织发为君衣
'zhi'fu'zhong'yuan'you'xie'gong 志复中原有谢公
'zhi'geng'gong'nv'bao'tong'qian 知更宫女报铜签
'zhi'gu'neng'zhou'zao 指顾能周遭
'zhi'guo'zhen'zhou'geng'dong'xia 直过真州更东下
'zhi'hai'zi'gu'zao'shen'zhu 鸷害自古遭神诛
'zhi'he'shen'cang'jian'er'kou 只合深藏缄尔口
'zhi'hui'bu'cong'yang'ling'feng 指挥部从扬灵风
'zhi'jian'qin'yun'bu'jian'jun 只见秦云不见君
'zhi'jin'cheng'ping'er'bai'zai 至今承平二百载
'zhi'jin'ci'di'duo'chou'yun 至今此地多愁云
'zhi'jin'ding'zhuang'tao'wang'jin 只今丁壮逃亡尽
'zhi'jin'feng'yu'wei'quan'shou 至今风雨未全收
'zhi'jin'long'qi'da'jiang'han 至今龙气大江寒
'zhi'jin'meng'mei'shi'zuo'e 只今梦寐时作恶
'zhi'jin'po'wu'feng'jian'yu 至今破屋风兼雨
'zhi'jin'tai'shang'wa 至今台上瓦
'zhi'jue'huan'jia'hao 只觉还家好
'zhi'kong'piao'ling'sui'shui'liu 只恐飘零随水流
'zhi'lian'xin'fu'sheng'ku'wan 只怜新妇生苦晚
'zhi'mei'ju'ren'fen 执袂讵忍分
'zhi'shi'cheng'du'nv'xiao'shu 知是成都女校书
'zhi'shi'yi'zhang'he 只是一漳河
'zhi'wu'yuan'fen'nan'qing'ru 知无缘分难轻入
'zhi'xiang'peng'chuang'shuo'lv'qing 只向篷窗说旅情
'zhi'yin'han'shu'bu'tong'shi 只因寒暑不同时
'zhi'yu'ni'xue'tan'fei'hong 只余泥雪叹飞鸿
'zhi'yu'zao'hua'zheng'diao'juan 直与造化争雕镌
'zhi'zai'chun'qiu'zhen'bu'shuang 志在春秋真不爽
'zhi'zheng'mo'nian'bing'rao'rang 至正末年兵扰攘
'zhi'zhu'hua'kai'ti'du'juan 踯躅花开啼杜鹃
'zhi'zhu'kong'xiang'lei'ru'yu 踯躅空巷泪如雨
'zhi'zi'chui'gan'qu'fang'li 稚子垂竿取鲂鲤
'zhi'zi'xuan'qing'han 只自悬清汉
'zhi'zuo'ci'chang'kan 只作词场看
'zhi'zuo'jun'yi'shang 织作君衣裳
'zhong'chang'ri'yi'cui 中肠日以摧
'zhong'chen'bai'gu'qian'qiu'jin 忠臣白骨千秋劲
'zhong'dao'fan'wei'dian'hai'qiu 重到翻为滇海囚
'zhong'ge'nan'shan'xia 种葛南山下
'zhong'gu'ming'yue'xuan'qing'tian 终古明月悬青天
'zhong'guan'feng'zhi'shi'xuan'huan 中官奉旨时宣唤
'zhong'han'yuan'qi'shi 中含元气湿
'zhong'hao'fu'ti'yi'hu'zhi 众豪复提一虎至
'zhong'hun'huo'neng'lai'gu'xiang 忠魂或能来故乡
'zhong'liu'deng'huo'mi'ru'ying 中流灯火密如萤
'zhong'nan'jin'shi'lao'zhong'kui 终南进士老钟馗
'zhong'nian'zhu'shu'yi'zi'wu 终年著书一字无
'zhong'niao'jing'xiang'gu 众鸟惊相顾
'zhong'nv'wo'suo'lian 中女我所怜
'zhong'ran'shu'zhuo'fei'shi'diao 终然疏拙非时调
'zhong'ren'jie'le'wo'du'chou 众人皆乐我独愁
'zhong'ri'xi'xi'guan'song'ying 终日栖栖管送迎
'zhong'shan'ru'long'du'xi'shang 钟山如龙独西上
'zhong'shan'ru'zi'yi'xin'zhuang 中山孺子倚新妆
'zhong'sheng'zai'shan'jian 钟声在山间
'zhong'shi'gao'feng'bu'ke'kan 重是高风不可刊
'zhong'sui'xi'xiang'zhu 终岁喜相逐
'zhong'sui'xue'dao'reng'kuang'fu 中岁学道仍狂夫
'zhong'wei'lian'ru'ying'chang'jian 重闱怜汝应长健
'zhong'wu'xi'sang'luan 中吴昔丧乱
'zhong'xiao'shui'jia'zu'dou'tong 忠孝谁家俎豆同
'zhong'xiao'yi'er'xin'ju'zhe 中宵忆尔心俱折
'zhong'xing'deng'yu'hua'tai 钟惺登雨花台
'zhong'xing'mo'ling'tao'ye'ge 钟惺秣陵桃叶歌
'zhong'xing'qiu'hai'tang 钟惺秋海棠
'zhong'xing'yu'zhong'deng'yu'hua'tai 钟惺雨中登雨花台
'zhong'ye'hao'ning'shuang 中野皓凝霜
'zhong'yi'sang'zi'nian 重以桑梓念
'zhong'you'chang'e'ju 中有嫦娥居
'zhong'you'gui'shu'wan'li'chang 中有桂树万里长
'zhong'you'zhu'ren'dang'si'ru 中有主人当饲汝
'zhong'yuan'chu'zhu'lu 中原初逐鹿
'zhong'yuan'qiu'se'zui'xiang'kan 中原秋色醉相看
'zhong'zhi'jie'jian'nan 终知借剑难
'zhong'zhou'nan'er'ren'jin'guo 中州男儿忍巾帼
'zhou'ji'yao'tiao'ru 舟楫窅窕入
'zhou'ren'xiang'jing'fu'xiang'du 舟人相惊复相妒
'zhou'shen'dao'mei'wu'suo'tao 州沈岛没无所逃
'zhou'zi'chuan'yan'shi'wu'zhen 舟子传言是乌镇
'zhu'dian'zhao'luo'qi 珠钿照罗绮
'zhu'guang'dang'ri'chun'ru'meng 珠光荡日春如梦
'zhu'hou'yu'bo'hui'chang'an 诸侯玉帛会长安
'zhu'jing'gui'lai'tian'wei'shu 竹径归来天未曙
'zhu'lian'tai'xie'tao'hua'wu 珠帘台榭桃花坞
'zhu'lou'tiao'di'jie'ping'sha 朱楼迢递接平沙
'zhu'ma'dou'fei'qian'ri'meng 竹马都非前日梦
'zhu'men'shi'zi'lu 朱门十字路
'zhu'qiu'dao'xin'gan 诛求到心肝
'zhu'ren'chui'mu'gao'dian'zhong 主人垂幕高殿中
'zhu'ren'huo'juan'gui 主人获隽归
'zhu'ru'keng'jin'yi'shen'yu 诸儒坑尽一身余
'zhu'sheng'rao'xi'ti 诸甥绕膝啼
'zhu'shi'chang'kong'ji 竹实长空饥
'zhu'sun'zhen'ru'tu 竹笋真如土
'zhu'wang'ci'qian'wu'ru'yu 竹王祠前雾如雨
'zhu'wen'zhang'ya'mei'dao'shu 朱吻长牙眉倒竖
'zhu'xia'cai'wu'ling 烛下裁吴绫
'zhu'xiao'shen'ye'jiu 烛销深夜酒
'zhu'yun'ming'qiu'wan 祝允明秋晚
'zhu'yun'ming'qiu'xiang'bian'mian 祝允明秋香便面
'zhu'zhang'ye'zhuang'qing'tian'kai 拄杖夜撞青天开
'zhuan'ling'men'xiang'xin 转令门巷新
'zhuan'mian'ge'xian'xu 转面各衔恤
'zhuan'ru'luan'feng'xing'bu'jin 转入乱峰行不进
'zhuan'shen'tuo'ma'yan'de'zhi 转身唾骂阉得知
'zhuan'yi'meng'xing'wei'zou'yu 转易猛性为驺虞
'zhuang'chang'yi'she'di 庄昶忆舍弟
'zhuang'chang'zhou'zhong 庄昶舟中
'zhuang'cheng'ting'ming'ji 妆成听鸣鸡
'zhuang'shi'chong'guan'tu'ran'ru 壮士冲关突然入
'zhuang'shi'le'chang'zheng 壮士乐长征
'zhui'cheng'yue'ma'chu'sha'he 缒城跃马出沙河
'zhun'bei'shang'si'lai'ji'dian 准备上司来计点
'zi'bie'yan'tai'bai'ri'cu 自别燕台白日徂
'zi'cong'shao'xiao'bei'bian'cha 自从少小被编差
'zi'fang'ke'yan'ran 兹方可晏然
'zi'jing'lv'ye'ling'chun'feng 紫茎绿叶领春风
'zi'li'yao'lin'jiu'bei'ping 梓里遥邻旧北平
'zi'lian'chou'li'han'tang'lu 自怜愁立寒塘路
'zi'mei'xiang'si'ze'jia'li 姊妹相私择佳丽
'zi'ming'wei'feng'huang 自名为凤凰
'zi'ran'duo'si'zhi 自然多思致
'zi'rong'ge'wu'zong'neng'qi 姿容歌舞总能奇
'zi'shang'jiu'yue'can'ying'chu 自伤旧约惭婴杵
'zi'shi'meng'nan'cheng 自是梦难成
'zi'shi'shan'zhong'wu'yu'lou 自是山中无玉漏
'zi'sun'jin'qu'ye'ren'lai 子孙今去野人来
'zi'tai'qing'hai'ri'qi'qi 紫台青海日凄其
'zi'yan'jia'ben'qian'tang'zhu 自言家本钱塘住
'zi'yi'cui'shang'gong'men'suo 紫衣催上宫门锁
'zi'ying'pu'sheng'tan'ku'quan 自萦蒲绳探苦泉
'zi'you'wu'qing'die 自有无情蝶
'zi'yu'yang'ying'ge 姊欲养鹦哥
'zi'zhi'jian'qin'zhi'lao'zhi 子侄渐亲知老至
'zi'zhi'shen'you'bing 自知身有病
'zi'zun'nu'pu'hou'yu'gong 自尊奴仆侯与公
'zong'chen'guo'cai'shi'huai'li'bai 宗臣过采石怀李白
'zong'chen'ku'liang'gong'shi'shi'shou 宗臣哭梁公实十首
'zong'chen'zhen'zhou'ye'wen'cheng'xiang'ci 宗臣真州谒文丞相祠
'zong'heng'ji'bu'jiu 纵横计不就
'zong'le'huai'yi'ren'jiang'shi 宗泐怀以仁讲师
'zong'le'qiu'ying'ge 宗泐秋莺歌
'zong'le'ti'lan 宗泐题兰
'zong'le'zu'long'ge'xing 宗泐祖龙歌行
'zong'shi'dan'qing'wei'kan'xie 纵使丹青未堪写
'zong'shi'zheng'fu'shu'bu'gui 总使征夫戍不归
'zong'you'wu'xian'zhao'bu'de 纵有巫咸招不得
'zong'you'xiang'shu'chuan'yi'shi 总有乡书传驿使
'zou'ru'chai'men'yan'men'chu 走入柴门掩门处
'zu'long'nai'hao'chang'sheng'zhe 祖龙迺好长生者
'zu'shang'zhi'dui'he'cong'cong 俎上之对何匆匆
'zu'sui'wu'yi'geng'wu'shi 卒岁无衣更无食
'zui'ba'wu'gou'wan'li'xing 醉把吴钩万里行
'zui'lai'jiang'di'bao'ming'yue 醉来江底抱明月
'zui'lian'de'bao'zuo'zhong'ri 最怜得饱坐终日
'zui'lian'wu'di'ke'mai'you 最怜无地可埋忧
'zui'shi'lin'feng'qi'qie'chu 最是临风凄切处
'zuo'guan'song'shi'yong'wu'gui 坐观宋室用五鬼
'zuo'jian'wu'zhao'jin'jian'er 昨见吴赵今见尔
'zuo'jue'cang'mang'wan'gu'yi 坐觉苍茫万古意
'zuo'kan'chi'shang'ying 坐看池上萤
'zuo'qian'hu'chu'fan'luo'shi 坐遣胡雏犯洛师
'zuo'ru'deng'dong'yue 昨汝登东岳
'zuo'shen'ye'yi'lan 坐深夜已阑
'zuo'shi'yuan'xiang'ji 作诗远相寄
'zuo'ye'meng'jian'zhi 昨夜梦见之
'zuo'ye'yang'he'da'zhan'hai 昨夜杨河大战还
'zuo'yi'huan'yi'shang 作意浣衣裳
